"Name","test_score","model","Hostname","multimodal_state","State","Created","Runtime","dataset_name","fold","e5_model"
"tabpfnv2_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_4","0.48356431911243947","TabPFN-v2 🤯","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T13:03:10.000Z","257","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","4","tf-idf"
"tabm_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_4","0.5177749367521493","TabM Ⓜ️","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T13:02:48.000Z","41","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","4","tf-idf"
"cat_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_4","0.5190204991759014","CatBoost 😸","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T13:02:47.000Z","140","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","4","tf-idf"
"light_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_4","0.493716527602841","LightGBM 💡","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T13:02:15.000Z","49","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","4","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_3","0.554759705567091","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T13:01:56.000Z","84","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","3","tf-idf"
"tabpfnv2_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_3","0.46799587959847266","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T13:01:34.000Z","118","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","3","tf-idf"
"tabm_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_3","0.5192044572155916","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T13:01:11.000Z","36","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","3","tf-idf"
"cat_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_3","0.5167551049339699","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T13:00:31.000Z","33","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","3","tf-idf"
"light_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_3","0.4639165050820419","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:59:51.000Z","31","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","3","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_2","0.5367687268252672","TabPFN-v2p5 🇩🇪","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:59:39.000Z","185","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","2","tf-idf"
"tabpfnv2_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_2","0.4700884633339222","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:59:24.000Z","125","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","2","tf-idf"
"tabm_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_2","0.5417810672193437","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:59:11.000Z","32","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","2","tf-idf"
"cat_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_2","0.55028018685501","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:58:45.000Z","31","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","2","tf-idf"
"light_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_2","0.5476023459875706","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:58:38.000Z","26","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","2","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_1","0.5070179259617644","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:57:16.000Z","82","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","1","tf-idf"
"tabpfnv2_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_1","0.44996148314466633","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:56:23.000Z","129","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","1","tf-idf"
"tabm_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_1","0.5409773262763289","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:55:43.000Z","31","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","1","tf-idf"
"cat_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_1","0.5527695023170592","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:55:04.000Z","33","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","1","tf-idf"
"light_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_1","0.5732993054545937","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:54:33.000Z","26","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","1","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_0","0.5449463328869995","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:53:05.000Z","79","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","0","tf-idf"
"tabpfnv2_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_0","0.4546124384168886","TabPFN-v2 🤯","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:53:02.000Z","387","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","0","tf-idf"
"tabm_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_0","0.5539043844179189","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:52:25.000Z","32","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","0","tf-idf"
"cat_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_0","0.5867265470416962","CatBoost 😸","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:50:21.000Z","153","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","0","tf-idf"
"light_REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS_0","0.5440052237970094","LightGBM 💡","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:49:23.000Z","761","REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS","0","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_4","0.954528388372134","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:46:14.000Z","364","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","4","tf-idf"
"tabpfnv2_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_4","0.955655287204098","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:45:00.000Z","728","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","4","tf-idf"
"tabm_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_4","0.9490893174554914","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:43:49.000Z","64","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","4","tf-idf"
"cat_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_4","0.9528570480053432","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:42:33.000Z","70","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","4","tf-idf"
"light_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_4","0.9508989626924116","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:41:43.000Z","42","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","4","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_3","0.9181940169622606","TabPFN-v2p5 🇩🇪","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:41:31.000Z","518","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","3","tf-idf"
"tabpfnv2_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_3","0.9177829937166856","TabPFN-v2 🤯","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:41:28.000Z","1420","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","3","tf-idf"
"tabm_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_3","0.9090765152373684","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:40:10.000Z","86","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","3","tf-idf"
"cat_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_3","0.9181298203089726","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:37:18.000Z","164","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","3","tf-idf"
"light_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_3","0.9156682436811552","LightGBM 💡","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:35:04.000Z","852","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","3","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_2","0.9434091550707924","TabPFN-v2p5 🇩🇪","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:34:32.000Z","411","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","2","tf-idf"
"tabpfnv2_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_2","0.9406056590053304","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:34:10.000Z","713","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","2","tf-idf"
"tabm_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_2","0.9333290150605336","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:33:05.000Z","57","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","2","tf-idf"
"cat_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_2","0.9415123775363158","CatBoost 😸","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:29:53.000Z","305","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","2","tf-idf"
"light_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_2","0.9324067225690928","LightGBM 💡","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:27:29.000Z","835","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","2","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_1","0.94017092112388","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:26:55.000Z","365","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","1","tf-idf"
"tabpfnv2_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_1","0.938414561387176","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:24:19.000Z","769","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","1","tf-idf"
"tabm_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_1","0.9276161987803616","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:23:25.000Z","49","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","1","tf-idf"
"cat_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_1","0.9346986643497368","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:22:10.000Z","69","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","1","tf-idf"
"light_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_1","0.9375928908401016","LightGBM 💡","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:20:03.000Z","862","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","1","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_0","0.941111571344316","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:15:25.000Z","400","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","0","tf-idf"
"tabpfnv2_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_0","0.9363094344162788","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:14:25.000Z","743","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","0","tf-idf"
"tabm_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_0","0.9292629409509624","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:14:20.000Z","57","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","0","tf-idf"
"cat_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_0","0.9341893857176524","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:12:59.000Z","74","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","0","tf-idf"
"light_REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020_0","0.9342968956948624","LightGBM 💡","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:12:55.000Z","1008","REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020","0","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","0.5550905189125471","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:12:53.000Z","88","REG_TEXT_HOUSES_AIRBNB_SEATTLE","4","tf-idf"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","0.5226961115120818","TabPFN-v2 🤯","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:12:35.000Z","886","REG_TEXT_HOUSES_AIRBNB_SEATTLE","4","tf-idf"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","0.5534121498129163","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:11:52.000Z","57","REG_TEXT_HOUSES_AIRBNB_SEATTLE","4","tf-idf"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","0.5505834456936934","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:11:41.000Z","69","REG_TEXT_HOUSES_AIRBNB_SEATTLE","4","tf-idf"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","0.5357825487853465","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:11:13.000Z","35","REG_TEXT_HOUSES_AIRBNB_SEATTLE","4","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","0.7749813020116532","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:07:29.000Z","219","REG_TEXT_HOUSES_AIRBNB_SEATTLE","3","tf-idf"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","0.7190725697840064","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:07:03.000Z","269","REG_TEXT_HOUSES_AIRBNB_SEATTLE","3","tf-idf"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","0.6929949118256913","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:06:45.000Z","35","REG_TEXT_HOUSES_AIRBNB_SEATTLE","3","tf-idf"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","0.6963501310931526","CatBoost 😸","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:06:31.000Z","378","REG_TEXT_HOUSES_AIRBNB_SEATTLE","3","tf-idf"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","0.6422430888535413","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:05:51.000Z","50","REG_TEXT_HOUSES_AIRBNB_SEATTLE","3","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","0.5825428279767648","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:05:42.000Z","75","REG_TEXT_HOUSES_AIRBNB_SEATTLE","2","tf-idf"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","0.6507210186160932","TabPFN-v2 🤯","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T12:04:46.000Z","911","REG_TEXT_HOUSES_AIRBNB_SEATTLE","2","tf-idf"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","0.593133075105969","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:04:32.000Z","61","REG_TEXT_HOUSES_AIRBNB_SEATTLE","2","tf-idf"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","0.6549134380267945","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:04:29.000Z","74","REG_TEXT_HOUSES_AIRBNB_SEATTLE","2","tf-idf"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","0.5996540697762611","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T12:03:45.000Z","38","REG_TEXT_HOUSES_AIRBNB_SEATTLE","2","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","0.7174880879316183","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:59:37.000Z","238","REG_TEXT_HOUSES_AIRBNB_SEATTLE","1","tf-idf"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","0.6833488284018223","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:59:17.000Z","308","REG_TEXT_HOUSES_AIRBNB_SEATTLE","1","tf-idf"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","0.6473351098896614","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:58:53.000Z","37","REG_TEXT_HOUSES_AIRBNB_SEATTLE","1","tf-idf"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","0.6848784101291856","CatBoost 😸","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:58:20.000Z","378","REG_TEXT_HOUSES_AIRBNB_SEATTLE","1","tf-idf"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","0.6582134862096483","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:57:59.000Z","47","REG_TEXT_HOUSES_AIRBNB_SEATTLE","1","tf-idf"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","0.7447860775235395","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:57:54.000Z","75","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0","tf-idf"
