"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","pca_components","State","Hostname","metrics_dict.metrics.rmse","parameters.dataset_names","metrics_dict.metrics.mse","metrics_dict.metrics.logloss"
"real_REG_TEXT_BOOK_PRICE_3","0.5255318102491744","3","ft","RealMLP 🕸","2026-04-10T23:47:06.000Z","REG_TEXT_BOOK_PRICE","1218","30","finished","n306","0.24313054469310452","","0.059112461762765696",""
"real_REG_TEXT_BOOK_PRICE_3","0.5341107139290475","3","all","RealMLP 🕸","2026-04-10T23:45:30.000Z","REG_TEXT_BOOK_PRICE","263","30","finished","n306","0.24092248508043487","","0.05804364381733236",""
"real_REG_TEXT_BOOK_PRICE_2","0.4981284394884883","2","ft","RealMLP 🕸","2026-04-10T23:37:00.000Z","REG_TEXT_BOOK_PRICE","1371","30","finished","n305","0.22328855411548065","","0.049857778398981915",""
"real_REG_TEXT_BOOK_PRICE_2","0.5312258943237178","2","all","RealMLP 🕸","2026-04-10T23:35:38.000Z","REG_TEXT_BOOK_PRICE","214","30","finished","n306","0.2158002658293164","","0.046569754732003615",""
"real_REG_TEXT_BOOK_PRICE_1","0.5239534677801363","1","ft","RealMLP 🕸","2026-04-10T23:22:41.000Z","REG_TEXT_BOOK_PRICE","1458","30","finished","n306","0.21405150622021277","","0.04581804731514179",""
"real_REG_TEXT_BOOK_PRICE_1","0.5682076541794118","1","all","RealMLP 🕸","2026-04-10T23:18:45.000Z","REG_TEXT_BOOK_PRICE","232","30","finished","n306","0.2038595470928169","","0.04155871494088843",""
"real_REG_TEXT_BOOK_PRICE_0","0.557023684038388","0","ft","RealMLP 🕸","2026-04-10T23:15:21.000Z","REG_TEXT_BOOK_PRICE","1222","30","finished","n305","0.2243718419235683","","0.05034272344817471",""
"real_REG_TEXT_BOOK_PRICE_0","0.5368143346995837","0","all","RealMLP 🕸","2026-04-10T23:15:08.000Z","REG_TEXT_BOOK_PRICE","188","30","finished","nlp-srv2.iem.technion.ac.il","0.22943287902458528","","0.05263944597750997",""
"real_REG_TEXT_BABIES_PRICES_4","0.881610695472394","4","ft","RealMLP 🕸","2026-04-10T23:12:01.000Z","REG_TEXT_BABIES_PRICES","3589","30","finished","nlp19.iem.technion.ac.il","14.488153756236338","","209.9065992643451",""
"real_REG_TEXT_BABIES_PRICES_4","0.7773245806970994","4","all","RealMLP 🕸","2026-04-10T23:11:52.000Z","REG_TEXT_BABIES_PRICES","202","30","finished","n305","19.86977507882726","","394.8079616831849",""
"real_REG_TEXT_BABIES_PRICES_3","0.8855153528956157","3","ft","RealMLP 🕸","2026-04-10T23:10:42.000Z","REG_TEXT_BABIES_PRICES","3779","30","finished","nlp-srv2.iem.technion.ac.il","17.050849170495926","","290.73145743500163",""
"real_REG_TEXT_BABIES_PRICES_3","0.873231829431397","3","all","RealMLP 🕸","2026-04-10T23:09:03.000Z","REG_TEXT_BABIES_PRICES","174","30","finished","nlp19.iem.technion.ac.il","17.942274607167906","","321.9252180790222",""
"real_REG_TEXT_BABIES_PRICES_2","0.8828092170021475","2","ft","RealMLP 🕸","2026-04-10T23:07:08.000Z","REG_TEXT_BABIES_PRICES","3782","30","finished","nlp-srv2.iem.technion.ac.il","13.702724669747644","","187.76466337491067",""
"real_REG_TEXT_BABIES_PRICES_2","0.8634207576647774","2","all","RealMLP 🕸","2026-04-10T23:06:57.000Z","REG_TEXT_BABIES_PRICES","200","30","finished","n306","14.79287382904588","","218.8291161220705",""
"real_REG_TEXT_BABIES_PRICES_1","0.8802605694143405","1","ft","RealMLP 🕸","2026-04-10T23:05:28.000Z","REG_TEXT_BABIES_PRICES","2573","30","finished","n307","16.642955867010738","","276.9879799912671",""
"real_REG_TEXT_BABIES_PRICES_1","0.914001616921796","1","all","RealMLP 🕸","2026-04-10T23:03:38.000Z","REG_TEXT_BABIES_PRICES","194","30","finished","n306","14.104477753721849","","198.93629270523445",""
"real_REG_TEXT_BABIES_PRICES_0","0.9172020477774112","0","ft","RealMLP 🕸","2026-04-10T23:01:14.000Z","REG_TEXT_BABIES_PRICES","2650","30","finished","n306","13.50394450350509","","182.35651715374536",""
"real_REG_TEXT_BABIES_PRICES_0","0.8507886604584811","0","all","RealMLP 🕸","2026-04-10T23:00:19.000Z","REG_TEXT_BABIES_PRICES","195","30","finished","n306","18.128078000853957","","328.6272120050452",""
"real_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.910024920191181","4","ft","RealMLP 🕸","2026-04-10T22:57:03.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1109","30","finished","n306","","","","0.6639034574246045"
"real_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9024869727032552","4","all","RealMLP 🕸","2026-04-10T22:56:20.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","286","30","finished","n306","","","","0.6844054519947794"
"real_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.903223320949663","3","ft","RealMLP 🕸","2026-04-10T22:53:54.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1055","30","finished","n306","","","","0.7015525328036671"
"real_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9050026912840318","3","all","RealMLP 🕸","2026-04-10T22:53:04.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","272","30","finished","n306","","","","0.6864760980135185"
"real_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9095269507220192","2","ft","RealMLP 🕸","2026-04-10T22:45:37.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1044","30","finished","n307","","","","0.6879301326708321"
"real_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9104336558516009","2","all","RealMLP 🕸","2026-04-10T22:44:54.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","256","30","finished","n306","","","","0.6572513775676154"
"real_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9082411202120028","1","ft","RealMLP 🕸","2026-04-10T22:39:41.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1645","30","finished","nlp-srv2.iem.technion.ac.il","","","","0.6679635248401984"
"real_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9030897827741272","1","all","RealMLP 🕸","2026-04-10T22:39:18.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","216","30","finished","nlp-srv2.iem.technion.ac.il","","","","0.67465444539636"
"real_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9112975090617108","0","ft","RealMLP 🕸","2026-04-10T22:36:56.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1095","30","finished","n309","","","","0.6606510141173147"
"real_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9086295017568544","0","all","RealMLP 🕸","2026-04-10T22:34:34.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","213","30","finished","nlp19.iem.technion.ac.il","","","","0.6632263112622315"
"real_MUL_TEXT_WINE_REVIEW_4","0.9828566392603576","4","ft","RealMLP 🕸","2026-04-10T22:21:12.000Z","MUL_TEXT_WINE_REVIEW","2862","30","finished","n309","","","","0.7892521343548535"
"real_MUL_TEXT_WINE_REVIEW_4","0.9774333848067372","4","all","RealMLP 🕸","2026-04-10T22:18:29.000Z","MUL_TEXT_WINE_REVIEW","260","30","finished","n306","","","","0.9125746287256656"
"real_MUL_TEXT_WINE_REVIEW_3","0.9830769163028586","3","ft","RealMLP 🕸","2026-04-10T22:15:31.000Z","MUL_TEXT_WINE_REVIEW","2214","30","finished","n305","","","","0.8001397286894105"
