"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","pca_components","State","Hostname"
"xgb_REG_TEXT_VANCOUVER_SALARIES_4","0.787195415422524","4","ft","XGBoost 🌲","2026-04-08T13:25:10.000Z","REG_TEXT_VANCOUVER_SALARIES","2725","30","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_VANCOUVER_SALARIES_4","0.7461077307147419","4","all","XGBoost 🌲","2026-04-08T13:22:49.000Z","REG_TEXT_VANCOUVER_SALARIES","168","","finished","nlp19.iem.technion.ac.il"
"xgb_REG_TEXT_VANCOUVER_SALARIES_3","0.7685379233726575","3","ft","XGBoost 🌲","2026-04-08T13:01:53.000Z","REG_TEXT_VANCOUVER_SALARIES","1659","30","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_VANCOUVER_SALARIES_3","0.7249967969437252","3","all","XGBoost 🌲","2026-04-08T12:59:20.000Z","REG_TEXT_VANCOUVER_SALARIES","150","30","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_VANCOUVER_SALARIES_2","0.7371856274968549","2","ft","XGBoost 🌲","2026-04-08T12:43:50.000Z","REG_TEXT_VANCOUVER_SALARIES","2968","30","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_VANCOUVER_SALARIES_2","0.6903827573168005","2","all","XGBoost 🌲","2026-04-08T12:39:44.000Z","REG_TEXT_VANCOUVER_SALARIES","244","30","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_VANCOUVER_SALARIES_1","0.7429443755046643","1","ft","XGBoost 🌲","2026-04-08T12:29:33.000Z","REG_TEXT_VANCOUVER_SALARIES","3191","","finished","nlp19.iem.technion.ac.il"
"xgb_REG_TEXT_VANCOUVER_SALARIES_1","0.7185418183338721","1","all","XGBoost 🌲","2026-04-08T12:26:40.000Z","REG_TEXT_VANCOUVER_SALARIES","169","","finished","nlp19.iem.technion.ac.il"
"xgb_REG_TEXT_VANCOUVER_SALARIES_0","0.7862724229784037","0","ft","XGBoost 🌲","2026-04-08T12:17:38.000Z","REG_TEXT_VANCOUVER_SALARIES","2049","30","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_VANCOUVER_SALARIES_0","0.7439583255069948","0","all","XGBoost 🌲","2026-04-08T12:15:51.000Z","REG_TEXT_VANCOUVER_SALARIES","170","","finished","nlp19.iem.technion.ac.il"
"xgb_REG_TEXT_ROTTEN_TOMATOES_4","0.40752373726565305","4","ft","XGBoost 🌲","2026-04-08T12:08:46.000Z","REG_TEXT_ROTTEN_TOMATOES","6594","30","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_ROTTEN_TOMATOES_4","0.3935431770488302","4","all","XGBoost 🌲","2026-04-08T12:08:22.000Z","REG_TEXT_ROTTEN_TOMATOES","552","30","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_ROTTEN_TOMATOES_3","0.4690105225375441","3","ft","XGBoost 🌲","2026-04-08T11:57:50.000Z","REG_TEXT_ROTTEN_TOMATOES","6967","","finished","nlp19.iem.technion.ac.il"
"xgb_REG_TEXT_ROTTEN_TOMATOES_3","0.4529480884146758","3","all","XGBoost 🌲","2026-04-08T11:55:13.000Z","REG_TEXT_ROTTEN_TOMATOES","558","30","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_ROTTEN_TOMATOES_2","0.3757184896843886","2","all","XGBoost 🌲","2026-04-08T11:17:54.000Z","REG_TEXT_ROTTEN_TOMATOES","582","30","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_ROTTEN_TOMATOES_1","0.5120305827332465","1","ft","XGBoost 🌲","2026-04-08T10:55:18.000Z","REG_TEXT_ROTTEN_TOMATOES","4403","30","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_ROTTEN_TOMATOES_1","0.4734657537278916","1","all","XGBoost 🌲","2026-04-08T10:46:08.000Z","REG_TEXT_ROTTEN_TOMATOES","544","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_ROTTEN_TOMATOES_0","0.4453117547112234","0","ft","XGBoost 🌲","2026-04-08T10:23:51.000Z","REG_TEXT_ROTTEN_TOMATOES","4993","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_ROTTEN_TOMATOES_0","0.434983553477703","0","all","XGBoost 🌲","2026-04-08T10:14:41.000Z","REG_TEXT_ROTTEN_TOMATOES","544","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8401250839233398","4","ft","XGBoost 🌲","2026-04-08T09:52:51.000Z","REG_TEXT_SCIMAGOJR_IMPACT","9629","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8316373229026794","4","all","XGBoost 🌲","2026-04-08T09:48:43.000Z","REG_TEXT_SCIMAGOJR_IMPACT","673","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_SCIMAGOJR_IMPACT_3","0.8512135744094849","3","ft","XGBoost 🌲","2026-04-08T09:39:25.000Z","REG_TEXT_SCIMAGOJR_IMPACT","8885","","finished","nlp19.iem.technion.ac.il"
"xgb_REG_TEXT_SCIMAGOJR_IMPACT_3","0.8381743431091309","3","all","XGBoost 🌲","2026-04-08T09:36:16.000Z","REG_TEXT_SCIMAGOJR_IMPACT","679","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8423828482627869","2","ft","XGBoost 🌲","2026-04-08T09:20:28.000Z","REG_TEXT_SCIMAGOJR_IMPACT","9434","","finished","nlp19.iem.technion.ac.il"
"xgb_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8152815103530884","2","all","XGBoost 🌲","2026-04-08T09:20:14.000Z","REG_TEXT_SCIMAGOJR_IMPACT","720","","finished","nlp19.iem.technion.ac.il"
"xgb_REG_TEXT_SCIMAGOJR_IMPACT_1","0.8379709124565125","1","ft","XGBoost 🌲","2026-04-08T09:14:51.000Z","REG_TEXT_SCIMAGOJR_IMPACT","7007","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_SCIMAGOJR_IMPACT_1","0.8268419504165649","1","all","XGBoost 🌲","2026-04-08T09:13:54.000Z","REG_TEXT_SCIMAGOJR_IMPACT","1145","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8672501444816589","0","ft","XGBoost 🌲","2026-04-08T08:41:03.000Z","REG_TEXT_SCIMAGOJR_IMPACT","6973","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8552256226539612","0","all","XGBoost 🌲","2026-04-08T08:30:50.000Z","REG_TEXT_SCIMAGOJR_IMPACT","608","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MONTGOMERY_SALARIES_4","0.961096231628472","4","ft","XGBoost 🌲","2026-04-08T07:57:17.000Z","REG_TEXT_MONTGOMERY_SALARIES","5451","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MONTGOMERY_SALARIES_4","0.9620190446525791","4","all","XGBoost 🌲","2026-04-08T07:53:32.000Z","REG_TEXT_MONTGOMERY_SALARIES","223","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MONTGOMERY_SALARIES_3","0.9786198091320496","3","ft","XGBoost 🌲","2026-04-08T07:32:13.000Z","REG_TEXT_MONTGOMERY_SALARIES","4829","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MONTGOMERY_SALARIES_3","0.9744060239825448","3","all","XGBoost 🌲","2026-04-08T07:28:23.000Z","REG_TEXT_MONTGOMERY_SALARIES","224","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MONTGOMERY_SALARIES_2","0.9654537193516488","2","ft","XGBoost 🌲","2026-04-08T07:10:24.000Z","REG_TEXT_MONTGOMERY_SALARIES","4275","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MONTGOMERY_SALARIES_2","0.971463576283462","2","all","XGBoost 🌲","2026-04-08T07:06:44.000Z","REG_TEXT_MONTGOMERY_SALARIES","225","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MONTGOMERY_SALARIES_1","0.9544960972452088","1","ft","XGBoost 🌲","2026-04-08T06:44:15.000Z","REG_TEXT_MONTGOMERY_SALARIES","3628","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MONTGOMERY_SALARIES_1","0.940238179967996","1","all","XGBoost 🌲","2026-04-08T06:40:25.000Z","REG_TEXT_MONTGOMERY_SALARIES","223","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MONTGOMERY_SALARIES_0","0.9766633898138328","0","ft","XGBoost 🌲","2026-04-08T06:04:44.000Z","REG_TEXT_MONTGOMERY_SALARIES","3624","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MONTGOMERY_SALARIES_0","0.96663962098548","0","all","XGBoost 🌲","2026-04-08T06:00:54.000Z","REG_TEXT_MONTGOMERY_SALARIES","223","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MERCARI_MARKETPLACE_4","0.4107623093179723","4","ft","XGBoost 🌲","2026-04-08T05:47:23.000Z","REG_TEXT_MERCARI_MARKETPLACE","4455","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MERCARI_MARKETPLACE_4","0.3735609540262632","4","all","XGBoost 🌲","2026-04-08T05:42:50.000Z","REG_TEXT_MERCARI_MARKETPLACE","410","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MERCARI_MARKETPLACE_3","0.3969676673050785","3","ft","XGBoost 🌲","2026-04-08T05:20:40.000Z","REG_TEXT_MERCARI_MARKETPLACE","3492","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MERCARI_MARKETPLACE_3","0.3398510498460354","3","all","XGBoost 🌲","2026-04-08T05:13:47.000Z","REG_TEXT_MERCARI_MARKETPLACE","411","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MERCARI_MARKETPLACE_2","0.42073422012120987","2","ft","XGBoost 🌲","2026-04-08T04:52:38.000Z","REG_TEXT_MERCARI_MARKETPLACE","3278","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MERCARI_MARKETPLACE_2","0.3772447047068447","2","all","XGBoost 🌲","2026-04-08T04:45:39.000Z","REG_TEXT_MERCARI_MARKETPLACE","414","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MERCARI_MARKETPLACE_1","0.3692243218706096","1","ft","XGBoost 🌲","2026-04-08T04:27:38.000Z","REG_TEXT_MERCARI_MARKETPLACE","3723","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MERCARI_MARKETPLACE_1","0.3419726616068034","1","all","XGBoost 🌲","2026-04-08T04:26:28.000Z","REG_TEXT_MERCARI_MARKETPLACE","413","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MERCARI_MARKETPLACE_0","0.41623087158908345","0","ft","XGBoost 🌲","2026-04-08T03:56:15.000Z","REG_TEXT_MERCARI_MARKETPLACE","3488","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_MERCARI_MARKETPLACE_0","0.3395458761366563","0","all","XGBoost 🌲","2026-04-08T03:49:22.000Z","REG_TEXT_MERCARI_MARKETPLACE","410","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_READABILITY_4","0.827893025835325","4","ft","XGBoost 🌲","2026-04-08T03:40:58.000Z","REG_TEXT_BOOK_READABILITY","2798","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_READABILITY_4","0.8249335659292303","4","all","XGBoost 🌲","2026-04-08T03:40:42.000Z","REG_TEXT_BOOK_READABILITY","180","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_READABILITY_3","0.8038535562668727","3","ft","XGBoost 🌲","2026-04-08T03:37:08.000Z","REG_TEXT_BOOK_READABILITY","1909","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_READABILITY_3","0.7918865921373033","3","all","XGBoost 🌲","2026-04-08T03:34:05.000Z","REG_TEXT_BOOK_READABILITY","180","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_READABILITY_2","0.8403732202821209","2","ft","XGBoost 🌲","2026-04-08T03:01:15.000Z","REG_TEXT_BOOK_READABILITY","1807","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_READABILITY_2","0.7872712839630243","2","all","XGBoost 🌲","2026-04-08T02:58:12.000Z","REG_TEXT_BOOK_READABILITY","180","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_READABILITY_1","0.7655763186064664","1","ft","XGBoost 🌲","2026-04-08T02:53:12.000Z","REG_TEXT_BOOK_READABILITY","2097","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_READABILITY_1","0.7679912119360082","1","all","XGBoost 🌲","2026-04-08T02:51:54.000Z","REG_TEXT_BOOK_READABILITY","180","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_READABILITY_0","0.7829414789923619","0","ft","XGBoost 🌲","2026-04-08T02:46:30.000Z","REG_TEXT_BOOK_READABILITY","2799","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_READABILITY_0","0.7461749424962988","0","all","XGBoost 🌲","2026-04-08T02:43:50.000Z","REG_TEXT_BOOK_READABILITY","179","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_PRICE_4","0.4503521955065288","4","ft","XGBoost 🌲","2026-04-08T02:34:23.000Z","REG_TEXT_BOOK_PRICE","1408","","finished","sweep-yah2axmd-1775574316-1"
"xgb_REG_TEXT_BOOK_PRICE_4","0.44405867806090393","4","all","XGBoost 🌲","2026-04-08T02:32:06.000Z","REG_TEXT_BOOK_PRICE","133","","finished","sweep-yah2axmd-1775574316-1"
"xgb_REG_TEXT_BOOK_PRICE_3","0.517682484452115","3","ft","XGBoost 🌲","2026-04-08T02:23:46.000Z","REG_TEXT_BOOK_PRICE","1683","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_PRICE_3","0.4468185933293504","3","all","XGBoost 🌲","2026-04-08T02:22:13.000Z","REG_TEXT_BOOK_PRICE","136","","finished","sweep-yah2axmd-1775574316-1"
"xgb_REG_TEXT_BOOK_PRICE_2","0.49400112800909257","2","ft","XGBoost 🌲","2026-04-08T02:15:49.000Z","REG_TEXT_BOOK_PRICE","1674","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_PRICE_2","0.42982370121233704","2","all","XGBoost 🌲","2026-04-08T02:15:45.000Z","REG_TEXT_BOOK_PRICE","133","","finished","sweep-yah2axmd-1775574316-1"
"xgb_REG_TEXT_BOOK_PRICE_1","0.4939029713438986","1","ft","XGBoost 🌲","2026-04-08T02:04:42.000Z","REG_TEXT_BOOK_PRICE","2027","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_PRICE_1","0.4881718379152059","1","all","XGBoost 🌲","2026-04-08T02:01:23.000Z","REG_TEXT_BOOK_PRICE","192","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_PRICE_0","0.5347744717628604","0","ft","XGBoost 🌲","2026-04-08T01:48:27.000Z","REG_TEXT_BOOK_PRICE","1595","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BOOK_PRICE_0","0.460923263924098","0","all","XGBoost 🌲","2026-04-08T01:48:23.000Z","REG_TEXT_BOOK_PRICE","160","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BABIES_PRICES_4","0.8263540108142422","4","ft","XGBoost 🌲","2026-04-08T01:46:19.000Z","REG_TEXT_BABIES_PRICES","1763","","finished","sweep-yah2axmd-1775574316-1"
"xgb_REG_TEXT_BABIES_PRICES_4","0.8067611903137232","4","all","XGBoost 🌲","2026-04-08T01:38:39.000Z","REG_TEXT_BABIES_PRICES","107","","finished","sweep-yah2axmd-1775574316-1"
"xgb_REG_TEXT_BABIES_PRICES_3","0.8669216410670564","3","ft","XGBoost 🌲","2026-04-08T01:07:35.000Z","REG_TEXT_BABIES_PRICES","3746","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BABIES_PRICES_3","0.825322387267992","3","all","XGBoost 🌲","2026-04-08T01:05:24.000Z","REG_TEXT_BABIES_PRICES","129","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BABIES_PRICES_2","0.88918618235175","2","ft","XGBoost 🌲","2026-04-08T00:51:45.000Z","REG_TEXT_BABIES_PRICES","2468","","finished","sweep-yah2axmd-1775574316-1"
"xgb_REG_TEXT_BABIES_PRICES_2","0.7822148854226516","2","all","XGBoost 🌲","2026-04-08T00:49:53.000Z","REG_TEXT_BABIES_PRICES","107","","finished","sweep-yah2axmd-1775574316-1"
"xgb_REG_TEXT_BABIES_PRICES_1","0.9027724014953248","1","ft","XGBoost 🌲","2026-04-08T00:44:28.000Z","REG_TEXT_BABIES_PRICES","3768","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BABIES_PRICES_1","0.8929379834961675","1","all","XGBoost 🌲","2026-04-08T00:44:25.000Z","REG_TEXT_BABIES_PRICES","109","","finished","sweep-yah2axmd-1775574316-1"
"xgb_REG_TEXT_BABIES_PRICES_0","0.864468353638403","0","ft","XGBoost 🌲","2026-04-08T00:41:31.000Z","REG_TEXT_BABIES_PRICES","3743","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_TEXT_BABIES_PRICES_0","0.8724509246408476","0","all","XGBoost 🌲","2026-04-08T00:41:11.000Z","REG_TEXT_BABIES_PRICES","107","","finished","sweep-yah2axmd-1775574316-1"
"xgb_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9018992450598878","4","ft","XGBoost 🌲","2026-04-08T00:37:32.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1471","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.8928390412290735","4","all","XGBoost 🌲","2026-04-08T00:32:35.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","149","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.8972977124684199","3","ft","XGBoost 🌲","2026-04-08T00:21:44.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","901","","finished","sweep-yah2axmd-1775574316-1"
"xgb_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.8947920340580611","3","all","XGBoost 🌲","2026-04-08T00:19:37.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","123","","finished","sweep-yah2axmd-1775574316-1"
"xgb_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.914588498120662","2","ft","XGBoost 🌲","2026-04-08T00:10:13.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1339","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.8966817230447676","2","all","XGBoost 🌲","2026-04-08T00:09:34.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","124","","finished","sweep-yah2axmd-1775574316-1"
"xgb_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9028455007802988","1","ft","XGBoost 🌲","2026-04-07T23:59:28.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1576","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.8948183299869411","1","all","XGBoost 🌲","2026-04-07T23:56:56.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","148","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9070553177518696","0","ft","XGBoost 🌲","2026-04-07T23:49:39.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","952","","finished","sweep-yah2axmd-1775574316-1"
"xgb_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9002289593827179","0","all","XGBoost 🌲","2026-04-07T23:47:31.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","125","","finished","sweep-yah2axmd-1775574316-1"
"xgb_MUL_TEXT_WINE_REVIEW_4","0.9767498939417778","4","ft","XGBoost 🌲","2026-04-07T23:33:03.000Z","MUL_TEXT_WINE_REVIEW","4126","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_REG_IMAGE_AMAZON_BEST_SELLER_4","0.47877859628545394","4","ft","XGBoost 🌲","2026-04-07T23:29:37.000Z","REG_IMAGE_AMAZON_BEST_SELLER","115","","finished","nlp19.iem.technion.ac.il"
"xgb_REG_IMAGE_AMAZON_BEST_SELLER_4","0.4482593049790494","4","all","XGBoost 🌲","2026-04-07T23:28:54.000Z","REG_IMAGE_AMAZON_BEST_SELLER","33","","finished","nlp19.iem.technion.ac.il"
"xgb_MUL_TEXT_WINE_REVIEW_4","0.964794324971533","4","all","XGBoost 🌲","2026-04-07T23:27:20.000Z","MUL_TEXT_WINE_REVIEW","127","","finished","sweep-yah2axmd-1775574316-1"
"xgb_MUL_TEXT_WINE_REVIEW_3","0.9757512270641526","3","ft","XGBoost 🌲","2026-04-07T23:16:01.000Z","MUL_TEXT_WINE_REVIEW","3074","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_MUL_TEXT_WINE_REVIEW_3","0.9648976402216362","3","all","XGBoost 🌲","2026-04-07T23:13:24.000Z","MUL_TEXT_WINE_REVIEW","151","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_MUL_TEXT_WINE_REVIEW_2","0.9750106962803544","2","ft","XGBoost 🌲","2026-04-07T22:44:18.000Z","MUL_TEXT_WINE_REVIEW","3939","","finished","nlp-srv2.iem.technion.ac.il"
"xgb_MUL_TEXT_WINE_REVIEW_2","0.9631289091471128","2","all","XGBoost 🌲","2026-04-07T22:41:45.000Z","MUL_TEXT_WINE_REVIEW","151","","finished","nlp-srv2.iem.technion.ac.il"
