"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","pca_components","State","Hostname"
"real_REG_TEXT_VIDEO_GAMES_SALES_1","0.04556578519165888","1","ft","RealMLP 🕸","2026-04-11T03:06:27.000Z","REG_TEXT_VIDEO_GAMES_SALES","1250","30","finished","n309"
"real_REG_TEXT_VIDEO_GAMES_SALES_1","0.3309987958838345","1","all","RealMLP 🕸","2026-04-11T03:05:27.000Z","REG_TEXT_VIDEO_GAMES_SALES","260","30","finished","n305"
"iclv2_REG_TEXT_VIDEO_GAMES_SALES_1","0.5151352694122446","1","ft","TabICLv2 🗼","2026-04-11T03:04:28.000Z","REG_TEXT_VIDEO_GAMES_SALES","1745","30","finished","nlp-srv2.iem.technion.ac.il"
"iclv2_REG_TEXT_VIDEO_GAMES_SALES_1","0.5468214698593388","1","all","TabICLv2 🗼","2026-04-11T03:03:51.000Z","REG_TEXT_VIDEO_GAMES_SALES","150","30","finished","n306"
"real_REG_TEXT_VIDEO_GAMES_SALES_0","0.39605226734361854","0","ft","RealMLP 🕸","2026-04-11T03:01:55.000Z","REG_TEXT_VIDEO_GAMES_SALES","1710","30","finished","n307"
"real_REG_TEXT_VIDEO_GAMES_SALES_0","0.47238983232776166","0","all","RealMLP 🕸","2026-04-11T03:00:53.000Z","REG_TEXT_VIDEO_GAMES_SALES","211","30","finished","nlp-srv2.iem.technion.ac.il"
"iclv2_REG_TEXT_VIDEO_GAMES_SALES_0","0.4760250296485822","0","ft","TabICLv2 🗼","2026-04-11T03:00:22.000Z","REG_TEXT_VIDEO_GAMES_SALES","1422","30","finished","n305"
"iclv2_REG_TEXT_VIDEO_GAMES_SALES_0","0.5301743699436159","0","all","TabICLv2 🗼","2026-04-11T02:58:15.000Z","REG_TEXT_VIDEO_GAMES_SALES","153","30","finished","nlp-srv2.iem.technion.ac.il"
"real_REG_TEXT_VANCOUVER_SALARIES_4","0.755415280937931","4","ft","RealMLP 🕸","2026-04-11T02:56:56.000Z","REG_TEXT_VANCOUVER_SALARIES","1453","30","finished","n309"
"real_REG_TEXT_VANCOUVER_SALARIES_4","0.7474490039811702","4","all","RealMLP 🕸","2026-04-11T02:54:41.000Z","REG_TEXT_VANCOUVER_SALARIES","211","30","finished","nlp-srv2.iem.technion.ac.il"
"iclv2_REG_TEXT_VANCOUVER_SALARIES_4","0.8143997889577632","4","ft","TabICLv2 🗼","2026-04-11T02:53:39.000Z","REG_TEXT_VANCOUVER_SALARIES","1548","30","finished","n306"
"iclv2_REG_TEXT_VANCOUVER_SALARIES_4","0.8021512656304205","4","all","TabICLv2 🗼","2026-04-11T02:51:58.000Z","REG_TEXT_VANCOUVER_SALARIES","156","30","finished","nlp-srv2.iem.technion.ac.il"
"real_REG_TEXT_VANCOUVER_SALARIES_3","0.7554004602367945","3","ft","RealMLP 🕸","2026-04-11T02:50:01.000Z","REG_TEXT_VANCOUVER_SALARIES","1246","30","finished","n306"
"real_REG_TEXT_VANCOUVER_SALARIES_3","0.7547748802110359","3","all","RealMLP 🕸","2026-04-11T02:49:18.000Z","REG_TEXT_VANCOUVER_SALARIES","254","30","finished","n306"
"iclv2_REG_TEXT_VANCOUVER_SALARIES_3","0.7885431082291385","3","ft","TabICLv2 🗼","2026-04-11T02:47:54.000Z","REG_TEXT_VANCOUVER_SALARIES","1570","30","finished","n305"
"iclv2_REG_TEXT_VANCOUVER_SALARIES_3","0.7820105672930252","3","all","TabICLv2 🗼","2026-04-11T02:46:41.000Z","REG_TEXT_VANCOUVER_SALARIES","154","30","finished","n306"
"real_REG_TEXT_VANCOUVER_SALARIES_2","0.7343135281037874","2","ft","RealMLP 🕸","2026-04-11T02:44:08.000Z","REG_TEXT_VANCOUVER_SALARIES","1607","30","finished","n309"
"real_REG_TEXT_VANCOUVER_SALARIES_2","0.710186155578303","2","all","RealMLP 🕸","2026-04-11T02:42:19.000Z","REG_TEXT_VANCOUVER_SALARIES","256","30","finished","n306"
"iclv2_REG_TEXT_VANCOUVER_SALARIES_2","0.7692123012591106","2","ft","TabICLv2 🗼","2026-04-11T02:41:38.000Z","REG_TEXT_VANCOUVER_SALARIES","1482","30","finished","n309"
"iclv2_REG_TEXT_VANCOUVER_SALARIES_2","0.7713075172885187","2","all","TabICLv2 🗼","2026-04-11T02:41:31.000Z","REG_TEXT_VANCOUVER_SALARIES","153","30","finished","n309"
"real_REG_TEXT_VANCOUVER_SALARIES_1","0.7561625579615558","1","ft","RealMLP 🕸","2026-04-11T02:40:12.000Z","REG_TEXT_VANCOUVER_SALARIES","1509","30","finished","n305"
"real_REG_TEXT_VANCOUVER_SALARIES_1","0.7094782089376167","1","all","RealMLP 🕸","2026-04-11T02:39:58.000Z","REG_TEXT_VANCOUVER_SALARIES","392","30","finished","n305"
"iclv2_REG_TEXT_VANCOUVER_SALARIES_1","0.7851978562923694","1","ft","TabICLv2 🗼","2026-04-11T02:39:50.000Z","REG_TEXT_VANCOUVER_SALARIES","1948","30","finished","n306"
"iclv2_REG_TEXT_VANCOUVER_SALARIES_1","0.7755396460333903","1","all","TabICLv2 🗼","2026-04-11T02:39:01.000Z","REG_TEXT_VANCOUVER_SALARIES","152","30","finished","n309"
"real_REG_TEXT_VANCOUVER_SALARIES_0","0.7546836467315169","0","ft","RealMLP 🕸","2026-04-11T02:38:14.000Z","REG_TEXT_VANCOUVER_SALARIES","1532","30","finished","n306"
"real_REG_TEXT_VANCOUVER_SALARIES_0","0.7535360551644112","0","all","RealMLP 🕸","2026-04-11T02:37:16.000Z","REG_TEXT_VANCOUVER_SALARIES","296","30","finished","n306"
"iclv2_REG_TEXT_VANCOUVER_SALARIES_0","0.8060118227295451","0","ft","TabICLv2 🗼","2026-04-11T02:33:38.000Z","REG_TEXT_VANCOUVER_SALARIES","1596","30","finished","n305"
"iclv2_REG_TEXT_VANCOUVER_SALARIES_0","0.798005760530222","0","all","TabICLv2 🗼","2026-04-11T02:33:06.000Z","REG_TEXT_VANCOUVER_SALARIES","153","30","finished","n306"
"real_REG_TEXT_ROTTEN_TOMATOES_4","0.4684943759338638","4","ft","RealMLP 🕸","2026-04-11T02:32:13.000Z","REG_TEXT_ROTTEN_TOMATOES","5141","30","finished","nlp19.iem.technion.ac.il"
"real_REG_TEXT_ROTTEN_TOMATOES_4","0.40909557066063906","4","all","RealMLP 🕸","2026-04-11T02:30:02.000Z","REG_TEXT_ROTTEN_TOMATOES","593","30","finished","n305"
"iclv2_REG_TEXT_ROTTEN_TOMATOES_4","0.5008974466176734","4","ft","TabICLv2 🗼","2026-04-11T02:29:05.000Z","REG_TEXT_ROTTEN_TOMATOES","4986","30","finished","nlp-srv2.iem.technion.ac.il"
"iclv2_REG_TEXT_ROTTEN_TOMATOES_4","0.4687195498055284","4","all","TabICLv2 🗼","2026-04-11T02:24:19.000Z","REG_TEXT_ROTTEN_TOMATOES","555","30","finished","n305"
"real_REG_TEXT_ROTTEN_TOMATOES_3","0.4944623321822481","3","ft","RealMLP 🕸","2026-04-11T02:22:13.000Z","REG_TEXT_ROTTEN_TOMATOES","3582","30","finished","n309"
"real_REG_TEXT_ROTTEN_TOMATOES_3","0.4896385480173684","3","all","RealMLP 🕸","2026-04-11T02:21:10.000Z","REG_TEXT_ROTTEN_TOMATOES","661","30","finished","nlp19.iem.technion.ac.il"
"iclv2_REG_TEXT_ROTTEN_TOMATOES_3","0.5156559365326885","3","ft","TabICLv2 🗼","2026-04-11T02:20:44.000Z","REG_TEXT_ROTTEN_TOMATOES","2466","30","finished","n307"
"iclv2_REG_TEXT_ROTTEN_TOMATOES_3","0.49894245774179824","3","all","TabICLv2 🗼","2026-04-11T02:12:21.000Z","REG_TEXT_ROTTEN_TOMATOES","583","30","finished","n309"
"real_REG_TEXT_ROTTEN_TOMATOES_2","0.4964308877652101","2","ft","RealMLP 🕸","2026-04-11T02:04:16.000Z","REG_TEXT_ROTTEN_TOMATOES","3157","30","finished","n309"
"real_REG_TEXT_ROTTEN_TOMATOES_2","0.5114524823718527","2","all","RealMLP 🕸","2026-04-11T01:59:26.000Z","REG_TEXT_ROTTEN_TOMATOES","684","30","finished","n309"
"iclv2_REG_TEXT_ROTTEN_TOMATOES_2","0.5590659850098769","2","ft","TabICLv2 🗼","2026-04-11T01:56:23.000Z","REG_TEXT_ROTTEN_TOMATOES","6069","30","finished","nlp-srv2.iem.technion.ac.il"
"iclv2_REG_TEXT_ROTTEN_TOMATOES_2","0.508334167948958","2","all","TabICLv2 🗼","2026-04-11T01:54:24.000Z","REG_TEXT_ROTTEN_TOMATOES","585","30","finished","n309"
"real_REG_TEXT_ROTTEN_TOMATOES_1","0.5550055563050375","1","ft","RealMLP 🕸","2026-04-11T01:50:50.000Z","REG_TEXT_ROTTEN_TOMATOES","2529","30","finished","n306"
"real_REG_TEXT_ROTTEN_TOMATOES_1","0.5452196732468707","1","all","RealMLP 🕸","2026-04-11T01:48:11.000Z","REG_TEXT_ROTTEN_TOMATOES","670","30","finished","n309"
"iclv2_REG_TEXT_ROTTEN_TOMATOES_1","0.5833590456458999","1","ft","TabICLv2 🗼","2026-04-11T01:45:48.000Z","REG_TEXT_ROTTEN_TOMATOES","3184","30","finished","n309"
"iclv2_REG_TEXT_ROTTEN_TOMATOES_1","0.5696105947769212","1","all","TabICLv2 🗼","2026-04-11T01:44:17.000Z","REG_TEXT_ROTTEN_TOMATOES","595","30","finished","n309"
"real_REG_TEXT_ROTTEN_TOMATOES_0","0.5132009561353352","0","ft","RealMLP 🕸","2026-04-11T01:41:44.000Z","REG_TEXT_ROTTEN_TOMATOES","3581","30","finished","n309"
"real_REG_TEXT_ROTTEN_TOMATOES_0","0.5150134981227596","0","all","RealMLP 🕸","2026-04-11T01:35:41.000Z","REG_TEXT_ROTTEN_TOMATOES","600","30","finished","n309"
"iclv2_REG_TEXT_ROTTEN_TOMATOES_0","0.5426831896246017","0","ft","TabICLv2 🗼","2026-04-11T01:35:23.000Z","REG_TEXT_ROTTEN_TOMATOES","3667","30","finished","n306"
"iclv2_REG_TEXT_ROTTEN_TOMATOES_0","0.5295480533985819","0","all","TabICLv2 🗼","2026-04-11T01:34:58.000Z","REG_TEXT_ROTTEN_TOMATOES","556","30","finished","n309"
"real_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8545237183570862","4","ft","RealMLP 🕸","2026-04-11T01:31:01.000Z","REG_TEXT_SCIMAGOJR_IMPACT","5869","30","finished","n306"
"real_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8443741202354431","4","all","RealMLP 🕸","2026-04-11T01:29:17.000Z","REG_TEXT_SCIMAGOJR_IMPACT","744","30","finished","n309"
"iclv2_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8627334237098694","4","ft","TabICLv2 🗼","2026-04-11T01:24:32.000Z","REG_TEXT_SCIMAGOJR_IMPACT","7571","30","finished","n305"
"iclv2_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8529258370399475","4","all","TabICLv2 🗼","2026-04-11T01:23:27.000Z","REG_TEXT_SCIMAGOJR_IMPACT","687","30","finished","n309"
"real_REG_TEXT_SCIMAGOJR_IMPACT_3","0.7727614641189575","3","ft","RealMLP 🕸","2026-04-11T01:23:16.000Z","REG_TEXT_SCIMAGOJR_IMPACT","4588","30","finished","n306"
"real_REG_TEXT_SCIMAGOJR_IMPACT_3","0.840057373046875","3","all","RealMLP 🕸","2026-04-11T01:23:00.000Z","REG_TEXT_SCIMAGOJR_IMPACT","740","30","finished","n306"
"iclv2_REG_TEXT_SCIMAGOJR_IMPACT_3","0.8715118169784546","3","ft","TabICLv2 🗼","2026-04-11T01:19:36.000Z","REG_TEXT_SCIMAGOJR_IMPACT","8033","30","finished","n309"
"iclv2_REG_TEXT_SCIMAGOJR_IMPACT_3","0.8642850518226624","3","all","TabICLv2 🗼","2026-04-11T01:19:30.000Z","REG_TEXT_SCIMAGOJR_IMPACT","684","30","finished","n306"
"real_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8330802917480469","2","ft","RealMLP 🕸","2026-04-11T01:14:06.000Z","REG_TEXT_SCIMAGOJR_IMPACT","9559","30","finished","nlp-srv2.iem.technion.ac.il"
"real_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8289498090744019","2","all","RealMLP 🕸","2026-04-11T01:11:25.000Z","REG_TEXT_SCIMAGOJR_IMPACT","688","30","finished","n306"
"iclv2_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8684192299842834","2","ft","TabICLv2 🗼","2026-04-11T01:09:47.000Z","REG_TEXT_SCIMAGOJR_IMPACT","4244","30","finished","n307"
"iclv2_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8706445693969727","2","all","TabICLv2 🗼","2026-04-11T01:09:08.000Z","REG_TEXT_SCIMAGOJR_IMPACT","618","30","finished","n306"
"real_REG_TEXT_SCIMAGOJR_IMPACT_1","0.8843114376068115","1","ft","RealMLP 🕸","2026-04-11T01:07:59.000Z","REG_TEXT_SCIMAGOJR_IMPACT","4919","30","finished","n305"
"real_REG_TEXT_SCIMAGOJR_IMPACT_1","0.8645373582839966","1","all","RealMLP 🕸","2026-04-11T01:07:09.000Z","REG_TEXT_SCIMAGOJR_IMPACT","741","30","finished","n309"
"iclv2_REG_TEXT_SCIMAGOJR_IMPACT_1","0.8889269828796387","1","ft","TabICLv2 🗼","2026-04-11T01:03:57.000Z","REG_TEXT_SCIMAGOJR_IMPACT","6356","30","finished","n306"
"iclv2_REG_TEXT_SCIMAGOJR_IMPACT_1","0.8764349222183228","1","all","TabICLv2 🗼","2026-04-11T01:01:59.000Z","REG_TEXT_SCIMAGOJR_IMPACT","724","30","finished","nlp-srv2.iem.technion.ac.il"
"real_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8628193736076355","0","ft","RealMLP 🕸","2026-04-11T01:00:01.000Z","REG_TEXT_SCIMAGOJR_IMPACT","5053","30","finished","n305"
"real_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8174389600753784","0","all","RealMLP 🕸","2026-04-11T00:59:21.000Z","REG_TEXT_SCIMAGOJR_IMPACT","720","30","finished","n306"
"iclv2_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8908699750900269","0","ft","TabICLv2 🗼","2026-04-11T00:58:58.000Z","REG_TEXT_SCIMAGOJR_IMPACT","6067","30","finished","n305"
"iclv2_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8798606991767883","0","all","TabICLv2 🗼","2026-04-11T00:57:43.000Z","REG_TEXT_SCIMAGOJR_IMPACT","682","30","finished","n306"
"real_REG_TEXT_MONTGOMERY_SALARIES_4","0.9719345446440496","4","ft","RealMLP 🕸","2026-04-11T00:57:15.000Z","REG_TEXT_MONTGOMERY_SALARIES","5505","30","finished","nlp-srv2.iem.technion.ac.il"
"real_REG_TEXT_MONTGOMERY_SALARIES_4","0.9677293085215254","4","all","RealMLP 🕸","2026-04-11T00:57:07.000Z","REG_TEXT_MONTGOMERY_SALARIES","285","30","finished","nlp-srv2.iem.technion.ac.il"
"iclv2_REG_TEXT_MONTGOMERY_SALARIES_4","0.9791562001992692","4","ft","TabICLv2 🗼","2026-04-11T00:56:08.000Z","REG_TEXT_MONTGOMERY_SALARIES","6947","30","finished","nlp-srv2.iem.technion.ac.il"
"iclv2_REG_TEXT_MONTGOMERY_SALARIES_4","0.9712077857941508","4","all","TabICLv2 🗼","2026-04-11T00:56:05.000Z","REG_TEXT_MONTGOMERY_SALARIES","231","30","finished","n305"
"real_REG_TEXT_MONTGOMERY_SALARIES_3","0.9824699505379916","3","ft","RealMLP 🕸","2026-04-11T00:54:27.000Z","REG_TEXT_MONTGOMERY_SALARIES","3218","30","finished","n309"
"real_REG_TEXT_MONTGOMERY_SALARIES_3","0.9784530274244068","3","all","RealMLP 🕸","2026-04-11T00:53:46.000Z","REG_TEXT_MONTGOMERY_SALARIES","330","30","finished","n306"
"iclv2_REG_TEXT_MONTGOMERY_SALARIES_3","0.9863044566663112","3","ft","TabICLv2 🗼","2026-04-11T00:52:56.000Z","REG_TEXT_MONTGOMERY_SALARIES","3470","30","finished","n306"
"iclv2_REG_TEXT_MONTGOMERY_SALARIES_3","0.9849762241959854","3","all","TabICLv2 🗼","2026-04-11T00:50:31.000Z","REG_TEXT_MONTGOMERY_SALARIES","230","30","finished","n309"
"real_REG_TEXT_MONTGOMERY_SALARIES_2","0.97541732025395","2","ft","RealMLP 🕸","2026-04-11T00:44:35.000Z","REG_TEXT_MONTGOMERY_SALARIES","2970","30","finished","n309"
"real_REG_TEXT_MONTGOMERY_SALARIES_2","0.9769888660497056","2","all","RealMLP 🕸","2026-04-11T00:44:25.000Z","REG_TEXT_MONTGOMERY_SALARIES","360","30","finished","n309"
"iclv2_REG_TEXT_MONTGOMERY_SALARIES_2","0.9824816957961215","2","ft","TabICLv2 🗼","2026-04-11T00:44:15.000Z","REG_TEXT_MONTGOMERY_SALARIES","2696","30","finished","n309"
"iclv2_REG_TEXT_MONTGOMERY_SALARIES_2","0.9796409522711924","2","all","TabICLv2 🗼","2026-04-11T00:40:39.000Z","REG_TEXT_MONTGOMERY_SALARIES","231","30","finished","n309"
"real_REG_TEXT_MONTGOMERY_SALARIES_1","0.9658757712053544","1","ft","RealMLP 🕸","2026-04-11T00:40:38.000Z","REG_TEXT_MONTGOMERY_SALARIES","2554","30","finished","n306"
"real_REG_TEXT_MONTGOMERY_SALARIES_1","0.9488750452325904","1","all","RealMLP 🕸","2026-04-11T00:39:06.000Z","REG_TEXT_MONTGOMERY_SALARIES","314","30","finished","n309"
"iclv2_REG_TEXT_MONTGOMERY_SALARIES_1","0.9709739849079172","1","ft","TabICLv2 🗼","2026-04-11T00:37:55.000Z","REG_TEXT_MONTGOMERY_SALARIES","6184","30","finished","nlp19.iem.technion.ac.il"
"iclv2_REG_TEXT_MONTGOMERY_SALARIES_1","0.9646639351473396","1","all","TabICLv2 🗼","2026-04-11T00:36:43.000Z","REG_TEXT_MONTGOMERY_SALARIES","230","30","finished","n309"
"real_REG_TEXT_MONTGOMERY_SALARIES_0","0.985665219051647","0","ft","RealMLP 🕸","2026-04-11T00:35:20.000Z","REG_TEXT_MONTGOMERY_SALARIES","1956","30","finished","n305"
"real_REG_TEXT_MONTGOMERY_SALARIES_0","0.9808697047791796","0","all","RealMLP 🕸","2026-04-11T00:35:09.000Z","REG_TEXT_MONTGOMERY_SALARIES","322","30","finished","n306"
"iclv2_REG_TEXT_MONTGOMERY_SALARIES_0","0.9891221622243735","0","ft","TabICLv2 🗼","2026-04-11T00:33:13.000Z","REG_TEXT_MONTGOMERY_SALARIES","3007","30","finished","n309"
"iclv2_REG_TEXT_MONTGOMERY_SALARIES_0","0.9868247772839234","0","all","TabICLv2 🗼","2026-04-11T00:32:47.000Z","REG_TEXT_MONTGOMERY_SALARIES","232","30","finished","n309"
"real_REG_TEXT_MERCARI_MARKETPLACE_4","0.4357225677767639","4","ft","RealMLP 🕸","2026-04-11T00:32:27.000Z","REG_TEXT_MERCARI_MARKETPLACE","3119","30","finished","n305"
"real_REG_TEXT_MERCARI_MARKETPLACE_4","0.3532386733605152","4","all","RealMLP 🕸","2026-04-11T00:29:06.000Z","REG_TEXT_MERCARI_MARKETPLACE","522","30","finished","nlp19.iem.technion.ac.il"
"iclv2_REG_TEXT_MERCARI_MARKETPLACE_4","0.4640401033312032","4","ft","TabICLv2 🗼","2026-04-11T00:28:09.000Z","REG_TEXT_MERCARI_MARKETPLACE","2492","30","finished","n307"
"iclv2_REG_TEXT_MERCARI_MARKETPLACE_4","0.4738224203436716","4","all","TabICLv2 🗼","2026-04-11T00:27:39.000Z","REG_TEXT_MERCARI_MARKETPLACE","442","30","finished","n306"
"real_REG_TEXT_MERCARI_MARKETPLACE_3","0.38879062952775045","3","ft","RealMLP 🕸","2026-04-11T00:25:20.000Z","REG_TEXT_MERCARI_MARKETPLACE","2505","30","finished","n309"
"real_REG_TEXT_MERCARI_MARKETPLACE_3","0.3544049060937696","3","all","RealMLP 🕸","2026-04-11T00:23:27.000Z","REG_TEXT_MERCARI_MARKETPLACE","498","30","finished","n309"
"iclv2_REG_TEXT_MERCARI_MARKETPLACE_3","0.4434029608486094","3","ft","TabICLv2 🗼","2026-04-11T00:21:43.000Z","REG_TEXT_MERCARI_MARKETPLACE","5675","30","finished","nlp-srv2.iem.technion.ac.il"
"iclv2_REG_TEXT_MERCARI_MARKETPLACE_3","0.40804191697136505","3","all","TabICLv2 🗼","2026-04-11T00:20:33.000Z","REG_TEXT_MERCARI_MARKETPLACE","509","30","finished","nlp19.iem.technion.ac.il"
"real_REG_TEXT_MERCARI_MARKETPLACE_2","0.44071376236540016","2","ft","RealMLP 🕸","2026-04-11T00:19:36.000Z","REG_TEXT_MERCARI_MARKETPLACE","2354","30","finished","n305"
