"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","Hostname","State","pca_components"
"agmm_MUL_TEXT_US_ACCIDENTS_2","0.9793337342492948","2","all","AutoGluon-MM 🧴","2026-04-14T04:48:48.000Z","MUL_TEXT_US_ACCIDENTS","481","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_WINE_REVIEW_3","0.9788212602151464","3","all","AutoGluon-MM 🧴","2026-04-14T05:04:38.000Z","MUL_TEXT_WINE_REVIEW","594","nlp19.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_MONTGOMERY_SALARIES_3","0.9785556182983868","3","all","AutoGluon-MM 🧴","2026-04-14T06:15:55.000Z","REG_TEXT_MONTGOMERY_SALARIES","1285","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_JUSTIN_INSTAGRAM_4","0.97763436959964","4","all","AutoGluon-MM 🧴","2026-04-13T22:27:56.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","2486","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_US_ACCIDENTS_1","0.9750191915357412","1","all","AutoGluon-MM 🧴","2026-04-14T04:46:29.000Z","MUL_TEXT_US_ACCIDENTS","996","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_US_ACCIDENTS_0","0.974672158288704","0","all","AutoGluon-MM 🧴","2026-04-14T04:42:19.000Z","MUL_TEXT_US_ACCIDENTS","385","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_JUSTIN_INSTAGRAM_2","0.9742770909544486","2","all","AutoGluon-MM 🧴","2026-04-13T22:04:47.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","2503","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_JUSTIN_INSTAGRAM_3","0.9736388001818946","3","all","AutoGluon-MM 🧴","2026-04-13T22:27:43.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","2499","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_MONTGOMERY_SALARIES_2","0.9734464392024976","2","all","AutoGluon-MM 🧴","2026-04-14T06:13:38.000Z","REG_TEXT_MONTGOMERY_SALARIES","1337","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_JUSTIN_INSTAGRAM_1","0.9699121101193476","1","all","AutoGluon-MM 🧴","2026-04-13T22:04:14.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","1416","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_JUSTIN_INSTAGRAM_0","0.9657431642212476","0","all","AutoGluon-MM 🧴","2026-04-13T22:01:22.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","2512","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_US_ACCIDENTS_3","0.9649871417472756","3","all","AutoGluon-MM 🧴","2026-04-14T04:49:45.000Z","MUL_TEXT_US_ACCIDENTS","951","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_MONTGOMERY_SALARIES_4","0.9642851483721072","4","all","AutoGluon-MM 🧴","2026-04-14T06:18:11.000Z","REG_TEXT_MONTGOMERY_SALARIES","753","nlp19.iem.technion.ac.il","finished","30"
"agmm_BIN_TEXT_JIGSAW_TOXICITY_4","0.9639942212678294","4","all","AutoGluon-MM 🧴","2026-04-14T03:46:53.000Z","BIN_TEXT_JIGSAW_TOXICITY","891","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_GLAUCOMA_SMDG_3","0.9608428336529748","3","all","AutoGluon-MM 🧴","2026-04-13T20:42:33.000Z","MUL_IMAGE_GLAUCOMA_SMDG","1469","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_GLAUCOMA_SMDG_2","0.9569740899195712","2","all","AutoGluon-MM 🧴","2026-04-13T20:42:24.000Z","MUL_IMAGE_GLAUCOMA_SMDG","1509","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_GLAUCOMA_SMDG_1","0.9548223507617808","1","all","AutoGluon-MM 🧴","2026-04-13T20:41:57.000Z","MUL_IMAGE_GLAUCOMA_SMDG","1722","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_GLAUCOMA_SMDG_0","0.9542055180842434","0","all","AutoGluon-MM 🧴","2026-04-13T20:37:56.000Z","MUL_IMAGE_GLAUCOMA_SMDG","1949","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_BIN_TEXT_FAKE_JOB_POSTING_3","0.9529047227443608","3","all","AutoGluon-MM 🧴","2026-04-14T03:30:09.000Z","BIN_TEXT_FAKE_JOB_POSTING","996","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_MONTGOMERY_SALARIES_1","0.9526549018135804","1","all","AutoGluon-MM 🧴","2026-04-14T06:08:47.000Z","REG_TEXT_MONTGOMERY_SALARIES","1297","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_BIN_TEXT_FAKE_JOB_POSTING_0","0.9519795582706768","0","all","AutoGluon-MM 🧴","2026-04-14T03:25:10.000Z","BIN_TEXT_FAKE_JOB_POSTING","760","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_BIN_TEXT_JIGSAW_TOXICITY_3","0.9475003928141204","3","all","AutoGluon-MM 🧴","2026-04-14T03:41:46.000Z","BIN_TEXT_JIGSAW_TOXICITY","896","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_BIN_TEXT_FAKE_JOB_POSTING_1","0.9426912006578948","1","all","AutoGluon-MM 🧴","2026-04-14T03:29:02.000Z","BIN_TEXT_FAKE_JOB_POSTING","664","nlp19.iem.technion.ac.il","finished","30"
"agmm_BIN_TEXT_JIGSAW_TOXICITY_0","0.942681872937726","0","all","AutoGluon-MM 🧴","2026-04-14T03:37:58.000Z","BIN_TEXT_JIGSAW_TOXICITY","587","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_BIN_TEXT_JIGSAW_TOXICITY_2","0.942426543759493","2","all","AutoGluon-MM 🧴","2026-04-14T03:40:28.000Z","BIN_TEXT_JIGSAW_TOXICITY","953","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_BIN_TEXT_JIGSAW_TOXICITY_1","0.9396419281062868","1","all","AutoGluon-MM 🧴","2026-04-14T03:40:14.000Z","BIN_TEXT_JIGSAW_TOXICITY","423","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_GLAUCOMA_SMDG_4","0.938508164476898","4","all","AutoGluon-MM 🧴","2026-04-13T21:07:08.000Z","MUL_IMAGE_GLAUCOMA_SMDG","1622","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_BIN_TEXT_FAKE_JOB_POSTING_4","0.938234257518797","4","all","AutoGluon-MM 🧴","2026-04-14T03:30:18.000Z","BIN_TEXT_FAKE_JOB_POSTING","683","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_BIN_TEXT_FAKE_JOB_POSTING_2","0.932874177631579","2","all","AutoGluon-MM 🧴","2026-04-14T03:29:47.000Z","BIN_TEXT_FAKE_JOB_POSTING","635","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_BABIES_PRICES_1","0.9313322356095448","1","all","AutoGluon-MM 🧴","2026-04-14T05:27:35.000Z","REG_TEXT_BABIES_PRICES","660","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.9286247087990483","2","all","AutoGluon-MM 🧴","2026-04-14T04:14:23.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","445","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_PRODUCT_SENTIMENT_1","0.926964018929084","1","all","AutoGluon-MM 🧴","2026-04-14T04:21:54.000Z","MUL_TEXT_PRODUCT_SENTIMENT","188","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_PRODUCT_SENTIMENT_2","0.926053459484701","2","all","AutoGluon-MM 🧴","2026-04-14T04:22:46.000Z","MUL_TEXT_PRODUCT_SENTIMENT","387","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_SPOTIFY_GENRES_3","0.9231080406842196","3","all","AutoGluon-MM 🧴","2026-04-14T04:33:23.000Z","MUL_TEXT_SPOTIFY_GENRES","977","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_SPOTIFY_GENRES_4","0.9214302241947804","4","all","AutoGluon-MM 🧴","2026-04-14T04:35:24.000Z","MUL_TEXT_SPOTIFY_GENRES","1128","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_SPOTIFY_GENRES_2","0.9212401423300705","2","all","AutoGluon-MM 🧴","2026-04-14T04:30:25.000Z","MUL_TEXT_SPOTIFY_GENRES","706","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.9212368319359474","4","all","AutoGluon-MM 🧴","2026-04-14T04:20:52.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","869","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_PRODUCT_SENTIMENT_4","0.9212104111798866","4","all","AutoGluon-MM 🧴","2026-04-14T04:27:41.000Z","MUL_TEXT_PRODUCT_SENTIMENT","338","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_PRODUCT_SENTIMENT_0","0.9208182103869018","0","all","AutoGluon-MM 🧴","2026-04-14T04:20:56.000Z","MUL_TEXT_PRODUCT_SENTIMENT","397","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.9203529159053276","0","all","AutoGluon-MM 🧴","2026-04-14T04:07:58.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","770","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_SPOTIFY_GENRES_1","0.9199497063089228","1","all","AutoGluon-MM 🧴","2026-04-14T04:29:20.000Z","MUL_TEXT_SPOTIFY_GENRES","1026","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.9182626507484446","3","all","AutoGluon-MM 🧴","2026-04-14T04:15:41.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","799","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9172351842454473","2","all","AutoGluon-MM 🧴","2026-04-14T05:15:24.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","903","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.916766311632726","0","all","AutoGluon-MM 🧴","2026-04-14T05:09:22.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","513","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_BABIES_PRICES_0","0.9156037913193974","0","all","AutoGluon-MM 🧴","2026-04-14T05:21:05.000Z","REG_TEXT_BABIES_PRICES","441","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9137995868934212","1","all","AutoGluon-MM 🧴","2026-04-14T05:14:36.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","382","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CBIS_DDSM_0","0.9131399971717508","0","all","AutoGluon-MM 🧴","2026-04-13T18:41:29.000Z","MUL_IMAGE_CBIS_DDSM","2927","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.9127161739882214","1","all","AutoGluon-MM 🧴","2026-04-14T04:11:20.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","568","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_BIN_IMAGE_CELEB_ATTRACTIVENESS_2","0.9120479733779168","2","all","AutoGluon-MM 🧴","2026-04-13T18:14:45.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","776","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_SPOTIFY_GENRES_0","0.912002798923651","0","all","AutoGluon-MM 🧴","2026-04-14T04:29:05.000Z","MUL_TEXT_SPOTIFY_GENRES","1499","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_BABIES_PRICES_3","0.9109245069803922","3","all","AutoGluon-MM 🧴","2026-04-14T05:30:28.000Z","REG_TEXT_BABIES_PRICES","814","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9101046040879108","3","all","AutoGluon-MM 🧴","2026-04-14T05:18:02.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","739","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_BIN_IMAGE_CELEB_ATTRACTIVENESS_3","0.9096597099865829","3","all","AutoGluon-MM 🧴","2026-04-13T18:56:42.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","1176","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.909003975659213","4","all","AutoGluon-MM 🧴","2026-04-14T05:19:40.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","771","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_BIN_IMAGE_CELEB_ATTRACTIVENESS_4","0.908475083319076","4","all","AutoGluon-MM 🧴","2026-04-13T17:41:50.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","1357","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_BIN_IMAGE_CELEB_ATTRACTIVENESS_0","0.9072719468598888","0","all","AutoGluon-MM 🧴","2026-04-13T18:04:33.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","1261","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_PRODUCT_SENTIMENT_3","0.9049994633295064","3","all","AutoGluon-MM 🧴","2026-04-14T04:25:09.000Z","MUL_TEXT_PRODUCT_SENTIMENT","309","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CBIS_DDSM_4","0.9034103298703202","4","all","AutoGluon-MM 🧴","2026-04-13T19:30:23.000Z","MUL_IMAGE_CBIS_DDSM","3071","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_BIN_IMAGE_CELEB_ATTRACTIVENESS_1","0.903122251671134","1","all","AutoGluon-MM 🧴","2026-04-13T18:08:05.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","1665","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CBIS_DDSM_1","0.8978033388296216","1","all","AutoGluon-MM 🧴","2026-04-13T18:58:02.000Z","MUL_IMAGE_CBIS_DDSM","3021","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CBIS_DDSM_2","0.891942435793116","2","all","AutoGluon-MM 🧴","2026-04-13T19:00:00.000Z","MUL_IMAGE_CBIS_DDSM","3191","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_BABIES_PRICES_2","0.8847044580408693","2","all","AutoGluon-MM 🧴","2026-04-14T05:28:32.000Z","REG_TEXT_BABIES_PRICES","440","nlp19.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_BABIES_PRICES_4","0.8805995071467185","4","all","AutoGluon-MM 🧴","2026-04-14T05:30:33.000Z","REG_TEXT_BABIES_PRICES","511","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_PETFINDER_4","0.8797036462659941","4","all","AutoGluon-MM 🧴","2026-04-13T23:09:28.000Z","MUL_IMAGE_PETFINDER","1707","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CSGO_SKIN_PRICE_4","0.8791369509043927","4","all","AutoGluon-MM 🧴","2026-04-13T20:29:31.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","460","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8781833105335158","3","all","AutoGluon-MM 🧴","2026-04-13T20:27:45.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","337","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_PETFINDER_3","0.8736151122501901","3","all","AutoGluon-MM 🧴","2026-04-13T23:09:26.000Z","MUL_IMAGE_PETFINDER","2189","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_BOOK_READABILITY_4","0.8724259065944628","4","all","AutoGluon-MM 🧴","2026-04-14T05:51:12.000Z","REG_TEXT_BOOK_READABILITY","768","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_BOOK_READABILITY_3","0.8701209609430063","3","all","AutoGluon-MM 🧴","2026-04-14T05:50:20.000Z","REG_TEXT_BOOK_READABILITY","350","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.86912509499924","0","all","AutoGluon-MM 🧴","2026-04-13T20:15:36.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","421","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_PETFINDER_1","0.8685567287155506","1","all","AutoGluon-MM 🧴","2026-04-13T22:43:21.000Z","MUL_IMAGE_PETFINDER","2605","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_PETFINDER_0","0.8662939653279114","0","all","AutoGluon-MM 🧴","2026-04-13T22:36:27.000Z","MUL_IMAGE_PETFINDER","2409","nlp19.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_BOOK_READABILITY_2","0.8625277666075966","2","all","AutoGluon-MM 🧴","2026-04-14T05:46:36.000Z","REG_TEXT_BOOK_READABILITY","806","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.8568423772609819","2","all","AutoGluon-MM 🧴","2026-04-13T20:22:41.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","403","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_PETFINDER_2","0.8562155288275655","2","all","AutoGluon-MM 🧴","2026-04-13T22:46:36.000Z","MUL_IMAGE_PETFINDER","2951","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8531457668338653","1","all","AutoGluon-MM 🧴","2026-04-13T20:21:37.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","362","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_BOOK_READABILITY_0","0.8430396412118756","0","all","AutoGluon-MM 🧴","2026-04-14T05:44:07.000Z","REG_TEXT_BOOK_READABILITY","365","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CHEXPERT_2","0.8404667609215769","2","all","AutoGluon-MM 🧴","2026-04-13T19:53:17.000Z","MUL_IMAGE_CHEXPERT","1232","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CHEXPERT_3","0.8325377367409666","3","all","AutoGluon-MM 🧴","2026-04-13T20:03:57.000Z","MUL_IMAGE_CHEXPERT","1717","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CHEXPERT_1","0.8265632267159543","1","all","AutoGluon-MM 🧴","2026-04-13T19:48:28.000Z","MUL_IMAGE_CHEXPERT","1624","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8258888125419617","2","all","AutoGluon-MM 🧴","2026-04-14T06:30:46.000Z","REG_TEXT_SCIMAGOJR_IMPACT","882","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CHEXPERT_4","0.8230615558428629","4","all","AutoGluon-MM 🧴","2026-04-13T20:13:54.000Z","MUL_IMAGE_CHEXPERT","1371","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8223801138023726","4","all","AutoGluon-MM 🧴","2026-04-14T04:07:54.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","385","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_IMAGE_CHEXPERT_0","0.8220394958254035","0","all","AutoGluon-MM 🧴","2026-04-13T19:34:11.000Z","MUL_IMAGE_CHEXPERT","1780","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8164352774620056","4","all","AutoGluon-MM 🧴","2026-04-14T06:35:58.000Z","REG_TEXT_SCIMAGOJR_IMPACT","1028","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_BOOK_READABILITY_1","0.816143424461626","1","all","AutoGluon-MM 🧴","2026-04-14T05:44:08.000Z","REG_TEXT_BOOK_READABILITY","575","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8131114983432942","2","all","AutoGluon-MM 🧴","2026-04-14T04:01:51.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","825","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8125507005135005","3","all","AutoGluon-MM 🧴","2026-04-14T04:07:37.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","905","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8104082942008972","0","all","AutoGluon-MM 🧴","2026-04-14T06:19:40.000Z","REG_TEXT_SCIMAGOJR_IMPACT","744","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.809595196921182","1","all","AutoGluon-MM 🧴","2026-04-14T04:01:41.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","369","nlp19.iem.technion.ac.il","finished","30"
"agmm_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8083967335277175","0","all","AutoGluon-MM 🧴","2026-04-14T03:58:17.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","779","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_SCIMAGOJR_IMPACT_3","0.7988489866256714","3","all","AutoGluon-MM 🧴","2026-04-14T06:32:11.000Z","REG_TEXT_SCIMAGOJR_IMPACT","1112","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_SCIMAGOJR_IMPACT_1","0.7958350777626038","1","all","AutoGluon-MM 🧴","2026-04-14T06:30:30.000Z","REG_TEXT_SCIMAGOJR_IMPACT","1579","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_ZOMATO_RESTAURANTS_3","0.7943081565234064","3","all","AutoGluon-MM 🧴","2026-04-14T07:32:57.000Z","REG_TEXT_ZOMATO_RESTAURANTS","6486","nlp19.iem.technion.ac.il","finished","30"
"agmm_BIN_IMAGE_HATEFUL_MEME_0","0.7932868080063068","0","all","AutoGluon-MM 🧴","2026-04-13T17:41:53.000Z","BIN_IMAGE_HATEFUL_MEME","1968","nlp-srv2.iem.technion.ac.il","finished","30"
"agmm_REG_TEXT_ZOMATO_RESTAURANTS_0","0.7928408701581693","0","all","AutoGluon-MM 🧴","2026-04-14T07:25:05.000Z","REG_TEXT_ZOMATO_RESTAURANTS","7142","nlp-srv2.iem.technion.ac.il","finished","30"
