"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","Hostname","State","pca_components"
"tabstar_REG_IMAGE_PAINTING_PRICE_0","0.3859779178058841","0","all","TabSTAR ⭐","2026-04-07T03:18:10.000Z","REG_IMAGE_PAINTING_PRICE","1470","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MKPHOTO_BOTS_4","0.32967725719517293","4","ft","TabSTAR ⭐","2026-04-07T02:58:01.000Z","REG_IMAGE_MKPHOTO_BOTS","531","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MKPHOTO_BOTS_4","0.35524032672613837","4","all","TabSTAR ⭐","2026-04-07T02:57:11.000Z","REG_IMAGE_MKPHOTO_BOTS","469","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MKPHOTO_BOTS_3","0.3716034329076986","3","ft","TabSTAR ⭐","2026-04-07T02:47:48.000Z","REG_IMAGE_MKPHOTO_BOTS","561","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MKPHOTO_BOTS_3","0.3013467641772738","3","all","TabSTAR ⭐","2026-04-07T02:46:25.000Z","REG_IMAGE_MKPHOTO_BOTS","332","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MKPHOTO_BOTS_2","0.33791194863957563","2","ft","TabSTAR ⭐","2026-04-07T02:36:39.000Z","REG_IMAGE_MKPHOTO_BOTS","426","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MKPHOTO_BOTS_2","0.3256934055364956","2","all","TabSTAR ⭐","2026-04-07T02:35:32.000Z","REG_IMAGE_MKPHOTO_BOTS","596","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MKPHOTO_BOTS_0","0.3372606197849697","0","ft","TabSTAR ⭐","2026-04-07T02:20:12.000Z","REG_IMAGE_MKPHOTO_BOTS","742","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MKPHOTO_BOTS_0","0.2925724767918537","0","all","TabSTAR ⭐","2026-04-07T02:19:30.000Z","REG_IMAGE_MKPHOTO_BOTS","350","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MANGO_MASS_4","0.6702213764724606","4","ft","TabSTAR ⭐","2026-04-07T02:17:51.000Z","REG_IMAGE_MANGO_MASS","137","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MANGO_MASS_3","0.671394601248317","3","ft","TabSTAR ⭐","2026-04-07T02:16:00.000Z","REG_IMAGE_MANGO_MASS","127","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MANGO_MASS_3","0.5082215624761737","3","all","TabSTAR ⭐","2026-04-07T02:15:34.000Z","REG_IMAGE_MANGO_MASS","54","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MANGO_MASS_1","0.6274892635466094","1","ft","TabSTAR ⭐","2026-04-07T02:13:23.000Z","REG_IMAGE_MANGO_MASS","104","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MANGO_MASS_1","0.4572045263516974","1","all","TabSTAR ⭐","2026-04-07T02:13:17.000Z","REG_IMAGE_MANGO_MASS","39","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MANGO_MASS_0","0.6815114029878087","0","ft","TabSTAR ⭐","2026-04-07T02:09:59.000Z","REG_IMAGE_MANGO_MASS","173","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MANGO_MASS_0","0.46771363564476975","0","all","TabSTAR ⭐","2026-04-07T02:09:11.000Z","REG_IMAGE_MANGO_MASS","43","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_LETTERBOXD_MOVIES_4","0.4791511125600383","4","ft","TabSTAR ⭐","2026-04-07T02:05:07.000Z","REG_IMAGE_LETTERBOXD_MOVIES","526","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_LETTERBOXD_MOVIES_4","0.4572774915838037","4","all","TabSTAR ⭐","2026-04-07T02:04:08.000Z","REG_IMAGE_LETTERBOXD_MOVIES","441","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_LETTERBOXD_MOVIES_3","0.4849242830123106","3","ft","TabSTAR ⭐","2026-04-07T01:48:12.000Z","REG_IMAGE_LETTERBOXD_MOVIES","448","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_LETTERBOXD_MOVIES_3","0.49033803190403746","3","all","TabSTAR ⭐","2026-04-07T01:46:35.000Z","REG_IMAGE_LETTERBOXD_MOVIES","445","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_LETTERBOXD_MOVIES_2","0.4101235879626063","2","ft","TabSTAR ⭐","2026-04-07T01:35:02.000Z","REG_IMAGE_LETTERBOXD_MOVIES","621","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_LETTERBOXD_MOVIES_2","0.40061530520479927","2","all","TabSTAR ⭐","2026-04-07T01:33:28.000Z","REG_IMAGE_LETTERBOXD_MOVIES","501","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_LETTERBOXD_MOVIES_1","0.4166311637965615","1","ft","TabSTAR ⭐","2026-04-07T01:23:08.000Z","REG_IMAGE_LETTERBOXD_MOVIES","513","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_LETTERBOXD_MOVIES_1","0.40696227477687585","1","all","TabSTAR ⭐","2026-04-07T01:23:01.000Z","REG_IMAGE_LETTERBOXD_MOVIES","348","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_LETTERBOXD_MOVIES_0","0.4789719920663166","0","ft","TabSTAR ⭐","2026-04-07T01:13:22.000Z","REG_IMAGE_LETTERBOXD_MOVIES","576","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_LETTERBOXD_MOVIES_0","0.4683265617907715","0","all","TabSTAR ⭐","2026-04-07T01:11:42.000Z","REG_IMAGE_LETTERBOXD_MOVIES","399","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_KHAADI_CLOTHES_4","0.7771922945976257","4","ft","TabSTAR ⭐","2026-04-07T01:06:25.000Z","REG_IMAGE_KHAADI_CLOTHES","141","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_KHAADI_CLOTHES_4","0.5663007497787476","4","all","TabSTAR ⭐","2026-04-07T01:05:52.000Z","REG_IMAGE_KHAADI_CLOTHES","66","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_KHAADI_CLOTHES_3","-0.7040553092956543","3","ft","TabSTAR ⭐","2026-04-07T01:03:52.000Z","REG_IMAGE_KHAADI_CLOTHES","117","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_KHAADI_CLOTHES_3","-0.4897831678390503","3","all","TabSTAR ⭐","2026-04-07T01:02:59.000Z","REG_IMAGE_KHAADI_CLOTHES","49","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_KHAADI_CLOTHES_2","0.6330775022506714","2","ft","TabSTAR ⭐","2026-04-07T01:00:59.000Z","REG_IMAGE_KHAADI_CLOTHES","114","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_KHAADI_CLOTHES_1","0.6273330450057983","1","ft","TabSTAR ⭐","2026-04-07T00:58:55.000Z","REG_IMAGE_KHAADI_CLOTHES","107","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_KHAADI_CLOTHES_1","0.46394872665405273","1","all","TabSTAR ⭐","2026-04-07T00:58:42.000Z","REG_IMAGE_KHAADI_CLOTHES","62","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_KHAADI_CLOTHES_0","0.8061206340789795","0","ft","TabSTAR ⭐","2026-04-07T00:55:59.000Z","REG_IMAGE_KHAADI_CLOTHES","119","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_KHAADI_CLOTHES_0","0.8153694868087769","0","all","TabSTAR ⭐","2026-04-07T00:55:25.000Z","REG_IMAGE_KHAADI_CLOTHES","67","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_HNM_FASHION_4","0.29112203204671405","4","ft","TabSTAR ⭐","2026-04-07T00:47:49.000Z","REG_IMAGE_HNM_FASHION","626","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_HNM_FASHION_4","0.269914198304506","4","all","TabSTAR ⭐","2026-04-07T00:46:30.000Z","REG_IMAGE_HNM_FASHION","563","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_HNM_FASHION_3","0.26172904724978796","3","ft","TabSTAR ⭐","2026-04-07T00:34:57.000Z","REG_IMAGE_HNM_FASHION","638","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_HNM_FASHION_3","0.24452268165068336","3","all","TabSTAR ⭐","2026-04-07T00:34:19.000Z","REG_IMAGE_HNM_FASHION","523","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_HNM_FASHION_2","0.20704647858192493","2","ft","TabSTAR ⭐","2026-04-07T00:21:54.000Z","REG_IMAGE_HNM_FASHION","779","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_HNM_FASHION_2","0.23449888873322225","2","all","TabSTAR ⭐","2026-04-07T00:20:29.000Z","REG_IMAGE_HNM_FASHION","623","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_HNM_FASHION_1","0.25587894169770287","1","ft","TabSTAR ⭐","2026-04-07T00:05:26.000Z","REG_IMAGE_HNM_FASHION","694","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_HNM_FASHION_1","0.2683455948369343","1","all","TabSTAR ⭐","2026-04-07T00:04:49.000Z","REG_IMAGE_HNM_FASHION","729","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_HNM_FASHION_0","0.24325611129429403","0","ft","TabSTAR ⭐","2026-04-06T23:51:57.000Z","REG_IMAGE_HNM_FASHION","687","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_HNM_FASHION_0","0.2477795893014693","0","all","TabSTAR ⭐","2026-04-06T23:50:53.000Z","REG_IMAGE_HNM_FASHION","628","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_AMAZON_PACKAGES_4","0.5936221919476058","4","ft","TabSTAR ⭐","2026-04-06T23:37:44.000Z","REG_IMAGE_AMAZON_PACKAGES","752","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_AMAZON_PACKAGES_4","0.5881633913278411","4","all","TabSTAR ⭐","2026-04-06T23:36:47.000Z","REG_IMAGE_AMAZON_PACKAGES","637","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_AMAZON_PACKAGES_3","0.6071231135105899","3","ft","TabSTAR ⭐","2026-04-06T23:08:38.000Z","REG_IMAGE_AMAZON_PACKAGES","1307","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_AMAZON_PACKAGES_3","0.5841953935534328","3","all","TabSTAR ⭐","2026-04-06T23:07:39.000Z","REG_IMAGE_AMAZON_PACKAGES","838","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_AMAZON_PACKAGES_2","0.6593051399798542","2","ft","TabSTAR ⭐","2026-04-06T22:50:00.000Z","REG_IMAGE_AMAZON_PACKAGES","1010","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_AMAZON_PACKAGES_2","0.593948157650775","2","all","TabSTAR ⭐","2026-04-06T22:47:20.000Z","REG_IMAGE_AMAZON_PACKAGES","766","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_AMAZON_PACKAGES_1","0.5553148540116283","1","ft","TabSTAR ⭐","2026-04-06T22:34:45.000Z","REG_IMAGE_AMAZON_PACKAGES","750","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_AMAZON_PACKAGES_1","0.5194701265632302","1","all","TabSTAR ⭐","2026-04-06T22:31:44.000Z","REG_IMAGE_AMAZON_PACKAGES","808","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_AMAZON_PACKAGES_0","0.6464059046777848","0","ft","TabSTAR ⭐","2026-04-06T22:13:23.000Z","REG_IMAGE_AMAZON_PACKAGES","1093","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_AMAZON_PACKAGES_0","0.6066338799550317","0","all","TabSTAR ⭐","2026-04-06T22:12:33.000Z","REG_IMAGE_AMAZON_PACKAGES","831","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_4","0.9837582168521508","4","ft","TabSTAR ⭐","2026-04-06T21:15:19.000Z","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","568","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_4","0.98161015353805","4","all","TabSTAR ⭐","2026-04-06T21:14:58.000Z","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","952","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_3","0.98354934621221","3","ft","TabSTAR ⭐","2026-04-06T21:03:14.000Z","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","698","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_3","0.9787638342382056","3","all","TabSTAR ⭐","2026-04-06T21:03:01.000Z","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","623","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_2","0.982240093924425","2","ft","TabSTAR ⭐","2026-04-06T20:51:42.000Z","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","676","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_2","0.9830715842844994","2","all","TabSTAR ⭐","2026-04-06T20:48:00.000Z","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","642","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MKPHOTO_BOTS_1","0.36849133893572406","1","ft","TabSTAR ⭐","2026-04-06T20:45:02.000Z","REG_IMAGE_MKPHOTO_BOTS","574","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MKPHOTO_BOTS_1","0.34296468493755206","1","all","TabSTAR ⭐","2026-04-06T20:44:39.000Z","REG_IMAGE_MKPHOTO_BOTS","417","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MANGO_MASS_4","0.5810740453786996","4","all","TabSTAR ⭐","2026-04-06T20:40:21.000Z","REG_IMAGE_MANGO_MASS","44","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MANGO_MASS_2","0.5753148725623785","2","ft","TabSTAR ⭐","2026-04-06T20:38:31.000Z","REG_IMAGE_MANGO_MASS","104","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_MANGO_MASS_2","0.4181263679465272","2","all","TabSTAR ⭐","2026-04-06T20:38:24.000Z","REG_IMAGE_MANGO_MASS","46","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_REG_IMAGE_KHAADI_CLOTHES_2","0.8207070231437683","2","all","TabSTAR ⭐","2026-04-06T20:29:51.000Z","REG_IMAGE_KHAADI_CLOTHES","80","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_1","0.9835036051525272","1","ft","TabSTAR ⭐","2026-04-06T20:17:40.000Z","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","589","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_1","0.9806190656139624","1","all","TabSTAR ⭐","2026-04-06T20:16:50.000Z","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","894","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_0","0.9844810251317628","0","ft","TabSTAR ⭐","2026-04-06T20:05:11.000Z","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","697","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_0","0.9832930757463784","0","all","TabSTAR ⭐","2026-04-06T20:04:03.000Z","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","1011","nlp20.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_PETFINDER_4","0.8567249533101144","4","ft","TabSTAR ⭐","2026-04-06T19:41:03.000Z","MUL_IMAGE_PETFINDER","2019","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_PETFINDER_4","0.8536217973923917","4","all","TabSTAR ⭐","2026-04-06T19:36:06.000Z","MUL_IMAGE_PETFINDER","1910","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_PETFINDER_3","0.8607452103431003","3","ft","TabSTAR ⭐","2026-04-06T19:12:19.000Z","MUL_IMAGE_PETFINDER","2313","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_PETFINDER_3","0.864749456003032","3","all","TabSTAR ⭐","2026-04-06T19:07:45.000Z","MUL_IMAGE_PETFINDER","1566","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_HUBMAP_HPA_4","0.964433232167386","4","ft","TabSTAR ⭐","2026-04-06T18:43:17.000Z","MUL_IMAGE_HUBMAP_HPA","4235","nlp20.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_HUBMAP_HPA_4","0.9577843828009248","4","all","TabSTAR ⭐","2026-04-06T18:27:25.000Z","MUL_IMAGE_HUBMAP_HPA","2981","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_PETFINDER_2","0.8609999267537211","2","ft","TabSTAR ⭐","2026-04-06T18:20:42.000Z","MUL_IMAGE_PETFINDER","1821","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_PETFINDER_2","0.8646632212511608","2","all","TabSTAR ⭐","2026-04-06T18:15:57.000Z","MUL_IMAGE_PETFINDER","1683","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_PETFINDER_1","0.8502169121652207","1","ft","TabSTAR ⭐","2026-04-06T17:49:15.000Z","MUL_IMAGE_PETFINDER","2282","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_PETFINDER_1","0.868496585762364","1","all","TabSTAR ⭐","2026-04-06T17:43:59.000Z","MUL_IMAGE_PETFINDER","1399","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_PETFINDER_0","0.8494192527867019","0","ft","TabSTAR ⭐","2026-04-06T17:30:07.000Z","MUL_IMAGE_PETFINDER","1965","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_PETFINDER_0","0.8460433892038436","0","all","TabSTAR ⭐","2026-04-06T17:28:43.000Z","MUL_IMAGE_PETFINDER","4470","nlp20.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_JUSTIN_INSTAGRAM_4","0.9623116425909016","4","ft","TabSTAR ⭐","2026-04-06T17:14:18.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","1018","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_JUSTIN_INSTAGRAM_4","0.9582314640312404","4","all","TabSTAR ⭐","2026-04-06T17:12:05.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","697","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_JUSTIN_INSTAGRAM_3","0.9686476087594488","3","ft","TabSTAR ⭐","2026-04-06T16:55:38.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","1116","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_JUSTIN_INSTAGRAM_3","0.9318326600641198","3","all","TabSTAR ⭐","2026-04-06T16:51:50.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","729","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_JUSTIN_INSTAGRAM_2","0.9695411817799168","2","ft","TabSTAR ⭐","2026-04-06T16:36:11.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","1543","nlp20.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_JUSTIN_INSTAGRAM_2","0.9502559160822583","2","all","TabSTAR ⭐","2026-04-06T16:33:28.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","794","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_JUSTIN_INSTAGRAM_1","0.9512377783537832","1","ft","TabSTAR ⭐","2026-04-06T16:16:37.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","1008","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_JUSTIN_INSTAGRAM_1","0.9367264231644288","1","all","TabSTAR ⭐","2026-04-06T16:16:02.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","843","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_JUSTIN_INSTAGRAM_0","0.9716891147589132","0","ft","TabSTAR ⭐","2026-04-06T15:57:01.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","1134","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_JUSTIN_INSTAGRAM_0","0.9410955330408132","0","all","TabSTAR ⭐","2026-04-06T15:55:20.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","928","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_HUBMAP_HPA_3","0.9646624855255702","3","ft","TabSTAR ⭐","2026-04-06T14:06:08.000Z","MUL_IMAGE_HUBMAP_HPA","3075","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_HUBMAP_HPA_3","0.9568719914790474","3","all","TabSTAR ⭐","2026-04-06T13:58:13.000Z","MUL_IMAGE_HUBMAP_HPA","2175","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_HUBMAP_HPA_2","0.9673843417668264","2","ft","TabSTAR ⭐","2026-04-06T13:40:44.000Z","MUL_IMAGE_HUBMAP_HPA","2136","nlp-srv2.iem.technion.ac.il","finished",""
"tabstar_MUL_IMAGE_HUBMAP_HPA_2","0.9603545992038146","2","all","TabSTAR ⭐","2026-04-06T13:37:01.000Z","MUL_IMAGE_HUBMAP_HPA","5068","nlp20.iem.technion.ac.il","finished",""
