"Name","dataset_name","test_score","model","multimodal_state","fold","Created","Runtime","State","metrics_dict.metrics.auc","metrics_dict.metrics.logloss"
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.4664846643833427","TabPFN-v2p5 🇩🇪","non_txt","3","2026-04-10T03:01:48.000Z","168","finished","",""
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.22320582865693803","TabPFN-v2p5 🇩🇪","txt","3","2026-04-10T02:58:02.000Z","219","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.5006048738761364","TabPFN-v2 🤯","ft-img-ft-txt","3","2026-04-10T02:54:14.000Z","3055","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.5052764769937731","TabPFN-v2 🤯","ft-txt","3","2026-04-10T02:53:40.000Z","1418","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.46205503576228546","TabPFN-v2 🤯","non_txt","3","2026-04-10T02:52:02.000Z","124","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.2168735029301514","TabPFN-v2 🤯","txt","3","2026-04-10T02:51:52.000Z","229","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.49050440319000144","TabM Ⓜ️","ft-img-ft-txt","3","2026-04-10T02:50:20.000Z","2068","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.49270099717790217","TabM Ⓜ️","ft-txt","3","2026-04-10T02:49:37.000Z","2980","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.4458019846355342","TabM Ⓜ️","non_txt","3","2026-04-10T02:47:53.000Z","99","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.22013087025265063","TabM Ⓜ️","txt","3","2026-04-10T02:46:40.000Z","215","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.479852790424962","CatBoost 😸","ft-img-ft-txt","3","2026-04-10T02:42:51.000Z","1738","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.47364775019032257","CatBoost 😸","ft-txt","3","2026-04-10T02:42:05.000Z","1618","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.4318150658317528","CatBoost 😸","non_txt","3","2026-04-10T02:40:03.000Z","163","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.21367479731789984","CatBoost 😸","txt","3","2026-04-10T02:36:23.000Z","217","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.4575936347491292","LightGBM 💡","ft-img-ft-txt","3","2026-04-10T02:32:47.000Z","3087","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.47101488090589594","LightGBM 💡","ft-txt","3","2026-04-10T02:31:19.000Z","1659","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.4285021163772406","LightGBM 💡","non_txt","3","2026-04-10T02:31:13.000Z","88","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_3","REG_IMAGE_LETTERBOXD_MOVIES","0.1985746935427961","LightGBM 💡","txt","3","2026-04-10T02:29:46.000Z","199","finished","",""
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.45267456779193493","TabPFN-v2p5 🇩🇪","ft-img-ft-txt","2","2026-04-10T02:29:24.000Z","1710","finished","",""
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.4562944485670106","TabPFN-v2p5 🇩🇪","ft-txt","2","2026-04-10T02:26:54.000Z","1576","finished","",""
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.416412924686573","TabPFN-v2p5 🇩🇪","non_txt","2","2026-04-10T02:26:53.000Z","167","finished","",""
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.1932393517752292","TabPFN-v2p5 🇩🇪","txt","2","2026-04-10T02:25:33.000Z","334","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.4361932513578294","TabPFN-v2 🤯","ft-img-ft-txt","2","2026-04-10T02:24:51.000Z","1722","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.44133415016346567","TabPFN-v2 🤯","ft-txt","2","2026-04-10T02:24:00.000Z","1664","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.41152209474708445","TabPFN-v2 🤯","non_txt","2","2026-04-10T02:23:56.000Z","173","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.1827445640402554","TabPFN-v2 🤯","txt","2","2026-04-10T02:20:00.000Z","228","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.44303383988216893","TabM Ⓜ️","ft-img-ft-txt","2","2026-04-10T02:17:54.000Z","1616","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.4427227396196568","TabM Ⓜ️","ft-txt","2","2026-04-10T02:16:44.000Z","1513","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.3971750069468293","TabM Ⓜ️","non_txt","2","2026-04-10T02:14:01.000Z","156","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.17969379766001423","TabM Ⓜ️","txt","2","2026-04-10T02:10:33.000Z","204","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.4358977120584201","CatBoost 😸","ft-img-ft-txt","2","2026-04-10T02:10:29.000Z","2168","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.4229526998523672","CatBoost 😸","ft-txt","2","2026-04-10T02:10:04.000Z","1571","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.3911920204849342","CatBoost 😸","non_txt","2","2026-04-10T02:08:59.000Z","84","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.17660684381351843","CatBoost 😸","txt","2","2026-04-10T02:06:19.000Z","221","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.4210694539113867","LightGBM 💡","ft-img-ft-txt","2","2026-04-10T02:04:32.000Z","1600","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.4154915067006226","LightGBM 💡","ft-txt","2","2026-04-10T02:04:16.000Z","1504","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.3757072108921294","LightGBM 💡","non_txt","2","2026-04-10T02:01:55.000Z","150","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_2","REG_IMAGE_LETTERBOXD_MOVIES","0.1538072364967591","LightGBM 💡","txt","2","2026-04-10T02:00:07.000Z","240","finished","",""
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.4411411991412677","TabPFN-v2p5 🇩🇪","ft-img-ft-txt","1","2026-04-10T01:59:45.000Z","1623","finished","",""
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.44643267843363177","TabPFN-v2p5 🇩🇪","ft-txt","1","2026-04-10T01:57:42.000Z","1573","finished","",""
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.4102201295412149","TabPFN-v2p5 🇩🇪","non_txt","1","2026-04-10T01:57:18.000Z","269","finished","",""
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.17646837843394325","TabPFN-v2p5 🇩🇪","txt","1","2026-04-10T01:56:22.000Z","218","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.4288966181226456","TabPFN-v2 🤯","ft-img-ft-txt","1","2026-04-10T01:56:18.000Z","1706","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.4267344599485477","TabPFN-v2 🤯","ft-txt","1","2026-04-10T01:54:52.000Z","1503","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.39444627135229193","TabPFN-v2 🤯","non_txt","1","2026-04-10T01:54:13.000Z","178","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.16803601147548175","TabPFN-v2 🤯","txt","1","2026-04-10T01:52:27.000Z","228","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.4395158238071392","TabM Ⓜ️","ft-img-ft-txt","1","2026-04-10T01:50:20.000Z","1799","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.4374622992007563","TabM Ⓜ️","ft-txt","1","2026-04-10T01:50:07.000Z","1662","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.404616887149997","TabM Ⓜ️","non_txt","1","2026-04-10T01:47:38.000Z","155","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.16684043507455282","TabM Ⓜ️","txt","1","2026-04-10T01:44:09.000Z","203","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.4248889096873082","CatBoost 😸","ft-img-ft-txt","1","2026-04-10T01:40:15.000Z","1812","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.41374337174795817","CatBoost 😸","ft-txt","1","2026-04-10T01:39:36.000Z","4092","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.3870134357291979","CatBoost 😸","non_txt","1","2026-04-10T01:37:41.000Z","107","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.16398643545301397","CatBoost 😸","txt","1","2026-04-10T01:36:30.000Z","219","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.40873230386633375","LightGBM 💡","ft-img-ft-txt","1","2026-04-10T01:36:22.000Z","1789","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.41879816625512856","LightGBM 💡","ft-txt","1","2026-04-10T01:36:18.000Z","1669","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.38611610713587674","LightGBM 💡","non_txt","1","2026-04-10T01:33:25.000Z","167","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_1","REG_IMAGE_LETTERBOXD_MOVIES","0.1367802624091069","LightGBM 💡","txt","1","2026-04-10T01:32:57.000Z","198","finished","",""
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.5179536342761921","TabPFN-v2p5 🇩🇪","ft-img-ft-txt","0","2026-04-10T01:32:16.000Z","4781","finished","",""
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.5152175170309559","TabPFN-v2p5 🇩🇪","ft-txt","0","2026-04-10T01:30:40.000Z","1742","finished","",""
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.4606111666244288","TabPFN-v2p5 🇩🇪","non_txt","0","2026-04-10T01:30:27.000Z","171","finished","",""
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.18484373859065817","TabPFN-v2p5 🇩🇪","txt","0","2026-04-10T01:26:55.000Z","218","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.5038384357723371","TabPFN-v2 🤯","ft-img-ft-txt","0","2026-04-10T01:26:46.000Z","2530","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.49372932236452594","TabPFN-v2 🤯","ft-txt","0","2026-04-10T01:26:05.000Z","1810","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.4549850987301922","TabPFN-v2 🤯","non_txt","0","2026-04-10T01:25:11.000Z","92","finished","",""
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.1817460218095791","TabPFN-v2 🤯","txt","0","2026-04-10T01:24:42.000Z","228","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.48681866785881633","TabM Ⓜ️","ft-img-ft-txt","0","2026-04-10T01:22:32.000Z","2106","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.4897439872656315","TabM Ⓜ️","ft-txt","0","2026-04-10T01:22:02.000Z","1967","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.4464878377663095","TabM Ⓜ️","non_txt","0","2026-04-10T01:21:43.000Z","256","finished","",""
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.17647619485334387","TabM Ⓜ️","txt","0","2026-04-10T01:21:31.000Z","214","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.45817522819057255","CatBoost 😸","ft-img-ft-txt","0","2026-04-10T01:19:08.000Z","2098","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.4500688511903813","CatBoost 😸","ft-txt","0","2026-04-10T01:19:07.000Z","1994","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.4454055343989838","CatBoost 😸","non_txt","0","2026-04-10T01:19:04.000Z","175","finished","",""
"cat_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.1700476958474022","CatBoost 😸","txt","0","2026-04-10T01:18:09.000Z","208","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.4681176666089546","LightGBM 💡","ft-img-ft-txt","0","2026-04-10T01:17:59.000Z","2086","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.4516020117619185","LightGBM 💡","ft-txt","0","2026-04-10T01:17:13.000Z","1968","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.4372704705017205","LightGBM 💡","non_txt","0","2026-04-10T01:16:04.000Z","177","finished","",""
"light_REG_IMAGE_LETTERBOXD_MOVIES_0","REG_IMAGE_LETTERBOXD_MOVIES","0.16227481812774702","LightGBM 💡","txt","0","2026-04-10T01:15:27.000Z","217","finished","",""
