"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","e5_model"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_1","0.6180413957995576","1","all","TabPFN-v2p5 🇩🇪","2026-04-08T16:39:14.000Z","REG_TEXT_ROTTEN_TOMATOES","3414","e5-large"
"tabm_REG_TEXT_ROTTEN_TOMATOES_1","0.6225432019028785","1","ft","TabM Ⓜ️","2026-04-08T16:21:41.000Z","REG_TEXT_ROTTEN_TOMATOES","15002","e5-large"
"tabm_REG_TEXT_ROTTEN_TOMATOES_1","0.6069977871961989","1","all","TabM Ⓜ️","2026-04-08T16:12:31.000Z","REG_TEXT_ROTTEN_TOMATOES","3347","e5-large"
"cat_REG_TEXT_ROTTEN_TOMATOES_1","0.618142071054617","1","ft","CatBoost 😸","2026-04-08T16:10:39.000Z","REG_TEXT_ROTTEN_TOMATOES","14946","e5-large"
"cat_REG_TEXT_ROTTEN_TOMATOES_1","0.5834182379112405","1","all","CatBoost 😸","2026-04-08T16:10:35.000Z","REG_TEXT_ROTTEN_TOMATOES","3384","e5-large"
"light_REG_TEXT_ROTTEN_TOMATOES_1","0.6049105472202493","1","ft","LightGBM 💡","2026-04-08T16:09:36.000Z","REG_TEXT_ROTTEN_TOMATOES","14882","e5-large"
"light_REG_TEXT_ROTTEN_TOMATOES_1","0.5833740175200073","1","all","LightGBM 💡","2026-04-08T16:04:37.000Z","REG_TEXT_ROTTEN_TOMATOES","3227","e5-large"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_0","0.5991385944914445","0","ft","TabPFN-v2 🤯","2026-04-08T16:01:50.000Z","REG_TEXT_ROTTEN_TOMATOES","16503","e5-large"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_0","0.5658012902307621","0","all","TabPFN-v2 🤯","2026-04-08T16:01:42.000Z","REG_TEXT_ROTTEN_TOMATOES","3418","e5-large"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_0","0.6166188850165004","0","ft","TabPFN-v2p5 🇩🇪","2026-04-08T16:01:37.000Z","REG_TEXT_ROTTEN_TOMATOES","16426","e5-large"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_0","0.5983257687378014","0","all","TabPFN-v2p5 🇩🇪","2026-04-08T15:53:35.000Z","REG_TEXT_ROTTEN_TOMATOES","3394","e5-large"
"tabm_REG_TEXT_ROTTEN_TOMATOES_0","0.5721584486000786","0","ft","TabM Ⓜ️","2026-04-08T15:42:20.000Z","REG_TEXT_ROTTEN_TOMATOES","16533","e5-large"
"tabm_REG_TEXT_ROTTEN_TOMATOES_0","0.5569519825073568","0","all","TabM Ⓜ️","2026-04-08T15:24:18.000Z","REG_TEXT_ROTTEN_TOMATOES","3343","e5-large"
"cat_REG_TEXT_ROTTEN_TOMATOES_0","0.5746207561450491","0","ft","CatBoost 😸","2026-04-08T15:20:52.000Z","REG_TEXT_ROTTEN_TOMATOES","16663","e5-large"
"cat_REG_TEXT_ROTTEN_TOMATOES_0","0.5432530077431138","0","all","CatBoost 😸","2026-04-08T15:13:07.000Z","REG_TEXT_ROTTEN_TOMATOES","3383","e5-large"
"light_REG_TEXT_ROTTEN_TOMATOES_0","0.5573373382128244","0","ft","LightGBM 💡","2026-04-08T15:10:19.000Z","REG_TEXT_ROTTEN_TOMATOES","16697","e5-large"
"light_REG_TEXT_ROTTEN_TOMATOES_0","0.5404633899280824","0","all","LightGBM 💡","2026-04-08T15:07:59.000Z","REG_TEXT_ROTTEN_TOMATOES","3213","e5-large"
