"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","e5_model"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_4","0.5165020222457183","4","ft","TabM Ⓜ️","2026-04-07T03:30:02.000Z","REG_TEXT_MERCARI_MARKETPLACE","15673","e5-large"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_4","0.4870035089526882","4","all","TabM Ⓜ️","2026-04-07T03:29:56.000Z","REG_TEXT_MERCARI_MARKETPLACE","2421","e5-large"
"cat_REG_TEXT_MERCARI_MARKETPLACE_4","0.4674471739015989","4","all","CatBoost 😸","2026-04-07T03:29:36.000Z","REG_TEXT_MERCARI_MARKETPLACE","2429","e5-large"
"light_REG_TEXT_MERCARI_MARKETPLACE_4","0.4765884580663616","4","ft","LightGBM 💡","2026-04-07T03:29:31.000Z","REG_TEXT_MERCARI_MARKETPLACE","15721","e5-large"
"light_REG_TEXT_MERCARI_MARKETPLACE_4","0.4562499605657918","4","all","LightGBM 💡","2026-04-07T03:29:24.000Z","REG_TEXT_MERCARI_MARKETPLACE","2423","e5-large"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_3","0.44603341569651345","3","ft","TabPFN-v2 🤯","2026-04-07T03:27:51.000Z","REG_TEXT_MERCARI_MARKETPLACE","15927","e5-large"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_3","0.4101539420568684","3","all","TabPFN-v2 🤯","2026-04-07T03:27:45.000Z","REG_TEXT_MERCARI_MARKETPLACE","2559","e5-large"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_3","0.4671461159596476","3","ft","TabPFN-v2p5 🇩🇪","2026-04-07T03:20:17.000Z","REG_TEXT_MERCARI_MARKETPLACE","15834","e5-large"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_3","0.462392396288141","3","all","TabPFN-v2p5 🇩🇪","2026-04-07T03:19:26.000Z","REG_TEXT_MERCARI_MARKETPLACE","2612","e5-large"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_3","0.4586082990288992","3","ft","TabM Ⓜ️","2026-04-07T03:19:09.000Z","REG_TEXT_MERCARI_MARKETPLACE","10830","e5-large"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_3","0.4224391919940842","3","all","TabM Ⓜ️","2026-04-07T03:18:25.000Z","REG_TEXT_MERCARI_MARKETPLACE","2417","e5-large"
"cat_REG_TEXT_MERCARI_MARKETPLACE_3","0.45422776226391137","3","ft","CatBoost 😸","2026-04-07T03:16:32.000Z","REG_TEXT_MERCARI_MARKETPLACE","10859","e5-large"
"cat_REG_TEXT_MERCARI_MARKETPLACE_3","0.4167879809099776","3","all","CatBoost 😸","2026-04-07T03:16:05.000Z","REG_TEXT_MERCARI_MARKETPLACE","2437","e5-large"
"light_REG_TEXT_MERCARI_MARKETPLACE_3","0.38602365986526954","3","all","LightGBM 💡","2026-04-07T03:12:50.000Z","REG_TEXT_MERCARI_MARKETPLACE","2415","e5-large"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_2","0.49066581733735826","2","ft","TabPFN-v2 🤯","2026-04-07T03:11:34.000Z","REG_TEXT_MERCARI_MARKETPLACE","14689","e5-large"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_2","0.44892559364735607","2","all","TabPFN-v2 🤯","2026-04-07T03:08:53.000Z","REG_TEXT_MERCARI_MARKETPLACE","2648","e5-large"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_2","0.5275586844384406","2","ft","TabPFN-v2p5 🇩🇪","2026-04-07T03:02:19.000Z","REG_TEXT_MERCARI_MARKETPLACE","14508","e5-large"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_2","0.5003470542646322","2","all","TabPFN-v2p5 🇩🇪","2026-04-07T02:57:20.000Z","REG_TEXT_MERCARI_MARKETPLACE","2617","e5-large"
"cat_REG_TEXT_MERCARI_MARKETPLACE_2","0.4774221203565657","2","all","CatBoost 😸","2026-04-07T02:56:07.000Z","REG_TEXT_MERCARI_MARKETPLACE","2435","e5-large"
"light_REG_TEXT_MERCARI_MARKETPLACE_2","0.4807376114549534","2","ft","LightGBM 💡","2026-04-07T02:55:46.000Z","REG_TEXT_MERCARI_MARKETPLACE","10834","e5-large"
"light_REG_TEXT_MERCARI_MARKETPLACE_2","0.4366666969495884","2","all","LightGBM 💡","2026-04-07T02:47:31.000Z","REG_TEXT_MERCARI_MARKETPLACE","2408","e5-large"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_1","0.41538710866746453","1","ft","TabPFN-v2 🤯","2026-04-07T02:46:27.000Z","REG_TEXT_MERCARI_MARKETPLACE","11928","e5-large"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_1","0.41359401944563734","1","all","TabPFN-v2 🤯","2026-04-07T02:46:19.000Z","REG_TEXT_MERCARI_MARKETPLACE","2660","e5-large"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_1","0.45463383852270367","1","ft","TabPFN-v2p5 🇩🇪","2026-04-07T02:41:03.000Z","REG_TEXT_MERCARI_MARKETPLACE","11873","e5-large"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_1","0.4636809425712391","1","all","TabPFN-v2p5 🇩🇪","2026-04-07T02:35:50.000Z","REG_TEXT_MERCARI_MARKETPLACE","2551","e5-large"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_1","0.4450477306721968","1","ft","TabM Ⓜ️","2026-04-07T02:35:35.000Z","REG_TEXT_MERCARI_MARKETPLACE","13241","e5-large"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_1","0.4390773286365949","1","all","TabM Ⓜ️","2026-04-07T02:29:56.000Z","REG_TEXT_MERCARI_MARKETPLACE","2495","e5-large"
"cat_REG_TEXT_MERCARI_MARKETPLACE_1","0.4300955921099546","1","ft","CatBoost 😸","2026-04-07T02:17:10.000Z","REG_TEXT_MERCARI_MARKETPLACE","12066","e5-large"
"cat_REG_TEXT_MERCARI_MARKETPLACE_1","0.41989385085414765","1","all","CatBoost 😸","2026-04-07T02:15:28.000Z","REG_TEXT_MERCARI_MARKETPLACE","2434","e5-large"
"light_REG_TEXT_MERCARI_MARKETPLACE_1","0.3890349403935952","1","all","LightGBM 💡","2026-04-07T02:15:27.000Z","REG_TEXT_MERCARI_MARKETPLACE","2414","e5-large"
"light_REG_TEXT_MERCARI_MARKETPLACE_1","0.40953826150417183","1","ft","LightGBM 💡","2026-04-07T02:15:27.000Z","REG_TEXT_MERCARI_MARKETPLACE","13156","e5-large"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_0","0.46952250649888416","0","all","TabPFN-v2p5 🇩🇪","2026-04-07T02:13:16.000Z","REG_TEXT_MERCARI_MARKETPLACE","2636","e5-large"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_0","0.46507583647436435","0","all","TabM Ⓜ️","2026-04-07T02:11:55.000Z","REG_TEXT_MERCARI_MARKETPLACE","2493","e5-large"
"cat_REG_TEXT_MERCARI_MARKETPLACE_0","0.4455167442077427","0","all","CatBoost 😸","2026-04-07T02:06:55.000Z","REG_TEXT_MERCARI_MARKETPLACE","2432","e5-large"
"light_REG_TEXT_MERCARI_MARKETPLACE_0","0.43690087811072753","0","ft","LightGBM 💡","2026-04-07T02:06:12.000Z","REG_TEXT_MERCARI_MARKETPLACE","13230","e5-large"
"light_REG_TEXT_MERCARI_MARKETPLACE_0","0.41614217744481174","0","all","LightGBM 💡","2026-04-07T02:06:07.000Z","REG_TEXT_MERCARI_MARKETPLACE","2415","e5-large"
