model,dataset,fold,multimodal_state,test_score,runtime,n_train,n_test,m_features,task_type,tune_e5
LightGBM 💡,REG_TEXT_EDU_UDEMY_ACADEMY,3,no_text,0.2503237838648166,1.0136692523956299,2700,299,7,REG,False
CatBoost 😸,REG_TEXT_EDU_UDEMY_ACADEMY,3,no_text,0.25449523169929245,39.575583934783936,2700,299,7,REG,False
TabM Ⓜ️,REG_TEXT_EDU_UDEMY_ACADEMY,3,no_text,0.2572795125953984,77.22397756576538,2700,299,7,REG,False
TabPFN-v2 🤯,REG_TEXT_EDU_UDEMY_ACADEMY,3,no_text,0.2697901382137974,77.55034875869751,2700,299,7,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_EDU_UDEMY_ACADEMY,3,no_text,0.2838156612394971,68.76487112045288,2700,299,7,REG,False
LightGBM 💡,REG_TEXT_EDU_UDEMY_ACADEMY,4,no_text,0.21974943873470598,5.563413143157959,2700,299,7,REG,False
CatBoost 😸,REG_TEXT_EDU_UDEMY_ACADEMY,4,no_text,0.25248568465823895,55.1972131729126,2700,299,7,REG,False
TabM Ⓜ️,REG_TEXT_EDU_UDEMY_ACADEMY,4,no_text,0.2825686048315432,141.5033893585205,2700,299,7,REG,False
TabPFN-v2 🤯,REG_TEXT_EDU_UDEMY_ACADEMY,4,no_text,0.27580724804728174,87.76292324066162,2700,299,7,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_EDU_UDEMY_ACADEMY,4,no_text,0.2809920741463324,60.47705268859863,2700,299,7,REG,False
LightGBM 💡,REG_TEXT_EDU_UDEMY_ACADEMY,0,text_only,0.20829228564579982,11.67043685913086,2700,299,2,REG,False
CatBoost 😸,REG_TEXT_EDU_UDEMY_ACADEMY,0,text_only,0.1992281817432765,35.15321087837219,2700,299,2,REG,False
TabM Ⓜ️,REG_TEXT_EDU_UDEMY_ACADEMY,0,text_only,0.19260120884628995,427.4977149963379,2700,299,2,REG,False
TabPFN-v2 🤯,REG_TEXT_EDU_UDEMY_ACADEMY,0,text_only,0.1208296651347529,414.524409532547,2700,299,2,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_EDU_UDEMY_ACADEMY,0,text_only,0.18798233481789794,197.26186752319336,2700,299,2,REG,False
LightGBM 💡,REG_TEXT_EDU_UDEMY_ACADEMY,1,text_only,0.256291062963532,5.854309320449829,2700,299,2,REG,False
CatBoost 😸,REG_TEXT_EDU_UDEMY_ACADEMY,1,text_only,0.29487641662096753,35.14886784553528,2700,299,2,REG,False
TabM Ⓜ️,REG_TEXT_EDU_UDEMY_ACADEMY,1,text_only,0.3286366119473434,327.1455478668213,2700,299,2,REG,False
TabPFN-v2 🤯,REG_TEXT_EDU_UDEMY_ACADEMY,1,text_only,0.29195515651338355,429.82788276672363,2700,299,2,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_EDU_UDEMY_ACADEMY,1,text_only,0.2783424248295385,318.0381774902344,2700,299,2,REG,False
LightGBM 💡,REG_TEXT_EDU_UDEMY_ACADEMY,2,text_only,0.1898838220090716,3.532177686691284,2700,299,2,REG,False
CatBoost 😸,REG_TEXT_EDU_UDEMY_ACADEMY,2,text_only,0.19704528643950603,25.213731050491333,2700,299,2,REG,False
TabM Ⓜ️,REG_TEXT_EDU_UDEMY_ACADEMY,2,text_only,0.18878816541424503,153.8873963356018,2700,299,2,REG,False
TabPFN-v2 🤯,REG_TEXT_EDU_UDEMY_ACADEMY,2,text_only,0.10901598496642084,360.4534282684326,2700,299,2,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_EDU_UDEMY_ACADEMY,2,text_only,0.164443060449605,221.5451741218567,2700,299,2,REG,False
LightGBM 💡,REG_TEXT_EDU_UDEMY_ACADEMY,3,text_only,0.281961315295428,3.5200083255767822,2700,299,2,REG,False
CatBoost 😸,REG_TEXT_EDU_UDEMY_ACADEMY,3,text_only,0.23038107127013163,16.267775297164917,2700,299,2,REG,False
TabM Ⓜ️,REG_TEXT_EDU_UDEMY_ACADEMY,3,text_only,0.2852590931135277,114.8193416595459,2700,299,2,REG,False
TabPFN-v2 🤯,REG_TEXT_EDU_UDEMY_ACADEMY,3,text_only,0.16388084379246726,239.7128381729126,2700,299,2,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_EDU_UDEMY_ACADEMY,3,text_only,0.23534500895544674,223.08093881607056,2700,299,2,REG,False
LightGBM 💡,REG_TEXT_EDU_UDEMY_ACADEMY,4,text_only,0.061019595372895585,3.0082008838653564,2700,299,2,REG,False
CatBoost 😸,REG_TEXT_EDU_UDEMY_ACADEMY,4,text_only,0.109002292518943,20.550527334213257,2700,299,2,REG,False
TabM Ⓜ️,REG_TEXT_EDU_UDEMY_ACADEMY,4,text_only,0.10738770830040179,125.83675074577332,2700,299,2,REG,False
TabPFN-v2 🤯,REG_TEXT_EDU_UDEMY_ACADEMY,4,text_only,0.12930643338210268,317.50648021698,2700,299,2,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_EDU_UDEMY_ACADEMY,4,text_only,0.18195882336688218,222.97023630142212,2700,299,2,REG,False
LightGBM 💡,REG_TEXT_EDU_UDEMY_ACADEMY,0,all,0.49573199015659863,3.555076837539673,2700,299,9,REG,False
CatBoost 😸,REG_TEXT_EDU_UDEMY_ACADEMY,0,all,0.5177425925384825,130.27282428741455,2700,299,9,REG,False
TabM Ⓜ️,REG_TEXT_EDU_UDEMY_ACADEMY,0,all,0.5479813593579739,304.70007944107056,2700,299,9,REG,False
TabPFN-v2 🤯,REG_TEXT_EDU_UDEMY_ACADEMY,0,all,0.46172428741125016,236.46599197387695,2700,299,9,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_EDU_UDEMY_ACADEMY,0,all,0.46015569907570664,174.2944679260254,2700,299,9,REG,False
LightGBM 💡,REG_TEXT_EDU_UDEMY_ACADEMY,1,all,0.5366726132338746,1.7307813167572021,2700,299,9,REG,False
CatBoost 😸,REG_TEXT_EDU_UDEMY_ACADEMY,1,all,0.5687618483321304,135.64382672309875,2700,299,9,REG,False
TabM Ⓜ️,REG_TEXT_EDU_UDEMY_ACADEMY,1,all,0.5770179340288832,221.8045530319214,2700,299,9,REG,False
TabPFN-v2 🤯,REG_TEXT_EDU_UDEMY_ACADEMY,1,all,0.45074838695243347,227.0162386894226,2700,299,9,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_EDU_UDEMY_ACADEMY,1,all,0.5128733828344216,174.25028157234192,2700,299,9,REG,False
LightGBM 💡,REG_TEXT_EDU_UDEMY_ACADEMY,2,all,0.4318675779514415,2.0197975635528564,2700,299,9,REG,False
CatBoost 😸,REG_TEXT_EDU_UDEMY_ACADEMY,2,all,0.45645157352275456,140.16658520698547,2700,299,9,REG,False
TabM Ⓜ️,REG_TEXT_EDU_UDEMY_ACADEMY,2,all,0.5137329031530757,201.27940368652344,2700,299,9,REG,False
TabPFN-v2 🤯,REG_TEXT_EDU_UDEMY_ACADEMY,2,all,0.4196206351318853,224.3687961101532,2700,299,9,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_EDU_UDEMY_ACADEMY,2,all,0.4201262756396852,173.79602909088135,2700,299,9,REG,False
LightGBM 💡,REG_TEXT_EDU_UDEMY_ACADEMY,3,all,0.45124162272081303,1.5045411586761475,2700,299,9,REG,False
CatBoost 😸,REG_TEXT_EDU_UDEMY_ACADEMY,3,all,0.478957040272329,141.6571877002716,2700,299,9,REG,False
TabM Ⓜ️,REG_TEXT_EDU_UDEMY_ACADEMY,3,all,0.4661494547448468,241.851544380188,2700,299,9,REG,False
TabPFN-v2 🤯,REG_TEXT_EDU_UDEMY_ACADEMY,3,all,0.4145443199943566,224.91698479652405,2700,299,9,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_EDU_UDEMY_ACADEMY,3,all,0.4267085623176763,174.27180242538452,2700,299,9,REG,False
LightGBM 💡,REG_TEXT_EDU_UDEMY_ACADEMY,4,all,0.43465312814102686,1.5098271369934082,2700,299,9,REG,False
CatBoost 😸,REG_TEXT_EDU_UDEMY_ACADEMY,4,all,0.43553346272062277,96.23385953903198,2700,299,9,REG,False
TabM Ⓜ️,REG_TEXT_EDU_UDEMY_ACADEMY,4,all,0.42419211351684816,161.73860883712769,2700,299,9,REG,False
TabPFN-v2 🤯,REG_TEXT_EDU_UDEMY_ACADEMY,4,all,0.4284735233779662,224.33951354026794,2700,299,9,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_EDU_UDEMY_ACADEMY,4,all,0.4357559190511958,178.80244207382202,2700,299,9,REG,False
