model,dataset,fold,multimodal_state,test_score,runtime,n_train,n_test,m_features,task_type,tune_e5
LightGBM 💡,REG_TEXT_GAMES_MTG_CARD_PRICES,1,text_only,0.2761945591382219,329.2281966209412,10000,2000,2,REG,False
CatBoost 😸,REG_TEXT_GAMES_MTG_CARD_PRICES,1,text_only,0.3085550328436067,16.035767793655396,10000,2000,2,REG,False
TabM Ⓜ️,REG_TEXT_GAMES_MTG_CARD_PRICES,1,text_only,0.3356295916705384,386.952712059021,10000,2000,2,REG,False
TabPFN-v2 🤯,REG_TEXT_GAMES_MTG_CARD_PRICES,1,text_only,0.2700096183980512,1927.4088089466093,10000,2000,2,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_GAMES_MTG_CARD_PRICES,1,text_only,0.3293687781819594,1346.4587574005127,10000,2000,2,REG,False
LightGBM 💡,REG_TEXT_GAMES_MTG_CARD_PRICES,2,text_only,0.2807748274613306,178.46896696090698,10000,2000,2,REG,False
CatBoost 😸,REG_TEXT_GAMES_MTG_CARD_PRICES,2,text_only,0.3088958122468825,13.540587663650513,10000,2000,2,REG,False
TabM Ⓜ️,REG_TEXT_GAMES_MTG_CARD_PRICES,2,text_only,0.3216035967123861,488.2318842411041,10000,2000,2,REG,False
TabPFN-v2 🤯,REG_TEXT_GAMES_MTG_CARD_PRICES,2,text_only,0.2816763668530262,1933.0312180519104,10000,2000,2,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_GAMES_MTG_CARD_PRICES,2,text_only,0.3163135162482637,1353.931137084961,10000,2000,2,REG,False
LightGBM 💡,REG_TEXT_GAMES_MTG_CARD_PRICES,3,text_only,0.2471692144658664,105.27262854576112,10000,2000,2,REG,False
CatBoost 😸,REG_TEXT_GAMES_MTG_CARD_PRICES,3,text_only,0.285521006055746,14.540417194366457,10000,2000,2,REG,False
TabM Ⓜ️,REG_TEXT_GAMES_MTG_CARD_PRICES,3,text_only,0.2939215630456345,310.9939351081848,10000,2000,2,REG,False
TabPFN-v2 🤯,REG_TEXT_GAMES_MTG_CARD_PRICES,3,text_only,0.2533170945969061,1919.5413908958435,10000,2000,2,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_GAMES_MTG_CARD_PRICES,3,text_only,0.2934842448881131,1347.9093108177185,10000,2000,2,REG,False
LightGBM 💡,REG_TEXT_GAMES_MTG_CARD_PRICES,4,text_only,0.2646009698492744,63.708226680755615,10000,2000,2,REG,False
CatBoost 😸,REG_TEXT_GAMES_MTG_CARD_PRICES,4,text_only,0.2779460559224829,16.051701545715332,10000,2000,2,REG,False
TabM Ⓜ️,REG_TEXT_GAMES_MTG_CARD_PRICES,4,text_only,0.2919482395180608,471.58289766311646,10000,2000,2,REG,False
TabPFN-v2 🤯,REG_TEXT_GAMES_MTG_CARD_PRICES,4,text_only,0.2681964268040235,1921.6297006607056,10000,2000,2,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_GAMES_MTG_CARD_PRICES,4,text_only,0.3029125616730246,1348.5262455940249,10000,2000,2,REG,False
LightGBM 💡,REG_TEXT_GAMES_MTG_CARD_PRICES,0,all,0.5962314198357611,40.84036684036255,10000,2000,9,REG,False
CatBoost 😸,REG_TEXT_GAMES_MTG_CARD_PRICES,0,all,0.6029926784095445,82.82733535766602,10000,2000,9,REG,False
TabM Ⓜ️,REG_TEXT_GAMES_MTG_CARD_PRICES,0,all,0.5926565751756345,347.4598722457886,10000,2000,9,REG,False
TabPFN-v2 🤯,REG_TEXT_GAMES_MTG_CARD_PRICES,0,all,0.5881485119554684,2131.42631983757,10000,2000,9,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_GAMES_MTG_CARD_PRICES,0,all,0.6048533818246066,1464.1243133544922,10000,2000,9,REG,False
LightGBM 💡,REG_TEXT_GAMES_MTG_CARD_PRICES,1,all,0.5840840179543696,4.102180242538452,10000,2000,9,REG,False
CatBoost 😸,REG_TEXT_GAMES_MTG_CARD_PRICES,1,all,0.594321234782043,118.61702156066896,10000,2000,9,REG,False
TabM Ⓜ️,REG_TEXT_GAMES_MTG_CARD_PRICES,1,all,0.5807322572528535,353.0677788257599,10000,2000,9,REG,False
TabPFN-v2 🤯,REG_TEXT_GAMES_MTG_CARD_PRICES,1,all,0.5715631747551351,2316.228169202805,10000,2000,9,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_GAMES_MTG_CARD_PRICES,1,all,0.5958426317265495,1485.1996352672577,10000,2000,9,REG,False
LightGBM 💡,REG_TEXT_GAMES_MTG_CARD_PRICES,2,all,0.5757589983583078,9.353384494781494,10000,2000,9,REG,False
CatBoost 😸,REG_TEXT_GAMES_MTG_CARD_PRICES,2,all,0.5930550190585633,215.06373810768127,10000,2000,9,REG,False
TabM Ⓜ️,REG_TEXT_GAMES_MTG_CARD_PRICES,2,all,0.5770061477792017,979.214991569519,10000,2000,9,REG,False
