model,dataset,fold,multimodal_state,test_score,runtime,n_train,n_test,m_features,task_type,tune_e5
CatBoost 😸,REG_TEXT_MEDIA_METACRITIC_SCORED,4,no_text,0.17594535889584206,2.007525682449341,2041,226,15,REG,False
TabM Ⓜ️,REG_TEXT_MEDIA_METACRITIC_SCORED,4,no_text,0.13183248043060303,157.1557855606079,2041,226,15,REG,False
TabPFN-v2 🤯,REG_TEXT_MEDIA_METACRITIC_SCORED,4,no_text,0.19393670558929443,46.71759343147278,2041,226,15,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_MEDIA_METACRITIC_SCORED,4,no_text,0.18679165840148926,55.273540019989014,2041,226,15,REG,False
LightGBM 💡,REG_TEXT_MEDIA_METACRITIC_SCORED,0,text_only,0.10780087942498062,11.5548095703125,2041,226,1,REG,False
CatBoost 😸,REG_TEXT_MEDIA_METACRITIC_SCORED,0,text_only,0.09460421147668896,18.824992895126343,2041,226,1,REG,False
TabM Ⓜ️,REG_TEXT_MEDIA_METACRITIC_SCORED,0,text_only,0.10730630159378052,96.48273086547852,2041,226,1,REG,False
TabPFN-v2 🤯,REG_TEXT_MEDIA_METACRITIC_SCORED,0,text_only,0.15568774938583374,173.4462389945984,2041,226,1,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_MEDIA_METACRITIC_SCORED,0,text_only,0.15552353858947754,148.85744786262512,2041,226,1,REG,False
LightGBM 💡,REG_TEXT_MEDIA_METACRITIC_SCORED,1,text_only,0.048992275367923055,24.162227630615234,2041,226,1,REG,False
CatBoost 😸,REG_TEXT_MEDIA_METACRITIC_SCORED,1,text_only,0.1070039230394888,40.23021674156189,2041,226,1,REG,False
TabM Ⓜ️,REG_TEXT_MEDIA_METACRITIC_SCORED,1,text_only,0.09890449047088623,153.3476905822754,2041,226,1,REG,False
TabPFN-v2 🤯,REG_TEXT_MEDIA_METACRITIC_SCORED,1,text_only,0.13519853353500366,169.95169496536255,2041,226,1,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_MEDIA_METACRITIC_SCORED,1,text_only,0.13802605867385864,143.6932168006897,2041,226,1,REG,False
LightGBM 💡,REG_TEXT_MEDIA_METACRITIC_SCORED,2,text_only,0.016776801658682228,17.118545293807983,2041,226,1,REG,False
CatBoost 😸,REG_TEXT_MEDIA_METACRITIC_SCORED,2,text_only,0.1229459779265577,16.110208988189697,2041,226,1,REG,False
TabM Ⓜ️,REG_TEXT_MEDIA_METACRITIC_SCORED,2,text_only,0.10306930541992188,126.80641388893127,2041,226,1,REG,False
TabPFN-v2 🤯,REG_TEXT_MEDIA_METACRITIC_SCORED,2,text_only,0.103671133518219,139.92644548416138,2041,226,1,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_MEDIA_METACRITIC_SCORED,2,text_only,0.10998779535293579,102.07520723342896,2041,226,1,REG,False
LightGBM 💡,REG_TEXT_MEDIA_METACRITIC_SCORED,3,text_only,0.02580659810658581,5.028830528259277,2041,226,1,REG,False
CatBoost 😸,REG_TEXT_MEDIA_METACRITIC_SCORED,3,text_only,0.0790134084365186,15.593168020248413,2041,226,1,REG,False
TabM Ⓜ️,REG_TEXT_MEDIA_METACRITIC_SCORED,3,text_only,0.08172804117202759,127.2754156589508,2041,226,1,REG,False
TabPFN-v2 🤯,REG_TEXT_MEDIA_METACRITIC_SCORED,3,text_only,0.08010274171829224,169.33423447608948,2041,226,1,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_MEDIA_METACRITIC_SCORED,3,text_only,0.08764171600341797,143.2173433303833,2041,226,1,REG,False
LightGBM 💡,REG_TEXT_MEDIA_METACRITIC_SCORED,4,text_only,0.07498088594495922,35.8313205242157,2041,226,1,REG,False
CatBoost 😸,REG_TEXT_MEDIA_METACRITIC_SCORED,4,text_only,0.1478180952045669,20.698838233947754,2041,226,1,REG,False
TabM Ⓜ️,REG_TEXT_MEDIA_METACRITIC_SCORED,4,text_only,0.1240420937538147,183.3726077079773,2041,226,1,REG,False
TabPFN-v2 🤯,REG_TEXT_MEDIA_METACRITIC_SCORED,4,text_only,0.1701650619506836,193.5855643749237,2041,226,1,REG,False
TabPFN-v2p5 🇩🇪,REG_TEXT_MEDIA_METACRITIC_SCORED,4,text_only,0.16292458772659302,156.4128978252411,2041,226,1,REG,False
LightGBM 💡,REG_TEXT_MEDIA_METACRITIC_SCORED,0,all,0.1554322322336994,31.72607660293579,2041,226,16,REG,False
CatBoost 😸,REG_TEXT_MEDIA_METACRITIC_SCORED,0,all,0.17011796898042297,58.43292784690857,2041,226,16,REG,False
