"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","State","Hostname"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_3","0.9769201558688796","3","ft","TabPFN-v2p5 🇩🇪","2026-04-01T21:40:32.000Z","MUL_IMAGE_HUBMAP_HPA","563","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_3","0.866638999970921","3","non","TabPFN-v2p5 🇩🇪","2026-04-01T21:40:26.000Z","MUL_IMAGE_HUBMAP_HPA","107","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_3","0.9653449692796584","3","all","TabPFN-v2p5 🇩🇪","2026-04-01T21:35:53.000Z","MUL_IMAGE_HUBMAP_HPA","267","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_3","0.9110220593587514","3","img","TabM Ⓜ️","2026-04-01T21:32:38.000Z","MUL_IMAGE_HUBMAP_HPA","190","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_3","0.9708144663690964","3","ft","TabM Ⓜ️","2026-04-01T21:31:08.000Z","MUL_IMAGE_HUBMAP_HPA","541","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_3","0.8511771970984829","3","non","TabM Ⓜ️","2026-04-01T21:30:57.000Z","MUL_IMAGE_HUBMAP_HPA","98","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_3","0.9661598089800552","3","all","TabM Ⓜ️","2026-04-01T21:26:29.000Z","MUL_IMAGE_HUBMAP_HPA","260","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_3","0.8791259746751331","3","img","CatBoost 😸","2026-04-01T21:23:19.000Z","MUL_IMAGE_HUBMAP_HPA","183","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_3","0.965684115218439","3","ft","CatBoost 😸","2026-04-01T21:21:49.000Z","MUL_IMAGE_HUBMAP_HPA","555","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_3","0.8648663276357151","3","non","CatBoost 😸","2026-04-01T21:21:23.000Z","MUL_IMAGE_HUBMAP_HPA","108","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_3","0.9515390458839612","3","all","CatBoost 😸","2026-04-01T21:16:43.000Z","MUL_IMAGE_HUBMAP_HPA","285","finished","nlp-srv2.iem.technion.ac.il"
"light_MUL_IMAGE_HUBMAP_HPA_3","0.8482171749892758","3","img","LightGBM 💡","2026-04-01T21:13:48.000Z","MUL_IMAGE_HUBMAP_HPA","169","finished","nlp-srv2.iem.technion.ac.il"
"light_MUL_IMAGE_HUBMAP_HPA_3","0.9571929733907736","3","ft","LightGBM 💡","2026-04-01T21:12:17.000Z","MUL_IMAGE_HUBMAP_HPA","539","finished","nlp-srv2.iem.technion.ac.il"
"light_MUL_IMAGE_HUBMAP_HPA_3","0.8430334192892953","3","non","LightGBM 💡","2026-04-01T21:12:06.000Z","MUL_IMAGE_HUBMAP_HPA","96","finished","nlp-srv2.iem.technion.ac.il"
"light_MUL_IMAGE_HUBMAP_HPA_3","0.9385083201442012","3","all","LightGBM 💡","2026-04-01T21:07:53.000Z","MUL_IMAGE_HUBMAP_HPA","251","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_MUL_IMAGE_HUBMAP_HPA_2","0.885689753873903","2","img","TabPFN-v2 🤯","2026-04-01T21:04:43.000Z","MUL_IMAGE_HUBMAP_HPA","182","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_MUL_IMAGE_HUBMAP_HPA_2","0.9761999720456072","2","ft","TabPFN-v2 🤯","2026-04-01T21:02:48.000Z","MUL_IMAGE_HUBMAP_HPA","565","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_MUL_IMAGE_HUBMAP_HPA_2","0.8719341663683767","2","non","TabPFN-v2 🤯","2026-04-01T21:02:28.000Z","MUL_IMAGE_HUBMAP_HPA","112","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_MUL_IMAGE_HUBMAP_HPA_2","0.9584938263501348","2","all","TabPFN-v2 🤯","2026-04-01T20:57:54.000Z","MUL_IMAGE_HUBMAP_HPA","270","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_2","0.9036441380991438","2","img","TabPFN-v2p5 🇩🇪","2026-04-01T20:54:50.000Z","MUL_IMAGE_HUBMAP_HPA","180","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_2","0.97928949272217","2","ft","TabPFN-v2p5 🇩🇪","2026-04-01T20:53:16.000Z","MUL_IMAGE_HUBMAP_HPA","568","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_2","0.872001517723854","2","non","TabPFN-v2p5 🇩🇪","2026-04-01T20:51:24.000Z","MUL_IMAGE_HUBMAP_HPA","105","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_2","0.970647474337899","2","all","TabPFN-v2p5 🇩🇪","2026-04-01T20:50:16.000Z","MUL_IMAGE_HUBMAP_HPA","268","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_2","0.9131952365183078","2","img","TabM Ⓜ️","2026-04-01T20:46:50.000Z","MUL_IMAGE_HUBMAP_HPA","185","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_2","0.9719128898233708","2","ft","TabM Ⓜ️","2026-04-01T20:42:45.000Z","MUL_IMAGE_HUBMAP_HPA","515","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_2","0.8560319946599961","2","non","TabM Ⓜ️","2026-04-01T20:41:04.000Z","MUL_IMAGE_HUBMAP_HPA","97","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_2","0.9709315615421276","2","all","TabM Ⓜ️","2026-04-01T20:36:40.000Z","MUL_IMAGE_HUBMAP_HPA","258","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_2","0.8777824976603359","2","img","CatBoost 😸","2026-04-01T20:33:24.000Z","MUL_IMAGE_HUBMAP_HPA","189","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_2","0.9655020796712253","2","ft","CatBoost 😸","2026-04-01T20:24:30.000Z","MUL_IMAGE_HUBMAP_HPA","529","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_2","0.8739330186064465","2","non","CatBoost 😸","2026-04-01T20:22:32.000Z","MUL_IMAGE_HUBMAP_HPA","111","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_2","0.9569640726236676","2","all","CatBoost 😸","2026-04-01T20:17:20.000Z","MUL_IMAGE_HUBMAP_HPA","285","finished","nlp-srv2.iem.technion.ac.il"
"light_MUL_IMAGE_HUBMAP_HPA_2","0.8556332420141125","2","img","LightGBM 💡","2026-04-01T20:14:26.000Z","MUL_IMAGE_HUBMAP_HPA","168","finished","nlp-srv2.iem.technion.ac.il"
"light_MUL_IMAGE_HUBMAP_HPA_2","0.9602661625682448","2","ft","LightGBM 💡","2026-04-01T20:05:56.000Z","MUL_IMAGE_HUBMAP_HPA","501","finished","nlp-srv2.iem.technion.ac.il"
"light_MUL_IMAGE_HUBMAP_HPA_2","0.8474739590544964","2","non","LightGBM 💡","2026-04-01T20:04:16.000Z","MUL_IMAGE_HUBMAP_HPA","94","finished","nlp-srv2.iem.technion.ac.il"
"light_MUL_IMAGE_HUBMAP_HPA_2","0.9482069426176674","2","all","LightGBM 💡","2026-04-01T20:00:02.000Z","MUL_IMAGE_HUBMAP_HPA","250","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_MUL_IMAGE_HUBMAP_HPA_1","0.881207291859026","1","img","TabPFN-v2 🤯","2026-04-01T19:56:47.000Z","MUL_IMAGE_HUBMAP_HPA","186","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_MUL_IMAGE_HUBMAP_HPA_1","0.9765059444618568","1","ft","TabPFN-v2 🤯","2026-04-01T19:47:17.000Z","MUL_IMAGE_HUBMAP_HPA","564","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_MUL_IMAGE_HUBMAP_HPA_1","0.8713261154417495","1","non","TabPFN-v2 🤯","2026-04-01T19:45:09.000Z","MUL_IMAGE_HUBMAP_HPA","106","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_MUL_IMAGE_HUBMAP_HPA_1","0.9584687611984504","1","all","TabPFN-v2 🤯","2026-04-01T19:40:31.000Z","MUL_IMAGE_HUBMAP_HPA","272","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_1","0.8984015972286661","1","img","TabPFN-v2p5 🇩🇪","2026-04-01T19:37:26.000Z","MUL_IMAGE_HUBMAP_HPA","180","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_1","0.979418831251312","1","ft","TabPFN-v2p5 🇩🇪","2026-04-01T19:27:58.000Z","MUL_IMAGE_HUBMAP_HPA","561","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_1","0.8730992455280402","1","non","TabPFN-v2p5 🇩🇪","2026-04-01T19:26:06.000Z","MUL_IMAGE_HUBMAP_HPA","107","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_1","0.968707893921552","1","all","TabPFN-v2p5 🇩🇪","2026-04-01T19:21:31.000Z","MUL_IMAGE_HUBMAP_HPA","268","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_1","0.9014588091359002","1","img","TabM Ⓜ️","2026-04-01T19:18:31.000Z","MUL_IMAGE_HUBMAP_HPA","176","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_1","0.9715872454272206","1","ft","TabM Ⓜ️","2026-04-01T19:09:21.000Z","MUL_IMAGE_HUBMAP_HPA","527","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_1","0.8565123099824709","1","non","TabM Ⓜ️","2026-04-01T19:07:40.000Z","MUL_IMAGE_HUBMAP_HPA","98","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_1","0.964367939984137","1","all","TabM Ⓜ️","2026-04-01T19:03:21.000Z","MUL_IMAGE_HUBMAP_HPA","254","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_1","0.8730228271626469","1","img","CatBoost 😸","2026-04-01T18:59:54.000Z","MUL_IMAGE_HUBMAP_HPA","199","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_1","0.9657474348689464","1","ft","CatBoost 😸","2026-04-01T18:50:47.000Z","MUL_IMAGE_HUBMAP_HPA","539","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_1","0.8722710357321791","1","non","CatBoost 😸","2026-04-01T18:48:50.000Z","MUL_IMAGE_HUBMAP_HPA","111","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_1","0.95533043499008","1","all","CatBoost 😸","2026-04-01T18:43:48.000Z","MUL_IMAGE_HUBMAP_HPA","296","finished","nlp-srv2.iem.technion.ac.il"
"light_MUL_IMAGE_HUBMAP_HPA_1","0.8528007122089033","1","img","LightGBM 💡","2026-04-01T18:40:35.000Z","MUL_IMAGE_HUBMAP_HPA","169","finished","nlp-srv2.iem.technion.ac.il"
"light_MUL_IMAGE_HUBMAP_HPA_1","0.9564072735789362","1","ft","LightGBM 💡","2026-04-01T18:31:47.000Z","MUL_IMAGE_HUBMAP_HPA","521","finished","nlp-srv2.iem.technion.ac.il"
"light_MUL_IMAGE_HUBMAP_HPA_1","0.849542725091047","1","non","LightGBM 💡","2026-04-01T18:30:07.000Z","MUL_IMAGE_HUBMAP_HPA","95","finished","nlp-srv2.iem.technion.ac.il"
"light_MUL_IMAGE_HUBMAP_HPA_1","0.9442033275219832","1","all","LightGBM 💡","2026-04-01T18:25:48.000Z","MUL_IMAGE_HUBMAP_HPA","250","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_MUL_IMAGE_HUBMAP_HPA_0","0.8918056085950301","0","img","TabPFN-v2 🤯","2026-04-01T18:22:37.000Z","MUL_IMAGE_HUBMAP_HPA","183","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_MUL_IMAGE_HUBMAP_HPA_0","0.9734989017924376","0","ft","TabPFN-v2 🤯","2026-04-01T18:13:08.000Z","MUL_IMAGE_HUBMAP_HPA","564","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_MUL_IMAGE_HUBMAP_HPA_0","0.8786979662306745","0","non","TabPFN-v2 🤯","2026-04-01T18:11:17.000Z","MUL_IMAGE_HUBMAP_HPA","108","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_MUL_IMAGE_HUBMAP_HPA_0","0.9595366376290996","0","all","TabPFN-v2 🤯","2026-04-01T18:06:26.000Z","MUL_IMAGE_HUBMAP_HPA","269","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_0","0.9069862416124288","0","img","TabPFN-v2p5 🇩🇪","2026-04-01T18:03:17.000Z","MUL_IMAGE_HUBMAP_HPA","181","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_0","0.9765421281624012","0","ft","TabPFN-v2p5 🇩🇪","2026-04-01T17:53:32.000Z","MUL_IMAGE_HUBMAP_HPA","562","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_0","0.8794433684790215","0","non","TabPFN-v2p5 🇩🇪","2026-04-01T17:51:41.000Z","MUL_IMAGE_HUBMAP_HPA","104","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_MUL_IMAGE_HUBMAP_HPA_0","0.9711714623174812","0","all","TabPFN-v2p5 🇩🇪","2026-04-01T17:47:02.000Z","MUL_IMAGE_HUBMAP_HPA","276","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_0","0.9074783763390092","0","img","TabM Ⓜ️","2026-04-01T17:43:53.000Z","MUL_IMAGE_HUBMAP_HPA","185","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_0","0.9710420770427396","0","ft","TabM Ⓜ️","2026-04-01T17:34:20.000Z","MUL_IMAGE_HUBMAP_HPA","567","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_0","0.8643118871024777","0","non","TabM Ⓜ️","2026-04-01T17:32:23.000Z","MUL_IMAGE_HUBMAP_HPA","97","finished","nlp-srv2.iem.technion.ac.il"
"tabm_MUL_IMAGE_HUBMAP_HPA_0","0.9710224674986826","0","all","TabM Ⓜ️","2026-04-01T17:27:49.000Z","MUL_IMAGE_HUBMAP_HPA","269","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_0","0.8774397284114656","0","img","CatBoost 😸","2026-04-01T17:24:29.000Z","MUL_IMAGE_HUBMAP_HPA","195","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_0","0.9649966838155744","0","ft","CatBoost 😸","2026-04-01T17:14:53.000Z","MUL_IMAGE_HUBMAP_HPA","572","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_0","0.8747248675580078","0","non","CatBoost 😸","2026-04-01T17:12:51.000Z","MUL_IMAGE_HUBMAP_HPA","117","finished","nlp-srv2.iem.technion.ac.il"
"cat_MUL_IMAGE_HUBMAP_HPA_0","0.9597425557684544","0","all","CatBoost 😸","2026-04-01T17:07:37.000Z","MUL_IMAGE_HUBMAP_HPA","311","finished","nlp-srv2.iem.technion.ac.il"
"light_MUL_IMAGE_HUBMAP_HPA_0","0.8559543612880895","0","img","LightGBM 💡","2026-04-01T17:00:37.000Z","MUL_IMAGE_HUBMAP_HPA","415","finished","nlp-srv2.iem.technion.ac.il"
