"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_4","0.8622243502051985","4","all","TabM Ⓜ️","2026-03-28T23:41:22.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","56"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_4","0.825219334245326","4","img","CatBoost 😸","2026-03-28T23:40:13.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","64"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_4","0.8595941632466939","4","ft","CatBoost 😸","2026-03-28T23:36:37.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","209"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_4","0.8288359933120535","4","non","CatBoost 😸","2026-03-28T23:35:49.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","44"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_4","0.8572400060799513","4","all","CatBoost 😸","2026-03-28T23:34:02.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","103"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_4","0.7737723058215534","4","img","LightGBM 💡","2026-03-28T23:33:08.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","49"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_4","0.7909469524243806","4","ft","LightGBM 💡","2026-03-28T23:29:57.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","185"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_4","0.7707694178446574","4","non","LightGBM 💡","2026-03-28T23:29:25.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","29"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_4","0.8097321781425748","4","all","LightGBM 💡","2026-03-28T23:28:26.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","55"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.86722024623803","3","img","TabPFN-v2 🤯","2026-03-28T23:27:31.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","50"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8819784161726707","3","ft","TabPFN-v2 🤯","2026-03-28T23:24:25.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","181"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8628630490956073","3","non","TabPFN-v2 🤯","2026-03-28T23:23:53.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","28"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8961936464508282","3","all","TabPFN-v2 🤯","2026-03-28T23:22:48.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","57"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8684933880528956","3","img","TabPFN-v2p5 🇩🇪","2026-03-28T23:21:54.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","51"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8786538987688098","3","ft","TabPFN-v2p5 🇩🇪","2026-03-28T23:18:48.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","181"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8774175406596747","3","non","TabPFN-v2p5 🇩🇪","2026-03-28T23:18:16.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","29"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.9010402796777623","3","all","TabPFN-v2p5 🇩🇪","2026-03-28T23:17:12.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","58"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.7959750721994223","3","img","TabM Ⓜ️","2026-03-28T23:16:19.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","47"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8651685666514668","3","ft","TabM Ⓜ️","2026-03-28T23:13:30.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","163"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.7990211278309773","3","non","TabM Ⓜ️","2026-03-28T23:12:57.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","27"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8209770481836145","3","all","TabM Ⓜ️","2026-03-28T23:11:58.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","54"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8414692202462379","3","img","CatBoost 😸","2026-03-28T23:10:49.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","63"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8716318589451284","3","ft","CatBoost 😸","2026-03-28T23:07:38.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","184"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8259735522115823","3","non","CatBoost 😸","2026-03-28T23:06:49.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","44"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8405955312357503","3","all","CatBoost 😸","2026-03-28T23:05:19.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","87"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8176902264781882","3","img","LightGBM 💡","2026-03-28T23:04:25.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","48"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8458139534883721","3","ft","LightGBM 💡","2026-03-28T23:01:36.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","162"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.7945195318437454","3","non","LightGBM 💡","2026-03-28T23:01:03.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","29"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_3","0.8309335765313877","3","all","LightGBM 💡","2026-03-28T22:59:59.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","56"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.8828597051223591","2","img","TabPFN-v2 🤯","2026-03-28T22:59:05.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","50"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.9089633682930538","2","ft","TabPFN-v2 🤯","2026-03-28T22:56:27.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","150"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.8989940720474235","2","non","TabPFN-v2 🤯","2026-03-28T22:55:54.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","28"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.9092281501747984","2","all","TabPFN-v2 🤯","2026-03-28T22:54:50.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","58"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.8759206566347469","2","img","TabPFN-v2p5 🇩🇪","2026-03-28T22:53:52.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","52"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.913736434108527","2","ft","TabPFN-v2p5 🇩🇪","2026-03-28T22:51:18.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","146"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.9040875512995896","2","non","TabPFN-v2p5 🇩🇪","2026-03-28T22:50:40.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","30"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.91031007751938","2","all","TabPFN-v2p5 🇩🇪","2026-03-28T22:49:36.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","57"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.8113518771849826","2","img","TabM Ⓜ️","2026-03-28T22:48:43.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","47"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.8770855753153974","2","ft","TabM Ⓜ️","2026-03-28T22:45:54.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","165"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.8612895576835384","2","non","TabM Ⓜ️","2026-03-28T22:45:22.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","26"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.871734914120687","2","all","TabM Ⓜ️","2026-03-28T22:44:23.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","55"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.8295777473780209","2","img","CatBoost 😸","2026-03-28T22:43:19.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","61"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.8807809697522421","2","ft","CatBoost 😸","2026-03-28T22:39:58.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","194"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.8628904088767289","2","non","CatBoost 😸","2026-03-28T22:39:09.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","45"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.8699911840705274","2","all","CatBoost 😸","2026-03-28T22:37:34.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","88"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.7730752393980849","2","img","LightGBM 💡","2026-03-28T22:36:35.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","52"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.8295962912296702","2","ft","LightGBM 💡","2026-03-28T22:33:46.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","164"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.7831725186198509","2","non","LightGBM 💡","2026-03-28T22:33:14.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","27"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_2","0.8133081015351877","2","all","LightGBM 💡","2026-03-28T22:32:15.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","56"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8402045903632771","1","img","TabPFN-v2 🤯","2026-03-28T22:31:19.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","50"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8668703450372396","1","ft","TabPFN-v2 🤯","2026-03-28T22:27:58.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","197"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.883267973856209","1","non","TabPFN-v2 🤯","2026-03-28T22:27:26.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","28"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8938908648730811","1","all","TabPFN-v2 🤯","2026-03-28T22:26:22.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","56"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8366332269341845","1","img","TabPFN-v2p5 🇩🇪","2026-03-28T22:25:28.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","50"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8673293813649492","1","ft","TabPFN-v2p5 🇩🇪","2026-03-28T22:22:07.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","196"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8949843441252471","1","non","TabPFN-v2p5 🇩🇪","2026-03-28T22:21:34.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","30"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.9052406140750874","1","all","TabPFN-v2p5 🇩🇪","2026-03-28T22:20:30.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","58"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.7843070375436996","1","img","TabM Ⓜ️","2026-03-28T22:19:37.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","47"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8483599331205349","1","ft","TabM Ⓜ️","2026-03-28T22:16:42.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","171"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8473661650706795","1","non","TabM Ⓜ️","2026-03-28T22:16:09.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","28"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8560404316765465","1","all","TabM Ⓜ️","2026-03-28T22:15:10.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","54"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.7865423316613468","1","img","CatBoost 😸","2026-03-28T22:14:07.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","58"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8801684146526828","1","ft","CatBoost 😸","2026-03-28T22:10:46.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","197"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8466414348685211","1","non","CatBoost 😸","2026-03-28T22:09:58.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","42"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8566244110047119","1","all","CatBoost 😸","2026-03-28T22:08:12.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","102"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.7652096063231494","1","img","LightGBM 💡","2026-03-28T22:07:18.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","48"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8326994984040128","1","ft","LightGBM 💡","2026-03-28T22:04:19.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","174"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8353640370877032","1","non","LightGBM 💡","2026-03-28T22:03:46.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","28"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_1","0.8160732634138927","1","all","LightGBM 💡","2026-03-28T22:02:47.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","55"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.8710034959720323","0","img","TabPFN-v2 🤯","2026-03-28T22:01:51.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","51"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.9062477580179358","0","ft","TabPFN-v2 🤯","2026-03-28T21:59:12.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","151"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.9028685210518316","0","non","TabPFN-v2 🤯","2026-03-28T21:58:40.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","28"
"tabpfnv2_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.9134819881440948","0","all","TabPFN-v2 🤯","2026-03-28T21:57:36.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","57"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.8705423316613468","0","img","TabPFN-v2p5 🇩🇪","2026-03-28T21:56:42.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","49"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.9119230886152913","0","ft","TabPFN-v2p5 🇩🇪","2026-03-28T21:54:03.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","152"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.906278157774738","0","non","TabPFN-v2p5 🇩🇪","2026-03-28T21:53:29.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","30"
"tabpfnv2p5_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.9220595835233318","0","all","TabPFN-v2p5 🇩🇪","2026-03-28T21:52:31.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","56"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.8400227998176015","0","img","TabM Ⓜ️","2026-03-28T21:51:37.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","46"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.8562675178598571","0","ft","TabM Ⓜ️","2026-03-28T21:48:42.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","168"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.8410402796777626","0","non","TabM Ⓜ️","2026-03-28T21:48:09.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","27"
"tabm_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.7955345797233622","0","all","TabM Ⓜ️","2026-03-28T21:47:11.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","52"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.8252476060191519","0","img","CatBoost 😸","2026-03-28T21:46:01.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","64"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.8821504787961697","0","ft","CatBoost 😸","2026-03-28T21:42:41.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","192"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.8640705274357806","0","non","CatBoost 😸","2026-03-28T21:41:55.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","42"
"cat_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.8821492628058977","0","all","CatBoost 😸","2026-03-28T21:40:25.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","85"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.8273074935400515","0","img","LightGBM 💡","2026-03-28T21:39:31.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","47"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.8619817601459188","0","ft","LightGBM 💡","2026-03-28T21:36:25.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","183"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.8095291077671378","0","non","LightGBM 💡","2026-03-28T21:33:42.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","158"
"light_MUL_IMAGE_CSGO_SKIN_PRICE_0","0.839843137254902","0","all","LightGBM 💡","2026-03-28T21:32:06.000Z","MUL_IMAGE_CSGO_SKIN_PRICE","91"
