"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime"
"tabm_MUL_IMAGE_GLAUCOMA_SMDG_2","0.8578654528632499","2","img","TabM Ⓜ️","2026-04-02T10:10:37.000Z","MUL_IMAGE_GLAUCOMA_SMDG","166"
"tabm_MUL_IMAGE_GLAUCOMA_SMDG_2","0.9497063470194872","2","ft","TabM Ⓜ️","2026-04-02T10:10:35.000Z","MUL_IMAGE_GLAUCOMA_SMDG","403"
"tabm_MUL_IMAGE_GLAUCOMA_SMDG_2","0.7872566879959852","2","non","TabM Ⓜ️","2026-04-02T10:10:15.000Z","MUL_IMAGE_GLAUCOMA_SMDG","19"
"tabm_MUL_IMAGE_GLAUCOMA_SMDG_2","0.9086966072874192","2","all","TabM Ⓜ️","2026-04-02T10:09:11.000Z","MUL_IMAGE_GLAUCOMA_SMDG","185"
"cat_MUL_IMAGE_GLAUCOMA_SMDG_2","0.880598901533852","2","img","CatBoost 😸","2026-04-02T10:08:40.000Z","MUL_IMAGE_GLAUCOMA_SMDG","162"
"cat_MUL_IMAGE_GLAUCOMA_SMDG_2","0.9509123275662612","2","ft","CatBoost 😸","2026-04-02T10:05:57.000Z","MUL_IMAGE_GLAUCOMA_SMDG","355"
"light_MUL_IMAGE_GLAUCOMA_SMDG_2","0.8253891716899139","2","img","LightGBM 💡","2026-04-02T10:05:51.000Z","MUL_IMAGE_GLAUCOMA_SMDG","281"
"light_MUL_IMAGE_GLAUCOMA_SMDG_2","0.9427337608392966","2","ft","LightGBM 💡","2026-04-02T10:05:41.000Z","MUL_IMAGE_GLAUCOMA_SMDG","368"
"light_MUL_IMAGE_GLAUCOMA_SMDG_2","0.7425906909949695","2","non","LightGBM 💡","2026-04-02T10:05:41.000Z","MUL_IMAGE_GLAUCOMA_SMDG","13"
"light_MUL_IMAGE_GLAUCOMA_SMDG_2","0.8838081196915182","2","all","LightGBM 💡","2026-04-02T10:05:32.000Z","MUL_IMAGE_GLAUCOMA_SMDG","279"
"tabpfnv2_MUL_IMAGE_GLAUCOMA_SMDG_1","0.8801432303905892","1","img","TabPFN-v2 🤯","2026-04-02T01:13:15.000Z","MUL_IMAGE_GLAUCOMA_SMDG","186"
"tabpfnv2_MUL_IMAGE_GLAUCOMA_SMDG_1","0.931045649800144","1","ft","TabPFN-v2 🤯","2026-04-02T01:03:50.000Z","MUL_IMAGE_GLAUCOMA_SMDG","1287"
"tabpfnv2_MUL_IMAGE_GLAUCOMA_SMDG_1","0.7722768208365784","1","non","TabPFN-v2 🤯","2026-04-02T01:03:24.000Z","MUL_IMAGE_GLAUCOMA_SMDG","586"
"tabpfnv2_MUL_IMAGE_GLAUCOMA_SMDG_1","0.9206454421788852","1","all","TabPFN-v2 🤯","2026-04-02T00:59:58.000Z","MUL_IMAGE_GLAUCOMA_SMDG","200"
"tabpfnv2p5_MUL_IMAGE_GLAUCOMA_SMDG_1","0.8876074379428388","1","img","TabPFN-v2p5 🇩🇪","2026-04-02T00:56:55.000Z","MUL_IMAGE_GLAUCOMA_SMDG","175"
"tabpfnv2p5_MUL_IMAGE_GLAUCOMA_SMDG_1","0.9382362250430484","1","ft","TabPFN-v2p5 🇩🇪","2026-04-02T00:50:07.000Z","MUL_IMAGE_GLAUCOMA_SMDG","812"
"tabpfnv2p5_MUL_IMAGE_GLAUCOMA_SMDG_1","0.793085668545288","1","non","TabPFN-v2p5 🇩🇪","2026-04-02T00:47:18.000Z","MUL_IMAGE_GLAUCOMA_SMDG","573"
"tabpfnv2p5_MUL_IMAGE_GLAUCOMA_SMDG_1","0.9304889165425456","1","all","TabPFN-v2p5 🇩🇪","2026-04-02T00:44:15.000Z","MUL_IMAGE_GLAUCOMA_SMDG","177"
"tabm_MUL_IMAGE_GLAUCOMA_SMDG_1","0.8890764922844827","1","img","TabM Ⓜ️","2026-04-02T00:40:13.000Z","MUL_IMAGE_GLAUCOMA_SMDG","237"
"tabm_MUL_IMAGE_GLAUCOMA_SMDG_1","0.930831353712405","1","ft","TabM Ⓜ️","2026-04-02T00:38:57.000Z","MUL_IMAGE_GLAUCOMA_SMDG","660"
"tabm_MUL_IMAGE_GLAUCOMA_SMDG_1","0.7816377986254691","1","non","TabM Ⓜ️","2026-04-02T00:38:30.000Z","MUL_IMAGE_GLAUCOMA_SMDG","19"
"tabm_MUL_IMAGE_GLAUCOMA_SMDG_1","0.9279255995712918","1","all","TabM Ⓜ️","2026-04-02T00:34:33.000Z","MUL_IMAGE_GLAUCOMA_SMDG","231"
"cat_MUL_IMAGE_GLAUCOMA_SMDG_1","0.8838044364673934","1","img","CatBoost 😸","2026-04-02T00:30:48.000Z","MUL_IMAGE_GLAUCOMA_SMDG","220"
"cat_MUL_IMAGE_GLAUCOMA_SMDG_1","0.9279501492738492","1","ft","CatBoost 😸","2026-04-02T00:21:17.000Z","MUL_IMAGE_GLAUCOMA_SMDG","563"
"cat_MUL_IMAGE_GLAUCOMA_SMDG_1","0.7885810666686277","1","non","CatBoost 😸","2026-04-02T00:20:40.000Z","MUL_IMAGE_GLAUCOMA_SMDG","33"
"cat_MUL_IMAGE_GLAUCOMA_SMDG_1","0.9271387347264968","1","all","CatBoost 😸","2026-04-02T00:15:42.000Z","MUL_IMAGE_GLAUCOMA_SMDG","293"
"light_MUL_IMAGE_GLAUCOMA_SMDG_1","0.8601786331003413","1","img","LightGBM 💡","2026-04-02T00:11:09.000Z","MUL_IMAGE_GLAUCOMA_SMDG","266"
"light_MUL_IMAGE_GLAUCOMA_SMDG_1","0.9296812128813488","1","ft","LightGBM 💡","2026-04-02T00:01:12.000Z","MUL_IMAGE_GLAUCOMA_SMDG","586"
"light_MUL_IMAGE_GLAUCOMA_SMDG_1","0.7584578347738119","1","non","LightGBM 💡","2026-04-02T00:00:50.000Z","MUL_IMAGE_GLAUCOMA_SMDG","16"
"light_MUL_IMAGE_GLAUCOMA_SMDG_1","0.921248587291388","1","all","LightGBM 💡","2026-04-01T23:55:52.000Z","MUL_IMAGE_GLAUCOMA_SMDG","291"
"tabpfnv2_MUL_IMAGE_GLAUCOMA_SMDG_0","0.8694547874448783","0","img","TabPFN-v2 🤯","2026-04-01T23:48:21.000Z","MUL_IMAGE_GLAUCOMA_SMDG","439"
"tabpfnv2_MUL_IMAGE_GLAUCOMA_SMDG_0","0.933212773575019","0","ft","TabPFN-v2 🤯","2026-04-01T23:33:31.000Z","MUL_IMAGE_GLAUCOMA_SMDG","863"
"tabpfnv2_MUL_IMAGE_GLAUCOMA_SMDG_0","0.7129166166400562","0","non","TabPFN-v2 🤯","2026-04-01T23:21:09.000Z","MUL_IMAGE_GLAUCOMA_SMDG","739"
"tabpfnv2_MUL_IMAGE_GLAUCOMA_SMDG_0","0.9060078466415415","0","all","TabPFN-v2 🤯","2026-04-01T23:17:07.000Z","MUL_IMAGE_GLAUCOMA_SMDG","237"
"tabpfnv2p5_MUL_IMAGE_GLAUCOMA_SMDG_0","0.8746544046756931","0","img","TabPFN-v2p5 🇩🇪","2026-04-01T23:13:10.000Z","MUL_IMAGE_GLAUCOMA_SMDG","231"
"tabpfnv2p5_MUL_IMAGE_GLAUCOMA_SMDG_0","0.9447874590983912","0","ft","TabPFN-v2p5 🇩🇪","2026-04-01T23:07:47.000Z","MUL_IMAGE_GLAUCOMA_SMDG","5530"
"tabpfnv2p5_MUL_IMAGE_GLAUCOMA_SMDG_0","0.7919622569073536","0","non","TabPFN-v2p5 🇩🇪","2026-04-01T22:58:11.000Z","MUL_IMAGE_GLAUCOMA_SMDG","572"
"tabpfnv2p5_MUL_IMAGE_GLAUCOMA_SMDG_0","0.9290059280807004","0","all","TabPFN-v2p5 🇩🇪","2026-04-01T22:55:07.000Z","MUL_IMAGE_GLAUCOMA_SMDG","180"
"tabm_MUL_IMAGE_GLAUCOMA_SMDG_0","0.8502672133277547","0","img","TabM Ⓜ️","2026-04-01T22:51:38.000Z","MUL_IMAGE_GLAUCOMA_SMDG","205"
"tabm_MUL_IMAGE_GLAUCOMA_SMDG_0","0.9376906832476098","0","ft","TabM Ⓜ️","2026-04-01T22:51:17.000Z","MUL_IMAGE_GLAUCOMA_SMDG","1295"
"tabm_MUL_IMAGE_GLAUCOMA_SMDG_0","0.7664187357289362","0","non","TabM Ⓜ️","2026-04-01T22:51:00.000Z","MUL_IMAGE_GLAUCOMA_SMDG","30"
"tabm_MUL_IMAGE_GLAUCOMA_SMDG_0","0.9162653173270936","0","all","TabM Ⓜ️","2026-04-01T22:48:07.000Z","MUL_IMAGE_GLAUCOMA_SMDG","184"
"cat_MUL_IMAGE_GLAUCOMA_SMDG_0","0.8541131201708372","0","img","CatBoost 😸","2026-04-01T22:45:14.000Z","MUL_IMAGE_GLAUCOMA_SMDG","170"
"cat_MUL_IMAGE_GLAUCOMA_SMDG_0","0.9312364472050992","0","ft","CatBoost 😸","2026-04-01T22:42:58.000Z","MUL_IMAGE_GLAUCOMA_SMDG","473"
"cat_MUL_IMAGE_GLAUCOMA_SMDG_0","0.7960655414821992","0","non","CatBoost 😸","2026-04-01T22:42:36.000Z","MUL_IMAGE_GLAUCOMA_SMDG","18"
"cat_MUL_IMAGE_GLAUCOMA_SMDG_0","0.9127716606693892","0","all","CatBoost 😸","2026-04-01T22:39:43.000Z","MUL_IMAGE_GLAUCOMA_SMDG","165"
"light_MUL_IMAGE_GLAUCOMA_SMDG_0","0.8449515358713882","0","img","LightGBM 💡","2026-04-01T22:37:00.000Z","MUL_IMAGE_GLAUCOMA_SMDG","158"
"light_MUL_IMAGE_GLAUCOMA_SMDG_0","0.9385794673215728","0","ft","LightGBM 💡","2026-04-01T22:30:34.000Z","MUL_IMAGE_GLAUCOMA_SMDG","867"
"light_MUL_IMAGE_GLAUCOMA_SMDG_0","0.7352776466236616","0","non","LightGBM 💡","2026-04-01T22:30:13.000Z","MUL_IMAGE_GLAUCOMA_SMDG","16"
"light_MUL_IMAGE_GLAUCOMA_SMDG_0","0.8834917726375476","0","all","LightGBM 💡","2026-04-01T22:29:49.000Z","MUL_IMAGE_GLAUCOMA_SMDG","422"
