model,state,dataset,test_score,fold
LightGBM,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8991662583273694,0
LightGBM,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8769628964523458,1
LightGBM,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.895120469025021,2
LightGBM,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8776647163068436,3
LightGBM,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9055633534686958,4
LightGBM,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8302284154702263,0
LightGBM,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8274258324154388,1
LightGBM,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8250915239627723,2
LightGBM,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.815521398489615,3
LightGBM,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8410687518211587,4
LightGBM,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8693572914581391,0
LightGBM,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.852717073556934,1
LightGBM,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8885355525901223,2
LightGBM,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8488537359194488,3
LightGBM,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8468380432869155,4
RandomForest,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8922192506331406,0
RandomForest,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8644669953264599,1
RandomForest,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8882440854705005,2
RandomForest,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8823968167856182,3
RandomForest,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8928674213228897,4
RandomForest,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8915181184000835,0
RandomForest,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8604382153116953,1
RandomForest,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8815694852243879,2
RandomForest,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8809843668127693,3
RandomForest,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8861992283245723,4
RandomForest,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.7613199796650416,0
RandomForest,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.734867965217182,1
RandomForest,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.7016864410810261,2
RandomForest,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.7117850011159241,3
RandomForest,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.7351428755663106,4
RandomForest,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8621586707056381,0
RandomForest,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8448209521416349,1
RandomForest,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8806218983768168,2
RandomForest,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8640804914247655,3
RandomForest,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8589827304873416,4
RealMLP,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8969324396240819,0
RealMLP,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8944213658480241,1
RealMLP,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9003024277200689,2
RealMLP,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8883225184111623,3
RealMLP,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9001674907314292,4
RealMLP,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8979112267079835,0
RealMLP,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8824174067461851,1
RealMLP,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8884198381389659,2
RealMLP,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.888883126767332,3
RealMLP,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8915828530957202,4
RealMLP,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8403656935038291,0
RealMLP,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8550618801871347,1
RealMLP,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8530281109141025,2
RealMLP,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8361979716459997,3
RealMLP,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8485169709937912,4
RealMLP,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8578341463249599,0
RealMLP,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8650273047813508,1
RealMLP,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8840325720351049,2
RealMLP,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8546008683871403,3
RealMLP,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.848370930697697,4
TabDPT,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8789060466709648,0
TabDPT,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8755912563005137,1
TabDPT,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8728761033187672,2
TabDPT,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8787417444377208,3
TabDPT,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8878972121370249,4
TabDPT,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8696212396983678,0
TabDPT,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8769155037786008,1
TabDPT,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8721014352340343,2
TabDPT,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8778486482718524,3
TabDPT,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.879871939276726,4
TabDPT,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8537660279828991,0
TabDPT,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8479147299968962,1
TabDPT,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.841284095347349,2
TabDPT,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8358754653043823,3
TabDPT,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8572172256330753,4
TabDPT,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8327340107873189,0
TabDPT,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8355000918644646,1
TabDPT,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8563037262569093,2
TabDPT,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.841977821601178,3
TabDPT,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8675566109301125,4
TabICLv2,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9102986677307304,0
TabICLv2,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.903052906376672,1
TabICLv2,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9115543416370911,2
TabICLv2,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9030088328875442,3
TabICLv2,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.923347081812424,4
TabICLv2,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9147748560351154,0
TabICLv2,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9042826106338652,1
TabICLv2,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.916317235164847,2
TabICLv2,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9063045646855128,3
TabICLv2,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.917881146048115,4
TabICLv2,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8689695564182451,0
TabICLv2,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8572310649304763,1
TabICLv2,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8624231888303682,2
TabICLv2,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8551825219013475,3
TabICLv2,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8682523023948804,4
TabICLv2,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8877736057570365,0
TabICLv2,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8711493717582345,1
TabICLv2,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8986876996469972,2
TabICLv2,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8807672688969529,3
TabICLv2,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8992137386284356,4
TabM,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9082643475678004,0
TabM,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8860177332531455,1
TabM,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8989056006462532,2
TabM,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8795867016421393,3
TabM,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9076497020884317,4
TabM,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9092094021845234,0
TabM,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8868752487376896,1
TabM,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9035254778280208,2
TabM,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8888398901656636,3
TabM,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9087391454472508,4
TabM,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8481912779874082,0
TabM,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8543437455117385,1
TabM,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8468314334565963,2
TabM,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.816913845833473,3
TabM,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.7172307748703359,4
TabM,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.880942680547754,0
TabM,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8517541447519215,1
TabM,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8686841169583983,2
TabM,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8701947849439124,3
TabM,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8792994709038733,4
TabPFN-2.5,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9226751891128084,0
TabPFN-2.5,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9168366346254804,1
TabPFN-2.5,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.925883886012618,2
TabPFN-2.5,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9151257366259148,3
TabPFN-2.5,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9278222811638466,4
TabPFN-2.5,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9214320173517913,0
TabPFN-2.5,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9151891049111222,1
TabPFN-2.5,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9204113237275912,2
TabPFN-2.5,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.910926310090406,3
TabPFN-2.5,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9251887904179086,4
TabPFN-2.5,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8632183234856703,0
TabPFN-2.5,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8573901241227027,1
TabPFN-2.5,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8580567283552187,2
TabPFN-2.5,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8523742626869516,3
TabPFN-2.5,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8631921360743732,4
TabPFN-2.5,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9141976160980382,0
TabPFN-2.5,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9029460765068276,1
TabPFN-2.5,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9198277330460822,2
TabPFN-2.5,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9055910755203036,3
TabPFN-2.5,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9186886694153246,4
TabPFNv2,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9091571800703212,0
TabPFNv2,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9047845863465768,1
TabPFNv2,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9069434198716334,2
TabPFNv2,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9006160818286839,3
TabPFNv2,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9139929216210604,4
TabPFNv2,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9109829490735296,0
TabPFNv2,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9031483023613036,1
TabPFNv2,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9118429482234878,2
TabPFNv2,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.904177151538014,3
TabPFNv2,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9117511772879968,4
TabPFNv2,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8628880771801954,0
TabPFNv2,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.857867950456535,1
TabPFNv2,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8569985468653715,2
TabPFNv2,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.848932356647922,3
TabPFNv2,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.865480054895311,4
TabPFNv2,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9010337701771632,0
TabPFNv2,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8889488501282642,1
TabPFNv2,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9037608490652544,2
TabPFNv2,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8960205673489101,3
TabPFNv2,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8958788082866581,4
XGBoost,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9033018488510564,0
XGBoost,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8961321623657976,1
XGBoost,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9075106326714092,2
XGBoost,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8969532886508592,3
XGBoost,all,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.9113851000942336,4
XGBoost,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.906689415188474,0
XGBoost,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8891598090664358,1
XGBoost,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8904616751429351,2
XGBoost,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8966138136836115,3
XGBoost,ft,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.911173123166764,4
XGBoost,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8539093986675593,0
XGBoost,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8441404987615002,1
XGBoost,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8479671810809142,2
XGBoost,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.843721978383182,3
XGBoost,no_text,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8612365934271791,4
XGBoost,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8842138158141957,0
XGBoost,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8643763437509375,1
XGBoost,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8848709832602353,2
XGBoost,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.861924223290843,3
XGBoost,text_only,BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.8816897578765761,4
CatBoost,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8926221804511278,0
CatBoost,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9000381813909775,1
CatBoost,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9168820488721804,2
CatBoost,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9289385573308272,3
CatBoost,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.895735432330827,4
CatBoost,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9335056390977444,0
CatBoost,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8771587171052632,1
CatBoost,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9203771146616542,2
CatBoost,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9263833411654134,3
CatBoost,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9104940084586466,4
CatBoost,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.6949380286654135,0
CatBoost,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.7067448895676691,1
CatBoost,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.6594587053571429,2
CatBoost,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.695084880169173,3
CatBoost,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.6766476738721804,4
CatBoost,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8930333646616542,0
CatBoost,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8793614896616542,1
CatBoost,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.916984844924812,2
CatBoost,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.91265272556391,3
CatBoost,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8820195018796991,4
LightGBM,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9245917528195488,0
LightGBM,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8888480968045113,1
LightGBM,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9273085056390976,2
LightGBM,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9192023026315788,3
LightGBM,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8863222509398497,4
LightGBM,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.932125234962406,0
LightGBM,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9071457941729324,1
LightGBM,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.920832354323308,2
LightGBM,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9257078242481204,3
LightGBM,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9222421287593984,4
LightGBM,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.6947471217105263,0
LightGBM,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.7223845747180451,1
LightGBM,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.6575055803571429,2
LightGBM,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.7031690554511277,3
LightGBM,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.6665516329887219,4
LightGBM,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9075569783834588,0
LightGBM,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9156044407894736,1
LightGBM,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9304364426691728,2
LightGBM,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9093045112781954,3
LightGBM,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8780545112781954,4
RandomForest,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9334028430451128,0
RandomForest,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8656529017857143,1
RandomForest,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9005301339285714,2
RandomForest,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9085115131578948,3
RandomForest,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8553586113721805,4
RandomForest,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.92628788768797,0
RandomForest,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8831429158834585,1
RandomForest,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8891344572368421,2
RandomForest,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9020059915413534,3
RandomForest,ft,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8910582119360901,4
RandomForest,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.6939688087406015,0
RandomForest,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.7112679158834587,1
RandomForest,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.6551265859962405,2
RandomForest,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.7052910596804511,3
RandomForest,no_text,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.6367481203007518,4
RandomForest,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9221760455827068,0
RandomForest,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8713580827067668,1
RandomForest,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8941494360902256,2
RandomForest,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8998766447368421,3
RandomForest,text_only,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8615263745300753,4
RealMLP,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8842075892857144,0
RealMLP,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8643679511278195,1
RealMLP,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.8901697603383458,2
RealMLP,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9225505169172932,3
RealMLP,all,BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.9021675281954886,4
