"Name","Created","model","fold","dataset","test_score","multimodal_state","Commit","Runtime","State"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:43:19.000Z","TabM Ⓜ️","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.43989017857515855","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","356","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:42:15.000Z","TabM Ⓜ️","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6468015037352502","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","3698","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:41:43.000Z","TabM Ⓜ️","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6722552521719982","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","336","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:40:08.000Z","CatBoost 😸","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6820792961342117","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","89","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:36:43.000Z","CatBoost 😸","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.3677490948486165","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","327","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:24:50.000Z","CatBoost 😸","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6833737216514228","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","3689","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:18:57.000Z","CatBoost 😸","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6931841227852383","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","344","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:18:36.000Z","LightGBM 💡","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6684059798181521","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","15","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:13:25.000Z","LightGBM 💡","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.3769242236050024","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","305","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:13:00.000Z","LightGBM 💡","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6618952335273314","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","3655","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:08:00.000Z","LightGBM 💡","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6713587748165525","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","321","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T21:07:37.000Z","TabPFN-v2 🤯","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7161980056689836","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","19","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T21:05:01.000Z","TabPFN-v2 🤯","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5198440110876401","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","476","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T20:59:49.000Z","TabPFN-v2 🤯","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7354207831358728","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","5349","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T20:59:40.000Z","TabPFN-v2 🤯","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7177137552265669","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","471","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T20:59:18.000Z","TabPFN-v2p5 🇩🇪","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7256352153724261","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","19","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T20:53:10.000Z","TabPFN-v2p5 🇩🇪","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5685074982727736","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","361","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T20:09:27.000Z","TabPFN-v2p5 🇩🇪","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7481258756120465","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","5233","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T20:03:20.000Z","TabPFN-v2p5 🇩🇪","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7350947975310053","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","362","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T20:02:59.000Z","TabM Ⓜ️","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6606541663663771","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","16","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T19:57:23.000Z","TabM Ⓜ️","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5676011805955572","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","332","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T19:56:09.000Z","TabM Ⓜ️","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7050501053929403","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","4125","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T19:51:42.000Z","TabM Ⓜ️","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7284611484494381","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","334","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T19:51:10.000Z","CatBoost 😸","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.680180900315002","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","28","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T19:50:07.000Z","CatBoost 😸","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.4666876289928933","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","355","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T19:50:01.000Z","CatBoost 😸","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7160119139135709","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","4183","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T19:44:58.000Z","CatBoost 😸","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7234598446211334","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","368","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T19:44:37.000Z","LightGBM 💡","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6796990963686855","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","15","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","2026-04-16T19:44:32.000Z","LightGBM 💡","0","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.38641531395936646","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","332","finished"
