"Name","Created","model","fold","dataset","test_score","multimodal_state","Commit","Runtime"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_3","2026-03-04T15:53:48.000Z","CatBoost 😸","3","MUL_TEXT_FOOD_WINE_REVIEW","0.9820413538206678","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","2632"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_3","2026-03-04T15:53:45.000Z","CatBoost 😸","3","MUL_TEXT_FOOD_WINE_REVIEW","0.9739780145521624","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","774"
"light_MUL_TEXT_FOOD_WINE_REVIEW_3","2026-03-04T15:52:56.000Z","LightGBM 💡","3","MUL_TEXT_FOOD_WINE_REVIEW","0.82593273436457","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","42"
"light_MUL_TEXT_FOOD_WINE_REVIEW_3","2026-03-04T15:52:32.000Z","LightGBM 💡","3","MUL_TEXT_FOOD_WINE_REVIEW","0.9627461612119904","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","213"
"light_MUL_TEXT_FOOD_WINE_REVIEW_3","2026-03-04T15:52:23.000Z","LightGBM 💡","3","MUL_TEXT_FOOD_WINE_REVIEW","0.9759549072859462","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","2096"
"light_MUL_TEXT_FOOD_WINE_REVIEW_3","2026-03-04T15:52:22.000Z","LightGBM 💡","3","MUL_TEXT_FOOD_WINE_REVIEW","0.9652708846420376","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","162"
"tabm_MUL_TEXT_FOOD_WINE_REVIEW_2","2026-03-04T15:49:43.000Z","TabM Ⓜ️","2","MUL_TEXT_FOOD_WINE_REVIEW","0.8528056632772993","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","28"
"tabm_MUL_TEXT_FOOD_WINE_REVIEW_2","2026-03-04T15:49:23.000Z","TabM Ⓜ️","2","MUL_TEXT_FOOD_WINE_REVIEW","0.977588716074736","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","156"
"tabm_MUL_TEXT_FOOD_WINE_REVIEW_2","2026-03-04T15:49:13.000Z","TabM Ⓜ️","2","MUL_TEXT_FOOD_WINE_REVIEW","0.9836900786038568","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","2675"
"tabm_MUL_TEXT_FOOD_WINE_REVIEW_2","2026-03-04T15:49:10.000Z","TabM Ⓜ️","2","MUL_TEXT_FOOD_WINE_REVIEW","0.98035016159972","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","179"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_2","2026-03-04T15:47:15.000Z","CatBoost 😸","2","MUL_TEXT_FOOD_WINE_REVIEW","0.8550676459925367","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","142"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_2","2026-03-04T15:46:39.000Z","CatBoost 😸","2","MUL_TEXT_FOOD_WINE_REVIEW","0.9731648771170136","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","338"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_2","2026-03-04T15:46:32.000Z","CatBoost 😸","2","MUL_TEXT_FOOD_WINE_REVIEW","0.9822065428556416","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","3731"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_2","2026-03-04T15:46:20.000Z","CatBoost 😸","2","MUL_TEXT_FOOD_WINE_REVIEW","0.976299538474834","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","663"
"light_MUL_TEXT_FOOD_WINE_REVIEW_2","2026-03-04T15:46:09.000Z","LightGBM 💡","2","MUL_TEXT_FOOD_WINE_REVIEW","0.8236153568331089","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","17"
"light_MUL_TEXT_FOOD_WINE_REVIEW_2","2026-03-04T15:46:07.000Z","LightGBM 💡","2","MUL_TEXT_FOOD_WINE_REVIEW","0.962910749719014","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","179"
"light_MUL_TEXT_FOOD_WINE_REVIEW_2","2026-03-04T15:46:02.000Z","LightGBM 💡","2","MUL_TEXT_FOOD_WINE_REVIEW","0.9740883590988954","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","7646"
"light_MUL_TEXT_FOOD_WINE_REVIEW_2","2026-03-04T15:45:58.000Z","LightGBM 💡","2","MUL_TEXT_FOOD_WINE_REVIEW","0.963678116524292","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","189"
"tabm_MUL_TEXT_FOOD_WINE_REVIEW_1","2026-03-04T15:44:25.000Z","TabM Ⓜ️","1","MUL_TEXT_FOOD_WINE_REVIEW","0.8601090905680185","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","25"
"tabm_MUL_TEXT_FOOD_WINE_REVIEW_1","2026-03-04T15:43:39.000Z","TabM Ⓜ️","1","MUL_TEXT_FOOD_WINE_REVIEW","0.9761236509835388","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","156"
"tabm_MUL_TEXT_FOOD_WINE_REVIEW_1","2026-03-04T15:42:53.000Z","TabM Ⓜ️","1","MUL_TEXT_FOOD_WINE_REVIEW","0.9817058131992138","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","2853"
"tabm_MUL_TEXT_FOOD_WINE_REVIEW_1","2026-03-04T15:42:42.000Z","TabM Ⓜ️","1","MUL_TEXT_FOOD_WINE_REVIEW","0.9768070746316913","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","188"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_1","2026-03-04T15:42:01.000Z","CatBoost 😸","1","MUL_TEXT_FOOD_WINE_REVIEW","0.8633380427541938","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","136"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_1","2026-03-04T15:41:46.000Z","CatBoost 😸","1","MUL_TEXT_FOOD_WINE_REVIEW","0.971420168675523","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","186"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_1","2026-03-04T15:41:16.000Z","CatBoost 😸","1","MUL_TEXT_FOOD_WINE_REVIEW","0.9808372086998622","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","3087"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_1","2026-03-04T15:41:10.000Z","CatBoost 😸","1","MUL_TEXT_FOOD_WINE_REVIEW","0.974256879502789","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","645"
"light_MUL_TEXT_FOOD_WINE_REVIEW_1","2026-03-04T15:40:56.000Z","LightGBM 💡","1","MUL_TEXT_FOOD_WINE_REVIEW","0.8338169683668476","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","30"
"light_MUL_TEXT_FOOD_WINE_REVIEW_1","2026-03-04T15:40:53.000Z","LightGBM 💡","1","MUL_TEXT_FOOD_WINE_REVIEW","0.9641970467815176","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","163"
"light_MUL_TEXT_FOOD_WINE_REVIEW_1","2026-03-04T15:40:51.000Z","LightGBM 💡","1","MUL_TEXT_FOOD_WINE_REVIEW","0.9738064459368316","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","2779"
"light_MUL_TEXT_FOOD_WINE_REVIEW_1","2026-03-04T15:40:42.000Z","LightGBM 💡","1","MUL_TEXT_FOOD_WINE_REVIEW","0.9653681021054896","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","295"
"tabm_MUL_TEXT_FOOD_WINE_REVIEW_0","2026-03-04T15:39:35.000Z","TabM Ⓜ️","0","MUL_TEXT_FOOD_WINE_REVIEW","0.8534889091029142","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","27"
"tabm_MUL_TEXT_FOOD_WINE_REVIEW_0","2026-03-04T15:39:20.000Z","TabM Ⓜ️","0","MUL_TEXT_FOOD_WINE_REVIEW","0.9745866412351633","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","158"
"tabm_MUL_TEXT_FOOD_WINE_REVIEW_0","2026-03-04T15:39:06.000Z","TabM Ⓜ️","0","MUL_TEXT_FOOD_WINE_REVIEW","0.9819411043259624","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","2772"
"tabm_MUL_TEXT_FOOD_WINE_REVIEW_0","2026-03-04T15:38:56.000Z","TabM Ⓜ️","0","MUL_TEXT_FOOD_WINE_REVIEW","0.9768339912057944","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","159"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_0","2026-03-04T15:38:35.000Z","CatBoost 😸","0","MUL_TEXT_FOOD_WINE_REVIEW","0.8550248750094295","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","151"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_0","2026-03-04T15:38:33.000Z","CatBoost 😸","0","MUL_TEXT_FOOD_WINE_REVIEW","0.9703767470339824","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","186"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_0","2026-03-04T15:38:01.000Z","CatBoost 😸","0","MUL_TEXT_FOOD_WINE_REVIEW","0.9800370471049392","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","3212"
"cat_MUL_TEXT_FOOD_WINE_REVIEW_0","2026-03-04T15:36:48.000Z","CatBoost 😸","0","MUL_TEXT_FOOD_WINE_REVIEW","0.973164082411096","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","752"
"light_MUL_TEXT_FOOD_WINE_REVIEW_0","2026-03-04T15:36:21.000Z","LightGBM 💡","0","MUL_TEXT_FOOD_WINE_REVIEW","0.8305485047492976","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","23"
"light_MUL_TEXT_FOOD_WINE_REVIEW_0","2026-03-04T15:35:45.000Z","LightGBM 💡","0","MUL_TEXT_FOOD_WINE_REVIEW","0.9614038755653732","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","162"
"light_MUL_TEXT_FOOD_WINE_REVIEW_0","2026-03-04T15:35:20.000Z","LightGBM 💡","0","MUL_TEXT_FOOD_WINE_REVIEW","0.9702222409010112","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","8052"
"light_MUL_TEXT_FOOD_WINE_REVIEW_0","2026-03-04T15:35:16.000Z","LightGBM 💡","0","MUL_TEXT_FOOD_WINE_REVIEW","0.9641964008861488","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","161"
"tabpfnv2_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:34:59.000Z","TabPFN-v2 🤯","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8289919411688911","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","732"
"tabpfnv2_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:34:40.000Z","TabPFN-v2 🤯","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8080981910780991","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","60"
"tabpfnv2_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:34:25.000Z","TabPFN-v2 🤯","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9167254576009054","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","331"
"tabpfnv2_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:34:16.000Z","TabPFN-v2 🤯","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.910305198362244","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","54"
"tabpfnv2p5_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:34:13.000Z","TabPFN-v2p5 🇩🇪","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8298812191256808","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","739"
"tabpfnv2p5_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:33:54.000Z","TabPFN-v2p5 🇩🇪","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8164397364557234","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","78"
"tabpfnv2p5_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:33:44.000Z","TabPFN-v2p5 🇩🇪","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9134798024582168","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","329"
"tabpfnv2p5_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:33:18.000Z","TabPFN-v2p5 🇩🇪","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9158099805252212","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","53"
"tabm_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:33:17.000Z","TabM Ⓜ️","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8293605693548841","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","20"
"tabm_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:32:35.000Z","TabM Ⓜ️","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9187075180569072","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","458"
"tabm_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:32:35.000Z","TabM Ⓜ️","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8026415069899925","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","75"
"tabm_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:32:18.000Z","TabM Ⓜ️","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9019824316319068","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","52"
"cat_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:32:07.000Z","CatBoost 😸","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8307296453832611","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","24"
"cat_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:31:56.000Z","CatBoost 😸","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.7872341407184089","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","58"
"cat_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:31:37.000Z","CatBoost 😸","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.919995931555325","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","440"
"cat_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:31:04.000Z","CatBoost 😸","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9014415033768406","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","69"
"light_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:30:26.000Z","LightGBM 💡","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8307008642579329","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","31"
"light_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:29:21.000Z","LightGBM 💡","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.7724361142105409","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","58"
"light_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:29:03.000Z","LightGBM 💡","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9000989691086764","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","434"
"light_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_4","2026-03-04T15:28:06.000Z","LightGBM 💡","4","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8723084199346527","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","68"
"tabpfnv2_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:27:53.000Z","TabPFN-v2 🤯","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8404468663534018","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","776"
"tabpfnv2_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:27:44.000Z","TabPFN-v2 🤯","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.7987147142827624","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","71"
"tabpfnv2_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:27:17.000Z","TabPFN-v2 🤯","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9335089926589374","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","669"
"tabpfnv2_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:26:54.000Z","TabPFN-v2 🤯","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9239962768285336","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","53"
"tabpfnv2p5_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:26:30.000Z","TabPFN-v2p5 🇩🇪","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8399663728271445","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","739"
"tabpfnv2p5_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:26:24.000Z","TabPFN-v2p5 🇩🇪","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.7951190750314888","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","46"
"tabpfnv2p5_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:26:20.000Z","TabPFN-v2p5 🇩🇪","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9336490846109242","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","515"
"tabpfnv2p5_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:25:56.000Z","TabPFN-v2p5 🇩🇪","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.918412885677348","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","53"
"tabm_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:25:54.000Z","TabM Ⓜ️","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.828517516632171","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","21"
"tabm_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:25:50.000Z","TabM Ⓜ️","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.7635314363606095","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","57"
"tabm_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:25:42.000Z","TabM Ⓜ️","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9362099145462356","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","516"
"tabm_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:25:36.000Z","TabM Ⓜ️","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.895641359752387","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","45"
"cat_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:25:14.000Z","CatBoost 😸","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8435699910305247","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","20"
"cat_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:24:53.000Z","CatBoost 😸","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.76317941207881","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","57"
"cat_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:24:36.000Z","CatBoost 😸","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9323302626190962","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","518"
"cat_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:24:30.000Z","CatBoost 😸","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9001052640937716","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","77"
"light_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:24:14.000Z","LightGBM 💡","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.84341142866266","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","20"
"light_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:23:49.000Z","LightGBM 💡","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.7395382600552041","text_only","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","58"
"light_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:23:02.000Z","LightGBM 💡","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.9053637828370314","ft","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","510"
"light_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_3","2026-03-04T15:22:34.000Z","LightGBM 💡","3","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8665056789252554","all","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","69"
"tabpfnv2_MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT_2","2026-03-04T15:22:28.000Z","TabPFN-v2 🤯","2","MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT","0.8160573905234871","no_text","4a37d5b6f42cd9796d15c3a9a8ab66077186f4e3","729"
