"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","e5_model","train_peak_cpu_gb","train_peak_gpu_gb"
"light_REG_TEXT_VIDEO_GAMES_SALES_4","0.27484784197682777","4","ft","LightGBM 💡","2026-04-08T22:08:08.000Z","REG_TEXT_VIDEO_GAMES_SALES","5226","e5-large","2.9967803955078125","39.99761962890625"
"light_REG_TEXT_VIDEO_GAMES_SALES_4","0.2983216701132859","4","all","LightGBM 💡","2026-04-08T22:07:23.000Z","REG_TEXT_VIDEO_GAMES_SALES","846","e5-large","1.6686172485351562","2.8779296875"
"tabpfnv2_REG_TEXT_VIDEO_GAMES_SALES_3","0.3460658990400238","3","ft","TabPFN-v2 🤯","2026-04-08T22:04:53.000Z","REG_TEXT_VIDEO_GAMES_SALES","5773","e5-large","3.2115516662597656","39.5517578125"
"tabpfnv2_REG_TEXT_VIDEO_GAMES_SALES_3","0.3047975622235406","3","all","TabPFN-v2 🤯","2026-04-08T22:04:52.000Z","REG_TEXT_VIDEO_GAMES_SALES","881","e5-large","2.29434585571289","2.8779296875"
"tabpfnv2p5_REG_TEXT_VIDEO_GAMES_SALES_3","0.4219049566343088","3","ft","TabPFN-v2p5 🇩🇪","2026-04-08T22:03:45.000Z","REG_TEXT_VIDEO_GAMES_SALES","5762","e5-large","2.9817581176757812","39.99761962890625"
"tabpfnv2p5_REG_TEXT_VIDEO_GAMES_SALES_3","0.4181425077770602","3","all","TabPFN-v2p5 🇩🇪","2026-04-08T21:53:59.000Z","REG_TEXT_VIDEO_GAMES_SALES","846","e5-large","1.7847404479980469","3.39019775390625"
"tabm_REG_TEXT_VIDEO_GAMES_SALES_3","0.5718743905903674","3","ft","TabM Ⓜ️","2026-04-08T21:51:07.000Z","REG_TEXT_VIDEO_GAMES_SALES","4041","e5-large","2.9954261779785156","39.99761962890625"
"tabm_REG_TEXT_VIDEO_GAMES_SALES_3","0.3206346220002979","3","all","TabM Ⓜ️","2026-04-08T21:50:59.000Z","REG_TEXT_VIDEO_GAMES_SALES","830","e5-large","2.1946563720703125","2.9052734375"
"cat_REG_TEXT_VIDEO_GAMES_SALES_3","0.4321660058441906","3","ft","CatBoost 😸","2026-04-08T21:44:37.000Z","REG_TEXT_VIDEO_GAMES_SALES","4047","e5-large","3.11751937866211","39.5810546875"
"cat_REG_TEXT_VIDEO_GAMES_SALES_3","0.38194198329419937","3","all","CatBoost 😸","2026-04-08T21:37:29.000Z","REG_TEXT_VIDEO_GAMES_SALES","814","e5-large","1.9285545349121096","3.39019775390625"
"light_REG_TEXT_VIDEO_GAMES_SALES_3","0.3669573928210974","3","ft","LightGBM 💡","2026-04-08T21:33:54.000Z","REG_TEXT_VIDEO_GAMES_SALES","4019","e5-large","3.1353759765625","39.5341796875"
"light_REG_TEXT_VIDEO_GAMES_SALES_3","0.3319867083942434","3","all","LightGBM 💡","2026-04-08T21:30:34.000Z","REG_TEXT_VIDEO_GAMES_SALES","837","e5-large","2.267444610595703","2.8779296875"
"tabpfnv2_REG_TEXT_VIDEO_GAMES_SALES_2","0.2433516323857572","2","ft","TabPFN-v2 🤯","2026-04-08T21:24:44.000Z","REG_TEXT_VIDEO_GAMES_SALES","6207","e5-large","2.9951400756835938","39.99761962890625"
"tabpfnv2_REG_TEXT_VIDEO_GAMES_SALES_2","0.21505618376716465","2","all","TabPFN-v2 🤯","2026-04-08T21:23:10.000Z","REG_TEXT_VIDEO_GAMES_SALES","852","e5-large","1.7079925537109375","3.39019775390625"
"tabpfnv2p5_REG_TEXT_VIDEO_GAMES_SALES_2","0.3123825031209504","2","ft","TabPFN-v2p5 🇩🇪","2026-04-08T21:21:00.000Z","REG_TEXT_VIDEO_GAMES_SALES","6218","e5-large","2.8779067993164062","39.99761962890625"
"tabpfnv2p5_REG_TEXT_VIDEO_GAMES_SALES_2","0.28130879865284975","2","all","TabPFN-v2p5 🇩🇪","2026-04-08T21:19:15.000Z","REG_TEXT_VIDEO_GAMES_SALES","874","e5-large","1.927764892578125","2.8779296875"
"tabm_REG_TEXT_VIDEO_GAMES_SALES_2","0.3858170711597758","2","ft","TabM Ⓜ️","2026-04-08T21:16:27.000Z","REG_TEXT_VIDEO_GAMES_SALES","6044","e5-large","2.8370361328125","39.99761962890625"
"tabm_REG_TEXT_VIDEO_GAMES_SALES_2","0.4349904473535795","2","all","TabM Ⓜ️","2026-04-08T21:16:26.000Z","REG_TEXT_VIDEO_GAMES_SALES","845","e5-large","2.2984352111816406","2.9052734375"
"cat_REG_TEXT_VIDEO_GAMES_SALES_2","0.27645364494541713","2","all","CatBoost 😸","2026-04-08T21:09:32.000Z","REG_TEXT_VIDEO_GAMES_SALES","813","e5-large","1.8928718566894531","3.39019775390625"
"light_REG_TEXT_VIDEO_GAMES_SALES_2","0.3262580793320582","2","ft","LightGBM 💡","2026-04-08T21:08:59.000Z","REG_TEXT_VIDEO_GAMES_SALES","5997","e5-large","2.8890914916992188","39.5810546875"
"light_REG_TEXT_VIDEO_GAMES_SALES_2","0.25039323608002395","2","all","LightGBM 💡","2026-04-08T21:07:34.000Z","REG_TEXT_VIDEO_GAMES_SALES","801","e5-large","1.6432876586914062","3.39019775390625"
"tabpfnv2_REG_TEXT_VIDEO_GAMES_SALES_1","0.3603709405552492","1","ft","TabPFN-v2 🤯","2026-04-08T21:04:30.000Z","REG_TEXT_VIDEO_GAMES_SALES","6684","e5-large","3.15372085571289","39.5830078125"
"tabpfnv2_REG_TEXT_VIDEO_GAMES_SALES_1","0.32700726982751427","1","all","TabPFN-v2 🤯","2026-04-08T21:01:15.000Z","REG_TEXT_VIDEO_GAMES_SALES","906","e5-large","2.1719398498535156","2.8779296875"
"tabpfnv2p5_REG_TEXT_VIDEO_GAMES_SALES_1","0.4535051138019395","1","ft","TabPFN-v2p5 🇩🇪","2026-04-08T20:58:20.000Z","REG_TEXT_VIDEO_GAMES_SALES","6635","e5-large","2.90374755859375","39.5517578125"
"tabpfnv2p5_REG_TEXT_VIDEO_GAMES_SALES_1","0.4183467773622171","1","all","TabPFN-v2p5 🇩🇪","2026-04-08T20:55:00.000Z","REG_TEXT_VIDEO_GAMES_SALES","873","e5-large","1.7079505920410156","2.8779296875"
"tabm_REG_TEXT_VIDEO_GAMES_SALES_1","0.5741636467018901","1","ft","TabM Ⓜ️","2026-04-08T20:52:50.000Z","REG_TEXT_VIDEO_GAMES_SALES","5249","e5-large","2.9655189514160156","39.99761962890625"
"tabm_REG_TEXT_VIDEO_GAMES_SALES_1","0.4132017505247906","1","all","TabM Ⓜ️","2026-04-08T20:50:11.000Z","REG_TEXT_VIDEO_GAMES_SALES","854","e5-large","1.7478408813476562","2.9052734375"
"cat_REG_TEXT_VIDEO_GAMES_SALES_1","0.4681297798909914","1","ft","CatBoost 😸","2026-04-08T20:49:45.000Z","REG_TEXT_VIDEO_GAMES_SALES","5225","e5-large","2.95218276977539","39.99761962890625"
"cat_REG_TEXT_VIDEO_GAMES_SALES_1","0.263225526871383","1","all","CatBoost 😸","2026-04-08T20:46:56.000Z","REG_TEXT_VIDEO_GAMES_SALES","852","e5-large","1.8268928527832031","2.8779296875"
"light_REG_TEXT_VIDEO_GAMES_SALES_1","0.5117363596805292","1","ft","LightGBM 💡","2026-04-08T20:41:38.000Z","REG_TEXT_VIDEO_GAMES_SALES","5219","e5-large","2.9950218200683594","39.99761962890625"
"light_REG_TEXT_VIDEO_GAMES_SALES_1","0.2799680227557406","1","all","LightGBM 💡","2026-04-08T20:39:28.000Z","REG_TEXT_VIDEO_GAMES_SALES","800","e5-large","1.6930503845214844","3.39019775390625"
"tabpfnv2_REG_TEXT_VIDEO_GAMES_SALES_0","0.35097742751804073","0","ft","TabPFN-v2 🤯","2026-04-08T20:36:57.000Z","REG_TEXT_VIDEO_GAMES_SALES","6644","e5-large","2.9062767028808594","39.5517578125"
"tabpfnv2_REG_TEXT_VIDEO_GAMES_SALES_0","0.31496291480381533","0","all","TabPFN-v2 🤯","2026-04-08T20:35:31.000Z","REG_TEXT_VIDEO_GAMES_SALES","849","e5-large","2.3646392822265625","3.39019775390625"
"tabpfnv2p5_REG_TEXT_VIDEO_GAMES_SALES_0","0.42085421016743","0","ft","TabPFN-v2p5 🇩🇪","2026-04-08T20:33:45.000Z","REG_TEXT_VIDEO_GAMES_SALES","6616","e5-large","3.1615638732910156","39.5517578125"
"tabpfnv2p5_REG_TEXT_VIDEO_GAMES_SALES_0","0.4279377189754209","0","all","TabPFN-v2p5 🇩🇪","2026-04-08T20:31:51.000Z","REG_TEXT_VIDEO_GAMES_SALES","901","e5-large","1.7191314697265625","2.8779296875"
"tabm_REG_TEXT_VIDEO_GAMES_SALES_0","0.4738734079980583","0","ft","TabM Ⓜ️","2026-04-08T20:29:53.000Z","REG_TEXT_VIDEO_GAMES_SALES","5625","e5-large","2.984657287597656","39.99761962890625"
"tabm_REG_TEXT_VIDEO_GAMES_SALES_0","0.4582706159568921","0","all","TabM Ⓜ️","2026-04-08T20:26:01.000Z","REG_TEXT_VIDEO_GAMES_SALES","804","e5-large","1.8620643615722656","3.41754150390625"
"cat_REG_TEXT_VIDEO_GAMES_SALES_0","0.4659258974181956","0","ft","CatBoost 😸","2026-04-08T20:19:51.000Z","REG_TEXT_VIDEO_GAMES_SALES","5642","e5-large","2.985485076904297","39.99761962890625"
"cat_REG_TEXT_VIDEO_GAMES_SALES_0","0.44521322999844015","0","all","CatBoost 😸","2026-04-08T20:19:10.000Z","REG_TEXT_VIDEO_GAMES_SALES","869","e5-large","2.3159828186035156","2.8779296875"
"light_REG_TEXT_VIDEO_GAMES_SALES_0","0.3754560073915514","0","ft","LightGBM 💡","2026-04-08T20:17:46.000Z","REG_TEXT_VIDEO_GAMES_SALES","5591","e5-large","3.0894813537597656","39.5810546875"
"light_REG_TEXT_VIDEO_GAMES_SALES_0","0.36809734925322257","0","all","LightGBM 💡","2026-04-08T20:16:27.000Z","REG_TEXT_VIDEO_GAMES_SALES","800","e5-large","1.9166145324707031","3.39019775390625"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_4","0.5253636980965413","4","ft","TabPFN-v2 🤯","2026-04-08T20:05:45.000Z","REG_TEXT_ROTTEN_TOMATOES","16448","e5-large","3.0278358459472656","39.99761962890625"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_4","0.492141407884736","4","all","TabPFN-v2 🤯","2026-04-08T19:58:41.000Z","REG_TEXT_ROTTEN_TOMATOES","3576","e5-large","2.2609405517578125","2.8779296875"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_4","0.5474250572448713","4","ft","TabPFN-v2p5 🇩🇪","2026-04-08T19:58:37.000Z","REG_TEXT_ROTTEN_TOMATOES","16390","e5-large","3.1923866271972656","39.5849609375"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_4","0.5318855703325989","4","all","TabPFN-v2p5 🇩🇪","2026-04-08T19:48:43.000Z","REG_TEXT_ROTTEN_TOMATOES","3683","e5-large","2.2143707275390625","2.8779296875"
"tabm_REG_TEXT_ROTTEN_TOMATOES_4","0.5268522985598021","4","ft","TabM Ⓜ️","2026-04-08T19:48:30.000Z","REG_TEXT_ROTTEN_TOMATOES","13256","e5-large","2.9974632263183594","39.99761962890625"
"tabm_REG_TEXT_ROTTEN_TOMATOES_4","0.47599150170131965","4","all","TabM Ⓜ️","2026-04-08T19:32:11.000Z","REG_TEXT_ROTTEN_TOMATOES","3225","e5-large","1.935955047607422","3.41949462890625"
"cat_REG_TEXT_ROTTEN_TOMATOES_4","0.5132215378936551","4","ft","CatBoost 😸","2026-04-08T19:05:21.000Z","REG_TEXT_ROTTEN_TOMATOES","13325","e5-large","3.05316162109375","39.5830078125"
"cat_REG_TEXT_ROTTEN_TOMATOES_4","0.47885841428895715","4","all","CatBoost 😸","2026-04-08T18:54:16.000Z","REG_TEXT_ROTTEN_TOMATOES","3250","e5-large","1.7065811157226562","3.39019775390625"
"light_REG_TEXT_ROTTEN_TOMATOES_4","0.4802493114390569","4","ft","LightGBM 💡","2026-04-08T18:46:43.000Z","REG_TEXT_ROTTEN_TOMATOES","13248","e5-large","3.0270957946777344","39.99761962890625"
"light_REG_TEXT_ROTTEN_TOMATOES_4","0.4483578059624016","4","all","LightGBM 💡","2026-04-08T18:38:25.000Z","REG_TEXT_ROTTEN_TOMATOES","3223","e5-large","1.731964111328125","3.39019775390625"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_3","0.5682171917465582","3","ft","TabPFN-v2 🤯","2026-04-08T18:08:03.000Z","REG_TEXT_ROTTEN_TOMATOES","16448","e5-large","3.0185699462890625","39.99761962890625"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_3","0.5397952673017766","3","all","TabPFN-v2 🤯","2026-04-08T18:06:21.000Z","REG_TEXT_ROTTEN_TOMATOES","3534","e5-large","2.0678062438964844","2.8779296875"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_3","0.5818655884634436","3","all","TabPFN-v2p5 🇩🇪","2026-04-08T17:57:35.000Z","REG_TEXT_ROTTEN_TOMATOES","3395","e5-large","2.0289878845214844","3.39019775390625"
"tabm_REG_TEXT_ROTTEN_TOMATOES_3","0.5601379573631025","3","ft","TabM Ⓜ️","2026-04-08T17:57:17.000Z","REG_TEXT_ROTTEN_TOMATOES","16561","e5-large","3.168994903564453","39.5810546875"
"tabm_REG_TEXT_ROTTEN_TOMATOES_3","0.5329781147389946","3","all","TabM Ⓜ️","2026-04-08T17:52:59.000Z","REG_TEXT_ROTTEN_TOMATOES","3218","e5-large","1.8658294677734375","3.41949462890625"
"cat_REG_TEXT_ROTTEN_TOMATOES_3","0.5499277682584734","3","ft","CatBoost 😸","2026-04-08T17:48:41.000Z","REG_TEXT_ROTTEN_TOMATOES","16612","e5-large","3.0228004455566406","39.99761962890625"
"cat_REG_TEXT_ROTTEN_TOMATOES_3","0.5272937255566401","3","all","CatBoost 😸","2026-04-08T17:44:03.000Z","REG_TEXT_ROTTEN_TOMATOES","3257","e5-large","1.7111167907714844","3.39019775390625"
"light_REG_TEXT_ROTTEN_TOMATOES_3","0.5194246494616148","3","ft","LightGBM 💡","2026-04-08T17:36:15.000Z","REG_TEXT_ROTTEN_TOMATOES","16659","e5-large","2.99051284790039","39.99761962890625"
"light_REG_TEXT_ROTTEN_TOMATOES_3","0.5050086117448093","3","all","LightGBM 💡","2026-04-08T17:14:20.000Z","REG_TEXT_ROTTEN_TOMATOES","3218","e5-large","1.73675537109375","3.39019775390625"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_2","0.6001350058199479","2","ft","TabPFN-v2 🤯","2026-04-08T17:08:22.000Z","REG_TEXT_ROTTEN_TOMATOES","18354","e5-large","2.95406723022461","39.5849609375"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_2","0.5768583572721323","2","all","TabPFN-v2 🤯","2026-04-08T17:07:18.000Z","REG_TEXT_ROTTEN_TOMATOES","3538","e5-large","2.0588111877441406","2.8779296875"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_2","0.6293841104016475","2","ft","TabPFN-v2p5 🇩🇪","2026-04-08T17:07:05.000Z","REG_TEXT_ROTTEN_TOMATOES","18193","e5-large","2.9527511596679688","39.5849609375"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_2","0.6174584039793142","2","all","TabPFN-v2p5 🇩🇪","2026-04-08T17:00:50.000Z","REG_TEXT_ROTTEN_TOMATOES","3399","e5-large","2.082965850830078","3.39019775390625"
"tabm_REG_TEXT_ROTTEN_TOMATOES_2","0.5906511387039122","2","ft","TabM Ⓜ️","2026-04-08T17:00:36.000Z","REG_TEXT_ROTTEN_TOMATOES","14896","e5-large","2.933452606201172","39.5830078125"
"tabm_REG_TEXT_ROTTEN_TOMATOES_2","0.5636672211449669","2","all","TabM Ⓜ️","2026-04-08T17:00:10.000Z","REG_TEXT_ROTTEN_TOMATOES","3326","e5-large","1.8725929260253904","2.9072265625"
"cat_REG_TEXT_ROTTEN_TOMATOES_2","0.5808252543999061","2","ft","CatBoost 😸","2026-04-08T16:59:16.000Z","REG_TEXT_ROTTEN_TOMATOES","15010","e5-large","2.9957046508789062","39.99761962890625"
"cat_REG_TEXT_ROTTEN_TOMATOES_2","0.5267031925050121","2","all","CatBoost 😸","2026-04-08T16:58:48.000Z","REG_TEXT_ROTTEN_TOMATOES","3247","e5-large","1.7733268737792969","3.39019775390625"
"light_REG_TEXT_ROTTEN_TOMATOES_2","0.5814743120714226","2","ft","LightGBM 💡","2026-04-08T16:58:29.000Z","REG_TEXT_ROTTEN_TOMATOES","14939","e5-large","2.940399169921875","39.99761962890625"
"light_REG_TEXT_ROTTEN_TOMATOES_2","0.5022026693832099","2","all","LightGBM 💡","2026-04-08T16:55:02.000Z","REG_TEXT_ROTTEN_TOMATOES","3216","e5-large","2.3355484008789062","3.39019775390625"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_1","0.6685509140169281","1","ft","TabPFN-v2 🤯","2026-04-08T16:50:16.000Z","REG_TEXT_ROTTEN_TOMATOES","16464","e5-large","2.893951416015625","39.99761962890625"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_1","0.6150591564131787","1","all","TabPFN-v2 🤯","2026-04-08T16:46:49.000Z","REG_TEXT_ROTTEN_TOMATOES","3428","e5-large","2.0321083068847656","3.39019775390625"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_1","0.6800276555192393","1","ft","TabPFN-v2p5 🇩🇪","2026-04-08T16:46:02.000Z","REG_TEXT_ROTTEN_TOMATOES","16388","e5-large","2.923809051513672","39.5849609375"
"tabpfnv2_REG_TEXT_ZOMATO_RESTAURANTS_2","0.7712407597608821","2","ft","TabPFN-v2 🤯","2026-04-08T16:45:15.000Z","REG_TEXT_ZOMATO_RESTAURANTS","80154","e5-large","3.5567665100097656","39.99761962890625"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_1","0.6180413957995576","1","all","TabPFN-v2p5 🇩🇪","2026-04-08T16:39:14.000Z","REG_TEXT_ROTTEN_TOMATOES","3414","e5-large","2.03023910522461","3.39019775390625"
"tabm_REG_TEXT_ROTTEN_TOMATOES_1","0.6225432019028785","1","ft","TabM Ⓜ️","2026-04-08T16:21:41.000Z","REG_TEXT_ROTTEN_TOMATOES","15002","e5-large","3.184398651123047","39.5830078125"
"tabm_REG_TEXT_ROTTEN_TOMATOES_1","0.6069977871961989","1","all","TabM Ⓜ️","2026-04-08T16:12:31.000Z","REG_TEXT_ROTTEN_TOMATOES","3347","e5-large","2.1384506225585938","2.9072265625"
"cat_REG_TEXT_ROTTEN_TOMATOES_1","0.618142071054617","1","ft","CatBoost 😸","2026-04-08T16:10:39.000Z","REG_TEXT_ROTTEN_TOMATOES","14946","e5-large","3.0032424926757812","39.99761962890625"
"cat_REG_TEXT_ROTTEN_TOMATOES_1","0.5834182379112405","1","all","CatBoost 😸","2026-04-08T16:10:35.000Z","REG_TEXT_ROTTEN_TOMATOES","3384","e5-large","2.0642547607421875","2.8779296875"
"light_REG_TEXT_ROTTEN_TOMATOES_1","0.6049105472202493","1","ft","LightGBM 💡","2026-04-08T16:09:36.000Z","REG_TEXT_ROTTEN_TOMATOES","14882","e5-large","3.1479530334472656","39.5830078125"
"light_REG_TEXT_ROTTEN_TOMATOES_1","0.5833740175200073","1","all","LightGBM 💡","2026-04-08T16:04:37.000Z","REG_TEXT_ROTTEN_TOMATOES","3227","e5-large","1.7424697875976562","3.39019775390625"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_0","0.5991385944914445","0","ft","TabPFN-v2 🤯","2026-04-08T16:01:50.000Z","REG_TEXT_ROTTEN_TOMATOES","16503","e5-large","2.9527816772460938","39.5849609375"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_0","0.5658012902307621","0","all","TabPFN-v2 🤯","2026-04-08T16:01:42.000Z","REG_TEXT_ROTTEN_TOMATOES","3418","e5-large","2.147106170654297","3.39019775390625"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_0","0.6166188850165004","0","ft","TabPFN-v2p5 🇩🇪","2026-04-08T16:01:37.000Z","REG_TEXT_ROTTEN_TOMATOES","16426","e5-large","2.9817428588867188","39.99761962890625"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_0","0.5983257687378014","0","all","TabPFN-v2p5 🇩🇪","2026-04-08T15:53:35.000Z","REG_TEXT_ROTTEN_TOMATOES","3394","e5-large","1.9741134643554688","3.39019775390625"
"tabm_REG_TEXT_ROTTEN_TOMATOES_0","0.5721584486000786","0","ft","TabM Ⓜ️","2026-04-08T15:42:20.000Z","REG_TEXT_ROTTEN_TOMATOES","16533","e5-large","4.009120941162109","39.5830078125"
"tabm_REG_TEXT_ROTTEN_TOMATOES_0","0.5569519825073568","0","all","TabM Ⓜ️","2026-04-08T15:24:18.000Z","REG_TEXT_ROTTEN_TOMATOES","3343","e5-large","2.353954315185547","2.9072265625"
"cat_REG_TEXT_ROTTEN_TOMATOES_0","0.5746207561450491","0","ft","CatBoost 😸","2026-04-08T15:20:52.000Z","REG_TEXT_ROTTEN_TOMATOES","16663","e5-large","2.853233337402344","39.5830078125"
"cat_REG_TEXT_ROTTEN_TOMATOES_0","0.5432530077431138","0","all","CatBoost 😸","2026-04-08T15:13:07.000Z","REG_TEXT_ROTTEN_TOMATOES","3383","e5-large","1.7299346923828125","2.8779296875"
"light_REG_TEXT_ROTTEN_TOMATOES_0","0.5573373382128244","0","ft","LightGBM 💡","2026-04-08T15:10:19.000Z","REG_TEXT_ROTTEN_TOMATOES","16697","e5-large","3.0414581298828125","39.5810546875"
"light_REG_TEXT_ROTTEN_TOMATOES_0","0.5404633899280824","0","all","LightGBM 💡","2026-04-08T15:07:59.000Z","REG_TEXT_ROTTEN_TOMATOES","3213","e5-large","1.7412185668945312","3.39019775390625"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_4","0.851305328075264","4","ft","TabPFN-v2 🤯","2026-04-08T15:02:37.000Z","REG_TEXT_BOOK_READABILITY","7896","e5-large","3.0330047607421875","39.99761962890625"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_4","0.8302652726284663","4","all","TabPFN-v2 🤯","2026-04-08T15:02:20.000Z","REG_TEXT_BOOK_READABILITY","1108","e5-large","1.7593650817871094","2.8779296875"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_4","0.8548649402036048","4","ft","TabPFN-v2p5 🇩🇪","2026-04-08T14:56:13.000Z","REG_TEXT_BOOK_READABILITY","7856","e5-large","2.9985122680664062","39.5751953125"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_4","0.8335938734078417","4","all","TabPFN-v2p5 🇩🇪","2026-04-08T14:54:48.000Z","REG_TEXT_BOOK_READABILITY","1093","e5-large","1.7128639221191406","2.8779296875"
"tabm_REG_TEXT_BOOK_READABILITY_4","0.8501491523215714","4","ft","TabM Ⓜ️","2026-04-08T14:54:19.000Z","REG_TEXT_BOOK_READABILITY","6651","e5-large","2.9677886962890625","39.99761962890625"
"tabm_REG_TEXT_BOOK_READABILITY_4","0.8330997838208906","4","all","TabM Ⓜ️","2026-04-08T14:52:21.000Z","REG_TEXT_BOOK_READABILITY","1073","e5-large","2.0765380859375","2.9052734375"
"cat_REG_TEXT_BOOK_READABILITY_4","0.8643063100576385","4","ft","CatBoost 😸","2026-04-08T14:51:49.000Z","REG_TEXT_BOOK_READABILITY","7694","e5-large","2.915477752685547","39.5556640625"
"cat_REG_TEXT_BOOK_READABILITY_4","0.8450282223497264","4","all","CatBoost 😸","2026-04-08T14:44:20.000Z","REG_TEXT_BOOK_READABILITY","1074","e5-large","1.8295211791992188","2.8779296875"
"light_REG_TEXT_BOOK_READABILITY_4","0.850507178784419","4","ft","LightGBM 💡","2026-04-08T14:38:48.000Z","REG_TEXT_BOOK_READABILITY","7678","e5-large","2.9925804138183594","39.99761962890625"
"light_REG_TEXT_BOOK_READABILITY_4","0.8394616290078564","4","all","LightGBM 💡","2026-04-08T14:37:39.000Z","REG_TEXT_BOOK_READABILITY","996","e5-large","1.6735801696777344","3.39019775390625"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_3","0.8357400883149015","3","ft","TabPFN-v2 🤯","2026-04-08T14:34:41.000Z","REG_TEXT_BOOK_READABILITY","7876","e5-large","2.9117202758789062","39.5341796875"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_3","0.8276754693493308","3","all","TabPFN-v2 🤯","2026-04-08T14:31:24.000Z","REG_TEXT_BOOK_READABILITY","1253","e5-large","1.95098876953125","2.8779296875"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_3","0.8365471052892414","3","ft","TabPFN-v2p5 🇩🇪","2026-04-08T14:27:10.000Z","REG_TEXT_BOOK_READABILITY","7918","e5-large","2.99151611328125","39.99761962890625"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_3","0.8463439624344956","3","all","TabPFN-v2p5 🇩🇪","2026-04-08T14:21:11.000Z","REG_TEXT_BOOK_READABILITY","1055","e5-large","1.7942733764648438","3.39019775390625"
