"Name","test_score","fold","model","dataset","multimodal_state","Hostname","State","Runtime","Created","timestamp"
"dpt_REG_TEXT_VIDEO_GAMES_SALES_0","0.38330498037603433","0","TabDPT 6️⃣","REG_TEXT_VIDEO_GAMES_SALES","text_only","nlp-srv3.dds.technion.ac.il","finished","574","2026-07-25T08:43:53.000Z","2026-07-25 11:53:06"
"xgb_REG_TEXT_VIDEO_GAMES_SALES_0","-0.30414213386976874","0","XGBoost 🌲","REG_TEXT_VIDEO_GAMES_SALES","no_text","nlp-srv3.dds.technion.ac.il","finished","12","2026-07-25T08:43:38.000Z","2026-07-25 11:43:28"
"xgb_REG_TEXT_VIDEO_GAMES_SALES_0","0.19820857943123804","0","XGBoost 🌲","REG_TEXT_VIDEO_GAMES_SALES","text_only","n306","finished","111","2026-07-25T08:43:27.000Z","2026-07-25 11:45:17"
"rf_REG_TEXT_VIDEO_GAMES_SALES_0","-0.3386216511713076","0","RandomForest 🌳","REG_TEXT_VIDEO_GAMES_SALES","no_text","nlp-srv3.dds.technion.ac.il","finished","10","2026-07-25T08:43:22.000Z","2026-07-25 11:43:11"
"rf_REG_TEXT_VIDEO_GAMES_SALES_0","0.24793917991806055","0","RandomForest 🌳","REG_TEXT_VIDEO_GAMES_SALES","text_only","n306","finished","180","2026-07-25T08:43:09.000Z","2026-07-25 11:46:08"
"iclv2_REG_TEXT_VIDEO_GAMES_SALES_0","0.04553007405456644","0","TabICLv2 🗼","REG_TEXT_VIDEO_GAMES_SALES","no_text","nlp-srv3.dds.technion.ac.il","finished","12","2026-07-25T08:43:06.000Z","2026-07-25 11:42:57"
"iclv2_REG_TEXT_VIDEO_GAMES_SALES_0","0.46712006989583577","0","TabICLv2 🗼","REG_TEXT_VIDEO_GAMES_SALES","text_only","nlp-srv3.dds.technion.ac.il","finished","224","2026-07-25T08:42:56.000Z","2026-07-25 11:46:18"
"real_REG_TEXT_VIDEO_GAMES_SALES_0","0.030469446595088212","0","RealMLP 🕸","REG_TEXT_VIDEO_GAMES_SALES","no_text","n306","finished","69","2026-07-25T08:42:43.000Z","2026-07-25 11:43:50"
"real_REG_TEXT_VIDEO_GAMES_SALES_0","0.2088125771756819","0","RealMLP 🕸","REG_TEXT_VIDEO_GAMES_SALES","text_only","n306","finished","157","2026-07-25T08:42:35.000Z","2026-07-25 11:45:11"
"xgb_REG_TEXT_VANCOUVER_SALARIES_0","0.3473904968665489","0","XGBoost 🌲","REG_TEXT_VANCOUVER_SALARIES","no_text","nlp-srv3.dds.technion.ac.il","finished","12","2026-07-25T08:38:00.000Z","2026-07-25 11:37:50"
"xgb_REG_TEXT_VANCOUVER_SALARIES_0","0.578959768651655","0","XGBoost 🌲","REG_TEXT_VANCOUVER_SALARIES","text_only","nlp-srv3.dds.technion.ac.il","finished","192","2026-07-25T08:37:58.000Z","2026-07-25 11:40:48"
"rf_REG_TEXT_VANCOUVER_SALARIES_0","0.31769117896700017","0","RandomForest 🌳","REG_TEXT_VANCOUVER_SALARIES","no_text","nlp-srv3.dds.technion.ac.il","finished","13","2026-07-25T08:37:57.000Z","2026-07-25 11:37:48"
"rf_REG_TEXT_VANCOUVER_SALARIES_0","0.577506468262509","0","RandomForest 🌳","REG_TEXT_VANCOUVER_SALARIES","text_only","nlp-srv3.dds.technion.ac.il","finished","214","2026-07-25T08:37:50.000Z","2026-07-25 11:41:03"
"iclv2_REG_TEXT_VANCOUVER_SALARIES_0","0.6206150438672515","0","TabICLv2 🗼","REG_TEXT_VANCOUVER_SALARIES","text_only","n306","finished","123","2026-07-25T08:37:36.000Z","2026-07-25 11:39:38"
"real_REG_TEXT_VANCOUVER_SALARIES_0","0.34615299679250033","0","RealMLP 🕸","REG_TEXT_VANCOUVER_SALARIES","no_text","nlp-srv3.dds.technion.ac.il","finished","48","2026-07-25T08:37:28.000Z","2026-07-25 11:37:54"
"dpt_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.7801675796508789","0","TabDPT 6️⃣","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","no_text","nlp-srv3.dds.technion.ac.il","finished","197","2026-07-25T08:33:25.000Z","2026-07-25 11:36:20"
"dpt_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.24642378091812137","0","TabDPT 6️⃣","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","text_only","n306","finished","325","2026-07-25T08:33:14.000Z","2026-07-25 11:38:37"
"xgb_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.8110039234161377","0","XGBoost 🌲","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","no_text","n306","finished","14","2026-07-25T08:33:12.000Z","2026-07-25 11:33:23"
"xgb_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.27194714546203613","0","XGBoost 🌲","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","text_only","n306","finished","48","2026-07-25T08:33:09.000Z","2026-07-25 11:33:56"
"rf_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.752842414389639","0","RandomForest 🌳","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","no_text","n306","finished","14","2026-07-25T08:32:56.000Z","2026-07-25 11:33:09"
"rf_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.2480620732910375","0","RandomForest 🌳","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","text_only","nlp-srv3.dds.technion.ac.il","finished","81","2026-07-25T08:32:49.000Z","2026-07-25 11:33:48"
"iclv2_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.8361594080924988","0","TabICLv2 🗼","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","no_text","n306","finished","13","2026-07-25T08:32:40.000Z","2026-07-25 11:32:52"
"iclv2_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.2537538409233093","0","TabICLv2 🗼","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","text_only","nlp-srv3.dds.technion.ac.il","finished","84","2026-07-25T08:32:40.000Z","2026-07-25 11:33:42"
"real_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.26666390895843506","0","RealMLP 🕸","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","text_only","nlp-srv3.dds.technion.ac.il","finished","105","2026-07-25T08:32:33.000Z","2026-07-25 11:33:56"
"dpt_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.782876222080008","0","TabDPT 6️⃣","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","no_text","n306","finished","483","2026-07-25T08:27:09.000Z","2026-07-25 11:35:11"
"dpt_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.5098236345144658","0","TabDPT 6️⃣","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","text_only","nlp-srv3.dds.technion.ac.il","finished","742","2026-07-25T08:27:08.000Z","2026-07-25 11:39:08"
"xgb_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.7949778362162899","0","XGBoost 🌲","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","no_text","nlp-srv3.dds.technion.ac.il","finished","12","2026-07-25T08:27:04.000Z","2026-07-25 11:26:54"
"xgb_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.7555845166234997","0","XGBoost 🌲","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","text_only","nlp-srv3.dds.technion.ac.il","finished","198","2026-07-25T08:26:54.000Z","2026-07-25 11:29:50"
"rf_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.8290166412143598","0","RandomForest 🌳","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","no_text","nlp-srv3.dds.technion.ac.il","finished","13","2026-07-25T08:26:52.000Z","2026-07-25 11:26:43"
"rf_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.7368465066587709","0","RandomForest 🌳","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","text_only","n306","finished","128","2026-07-25T08:26:45.000Z","2026-07-25 11:28:52"
"iclv2_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.8929510520050323","0","TabICLv2 🗼","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","no_text","nlp-srv3.dds.technion.ac.il","finished","13","2026-07-25T08:26:38.000Z","2026-07-25 11:26:30"
"iclv2_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.7329484646891931","0","TabICLv2 🗼","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","text_only","n306","finished","119","2026-07-25T08:26:35.000Z","2026-07-25 11:28:32"
"real_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.8894507516936945","0","RealMLP 🕸","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","no_text","nlp-srv3.dds.technion.ac.il","finished","52","2026-07-25T08:26:31.000Z","2026-07-25 11:27:01"
"real_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.7899413315108053","0","RealMLP 🕸","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","text_only","nlp-srv3.dds.technion.ac.il","finished","225","2026-07-25T08:26:27.000Z","2026-07-25 11:29:51"
"dpt_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","-399.064697265625","0","TabDPT 6️⃣","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","no_text","n306","finished","465","2026-07-25T08:22:39.000Z","2026-07-25 11:30:23"
"dpt_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","-116.3813247680664","0","TabDPT 6️⃣","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","text_only","nlp-srv3.dds.technion.ac.il","finished","304","2026-07-25T08:22:35.000Z","2026-07-25 11:27:17"
"xgb_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","-53410.89453125","0","XGBoost 🌲","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","no_text","nlp-srv3.dds.technion.ac.il","finished","13","2026-07-25T08:22:34.000Z","2026-07-25 11:22:25"
"xgb_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","0.8809540867805481","0","XGBoost 🌲","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","text_only","n306","finished","62","2026-07-25T08:22:31.000Z","2026-07-25 11:23:32"
"rf_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","-4.577869787486238","0","RandomForest 🌳","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","no_text","nlp-srv3.dds.technion.ac.il","finished","13","2026-07-25T08:22:26.000Z","2026-07-25 11:22:17"
"rf_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","0.8240777499611104","0","RandomForest 🌳","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","text_only","n306","finished","69","2026-07-25T08:22:25.000Z","2026-07-25 11:23:33"
"iclv2_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","0.7618280649185181","0","TabICLv2 🗼","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","no_text","n306","finished","13","2026-07-25T08:22:23.000Z","2026-07-25 11:22:35"
"iclv2_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","0.8974154591560364","0","TabICLv2 🗼","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","text_only","nlp-srv3.dds.technion.ac.il","finished","87","2026-07-25T08:22:20.000Z","2026-07-25 11:23:25"
"real_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","0.31105852127075195","0","RealMLP 🕸","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","no_text","nlp-srv3.dds.technion.ac.il","finished","53","2026-07-25T08:22:19.000Z","2026-07-25 11:22:50"
"real_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","-0.27266478538513184","0","RealMLP 🕸","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","text_only","nlp-srv3.dds.technion.ac.il","finished","117","2026-07-25T08:22:17.000Z","2026-07-25 11:23:52"
"dpt_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.8798009761670508","0","TabDPT 6️⃣","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","no_text","n306","finished","48","2026-07-25T08:19:40.000Z","2026-07-25 11:20:27"
"dpt_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.2293135578677068","0","TabDPT 6️⃣","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","text_only","n306","finished","42","2026-07-25T08:19:37.000Z","2026-07-25 11:20:17"
"xgb_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.987345479695462","0","XGBoost 🌲","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","no_text","nlp-srv3.dds.technion.ac.il","finished","14","2026-07-25T08:19:35.000Z","2026-07-25 11:19:26"
"xgb_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.21461958087987645","0","XGBoost 🌲","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","text_only","nlp-srv3.dds.technion.ac.il","finished","24","2026-07-25T08:19:34.000Z","2026-07-25 11:19:37"
"rf_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.9940143642621184","0","RandomForest 🌳","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","no_text","nlp-srv3.dds.technion.ac.il","finished","13","2026-07-25T08:19:18.000Z","2026-07-25 11:19:09"
"rf_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.22879865826597937","0","RandomForest 🌳","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","text_only","n306","finished","39","2026-07-25T08:19:15.000Z","2026-07-25 11:19:53"
"iclv2_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.9996162983891506","0","TabICLv2 🗼","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","no_text","nlp-srv3.dds.technion.ac.il","finished","13","2026-07-25T08:19:02.000Z","2026-07-25 11:18:53"
"iclv2_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.23115387221016992","0","TabICLv2 🗼","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","text_only","n306","finished","31","2026-07-25T08:19:00.000Z","2026-07-25 11:19:30"
"real_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.9917855986625878","0","RealMLP 🕸","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","no_text","n306","finished","20","2026-07-25T08:18:34.000Z","2026-07-25 11:18:53"
"real_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.21949059409247873","0","RealMLP 🕸","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","text_only","n306","finished","38","2026-07-25T08:18:32.000Z","2026-07-25 11:19:08"
"dpt_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.725988406602936","0","TabDPT 6️⃣","REG_TEXT_SPORTS_FIFA22_WAGES","no_text","n306","finished","531","2026-07-25T08:13:05.000Z","2026-07-25 11:21:55"
"dpt_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.0508182214574141","0","TabDPT 6️⃣","REG_TEXT_SPORTS_FIFA22_WAGES","text_only","nlp-srv3.dds.technion.ac.il","finished","563","2026-07-25T08:12:57.000Z","2026-07-25 11:21:58"
"xgb_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.7084837530867197","0","XGBoost 🌲","REG_TEXT_SPORTS_FIFA22_WAGES","no_text","nlp-srv3.dds.technion.ac.il","finished","11","2026-07-25T08:12:51.000Z","2026-07-25 11:12:40"
"xgb_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.04467576150553654","0","XGBoost 🌲","REG_TEXT_SPORTS_FIFA22_WAGES","text_only","n306","finished","63","2026-07-25T08:12:45.000Z","2026-07-25 11:13:47"
"rf_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.7427380594187263","0","RandomForest 🌳","REG_TEXT_SPORTS_FIFA22_WAGES","no_text","nlp-srv3.dds.technion.ac.il","finished","20","2026-07-25T08:12:31.000Z","2026-07-25 11:12:29"
"rf_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.026045819100345535","0","RandomForest 🌳","REG_TEXT_SPORTS_FIFA22_WAGES","text_only","n306","finished","66","2026-07-25T08:12:27.000Z","2026-07-25 11:13:32"
"iclv2_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.78635718247129","0","TabICLv2 🗼","REG_TEXT_SPORTS_FIFA22_WAGES","no_text","n306","finished","15","2026-07-25T08:12:23.000Z","2026-07-25 11:12:36"
"iclv2_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.04973073152479246","0","TabICLv2 🗼","REG_TEXT_SPORTS_FIFA22_WAGES","text_only","nlp-srv3.dds.technion.ac.il","finished","122","2026-07-25T08:11:27.000Z","2026-07-25 11:13:07"
"real_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.7579286528621411","0","RealMLP 🕸","REG_TEXT_SPORTS_FIFA22_WAGES","no_text","n306","finished","60","2026-07-25T08:11:21.000Z","2026-07-25 11:12:19"
"real_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.053458192207103794","0","RealMLP 🕸","REG_TEXT_SPORTS_FIFA22_WAGES","text_only","nlp-srv3.dds.technion.ac.il","finished","153","2026-07-25T08:10:14.000Z","2026-07-25 11:12:25"
"dpt_REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES_0","0.03806985208682101","0","TabDPT 6️⃣","REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES","text_only","nlp-srv3.dds.technion.ac.il","finished","1074","2026-07-25T07:57:31.000Z","2026-07-25 11:15:04"
"xgb_REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES_0","0.5110153685364647","0","XGBoost 🌲","REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES","no_text","nlp-srv3.dds.technion.ac.il","finished","18","2026-07-25T07:57:11.000Z","2026-07-25 10:57:08"
"xgb_REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES_0","0.6317912170381739","0","XGBoost 🌲","REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES","text_only","n306","finished","422","2026-07-25T07:57:10.000Z","2026-07-25 11:04:10"
"rf_REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES_0","0.6111965004777501","0","RandomForest 🌳","REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES","no_text","nlp-srv3.dds.technion.ac.il","finished","18","2026-07-25T07:57:09.000Z","2026-07-25 10:57:05"
"iclv2_REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES_0","0.15269652245764964","0","TabICLv2 🗼","REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES","no_text","nlp-srv3.dds.technion.ac.il","finished","12","2026-07-25T07:56:54.000Z","2026-07-25 10:56:44"
"iclv2_REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES_0","0.6572150949352373","0","TabICLv2 🗼","REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES","text_only","n306","finished","445","2026-07-25T07:56:12.000Z","2026-07-25 11:03:36"
"real_REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES_0","0.35790720346053573","0","RealMLP 🕸","REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES","no_text","nlp-srv3.dds.technion.ac.il","finished","50","2026-07-25T07:55:58.000Z","2026-07-25 10:56:26"
"real_REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES_0","0.8906922301775076","0","RealMLP 🕸","REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES","text_only","nlp-srv3.dds.technion.ac.il","finished","595","2026-07-25T07:55:43.000Z","2026-07-25 11:05:16"
"dpt_REG_TEXT_SOCIAL_MOVIES_DATASET_REVENUE_0","0.2982882077509662","0","TabDPT 6️⃣","REG_TEXT_SOCIAL_MOVIES_DATASET_REVENUE","text_only","nlp-srv3.dds.technion.ac.il","finished","1582","2026-07-25T07:38:16.000Z","2026-07-25 11:04:16"
"dpt_REG_TEXT_SOCIAL_MOVIES_DATASET_REVENUE_0","0.689788000437092","0","TabDPT 6️⃣","REG_TEXT_SOCIAL_MOVIES_DATASET_REVENUE","no_text","nlp-srv3.dds.technion.ac.il","finished","580","2026-07-25T07:38:16.000Z","2026-07-25 10:47:34"
"xgb_REG_TEXT_SOCIAL_MOVIES_DATASET_REVENUE_0","0.6326167379834418","0","XGBoost 🌲","REG_TEXT_SOCIAL_MOVIES_DATASET_REVENUE","no_text","nlp-srv3.dds.technion.ac.il","finished","15","2026-07-25T07:38:09.000Z","2026-07-25 10:38:03"
