"Name","test_score","fold","model","multimodal_state","dataset","Created","no_pca"
"light_REG_TEXT_BABIES_PRICES_3","0.8355063289555922","3","LightGBM 💡","all","REG_TEXT_BABIES_PRICES","2026-04-15T17:51:43.000Z","true"
"cat_REG_TEXT_BABIES_PRICES_3","0.8807515079357907","3","CatBoost 😸","ft","REG_TEXT_BABIES_PRICES","2026-04-15T17:50:40.000Z","true"
"cat_REG_TEXT_BABIES_PRICES_3","0.8686781357522573","3","CatBoost 😸","all","REG_TEXT_BABIES_PRICES","2026-04-15T17:49:01.000Z","true"
"light_REG_TEXT_BABIES_PRICES_2","0.8691863924298275","2","LightGBM 💡","ft","REG_TEXT_BABIES_PRICES","2026-04-15T17:46:07.000Z","true"
"light_REG_TEXT_BABIES_PRICES_2","0.8238657273036125","2","LightGBM 💡","all","REG_TEXT_BABIES_PRICES","2026-04-15T17:45:55.000Z","true"
"cat_REG_TEXT_BABIES_PRICES_2","0.8919832539727663","2","CatBoost 😸","ft","REG_TEXT_BABIES_PRICES","2026-04-15T17:40:03.000Z","true"
"cat_REG_TEXT_BABIES_PRICES_2","0.8563050432374639","2","CatBoost 😸","all","REG_TEXT_BABIES_PRICES","2026-04-15T17:39:18.000Z","true"
"light_REG_TEXT_BABIES_PRICES_1","0.9147350164623675","1","LightGBM 💡","ft","REG_TEXT_BABIES_PRICES","2026-04-15T17:37:57.000Z","true"
"light_REG_TEXT_BABIES_PRICES_1","0.8855559683369363","1","LightGBM 💡","all","REG_TEXT_BABIES_PRICES","2026-04-15T17:35:57.000Z","true"
"cat_REG_TEXT_BABIES_PRICES_1","0.9331126385077222","1","CatBoost 😸","ft","REG_TEXT_BABIES_PRICES","2026-04-15T17:34:02.000Z","true"
"cat_REG_TEXT_BABIES_PRICES_1","0.9087495252682746","1","CatBoost 😸","all","REG_TEXT_BABIES_PRICES","2026-04-15T17:30:20.000Z","true"
"light_REG_TEXT_BABIES_PRICES_0","0.8896374996972355","0","LightGBM 💡","ft","REG_TEXT_BABIES_PRICES","2026-04-15T17:29:46.000Z","true"
"light_REG_TEXT_BABIES_PRICES_0","0.8472553372778879","0","LightGBM 💡","all","REG_TEXT_BABIES_PRICES","2026-04-15T17:27:29.000Z","true"
"cat_REG_TEXT_BABIES_PRICES_0","0.9092681081155808","0","CatBoost 😸","ft","REG_TEXT_BABIES_PRICES","2026-04-15T17:27:03.000Z","true"
"cat_REG_TEXT_BABIES_PRICES_0","0.8736256726404611","0","CatBoost 😸","all","REG_TEXT_BABIES_PRICES","2026-04-15T17:26:39.000Z","true"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9011636171896814","4","LightGBM 💡","ft","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T17:25:57.000Z","true"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.8907210926326817","4","LightGBM 💡","all","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T17:24:39.000Z","true"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9067984925971756","4","CatBoost 😸","ft","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T17:20:57.000Z","true"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9005837509172505","4","CatBoost 😸","all","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T17:20:34.000Z","true"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.8981115876860543","3","LightGBM 💡","ft","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T17:19:36.000Z","true"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.8961497981840836","3","LightGBM 💡","all","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T17:18:23.000Z","true"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9032775890802986","3","CatBoost 😸","ft","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T17:16:14.000Z","true"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.8997446743902578","3","CatBoost 😸","all","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T17:15:21.000Z","true"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9118352174622196","2","LightGBM 💡","ft","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T17:14:45.000Z","true"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.897002685773324","2","LightGBM 💡","all","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T17:12:11.000Z","true"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.91621446474186","2","CatBoost 😸","ft","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T17:02:34.000Z","true"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.905498497520766","2","CatBoost 😸","all","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T16:59:11.000Z","true"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9075184919043098","1","LightGBM 💡","ft","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T16:58:05.000Z","true"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.8955422466447777","1","LightGBM 💡","all","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T16:56:27.000Z","true"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9097401127212944","1","CatBoost 😸","ft","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T16:55:06.000Z","true"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9025776572640034","1","CatBoost 😸","all","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T16:54:34.000Z","true"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9094457987781986","0","LightGBM 💡","ft","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T16:54:29.000Z","true"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.902151760315202","0","LightGBM 💡","all","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T16:53:37.000Z","true"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9108478823122091","0","CatBoost 😸","ft","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T16:47:13.000Z","true"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9075181105575628","0","CatBoost 😸","all","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-15T16:46:32.000Z","true"
"light_MUL_TEXT_WINE_REVIEW_4","0.9768493925291786","4","LightGBM 💡","ft","MUL_TEXT_WINE_REVIEW","2026-04-15T16:39:26.000Z","true"
"light_MUL_TEXT_WINE_REVIEW_4","0.9633467257460672","4","LightGBM 💡","all","MUL_TEXT_WINE_REVIEW","2026-04-15T16:39:05.000Z","true"
"cat_MUL_TEXT_WINE_REVIEW_4","0.9821165526964324","4","CatBoost 😸","ft","MUL_TEXT_WINE_REVIEW","2026-04-15T16:21:59.000Z","true"
"cat_MUL_TEXT_WINE_REVIEW_4","0.978775376595294","4","CatBoost 😸","all","MUL_TEXT_WINE_REVIEW","2026-04-15T16:16:00.000Z","true"
"light_MUL_TEXT_WINE_REVIEW_3","0.9765916448460232","3","LightGBM 💡","ft","MUL_TEXT_WINE_REVIEW","2026-04-15T16:06:12.000Z","true"
"light_MUL_TEXT_WINE_REVIEW_3","0.9680552283515752","3","LightGBM 💡","all","MUL_TEXT_WINE_REVIEW","2026-04-15T16:02:51.000Z","true"
"cat_MUL_TEXT_WINE_REVIEW_3","0.9813329138449932","3","CatBoost 😸","ft","MUL_TEXT_WINE_REVIEW","2026-04-15T15:56:12.000Z","true"
"cat_MUL_TEXT_WINE_REVIEW_3","0.977180903928817","3","CatBoost 😸","all","MUL_TEXT_WINE_REVIEW","2026-04-15T15:54:51.000Z","true"
"light_MUL_TEXT_WINE_REVIEW_2","0.9749935597457636","2","LightGBM 💡","ft","MUL_TEXT_WINE_REVIEW","2026-04-15T15:53:14.000Z","true"
"light_MUL_TEXT_WINE_REVIEW_2","0.965596138556651","2","LightGBM 💡","all","MUL_TEXT_WINE_REVIEW","2026-04-15T15:51:38.000Z","true"
"cat_MUL_TEXT_WINE_REVIEW_2","0.9815020246590468","2","CatBoost 😸","ft","MUL_TEXT_WINE_REVIEW","2026-04-15T15:28:44.000Z","true"
"cat_MUL_TEXT_WINE_REVIEW_2","0.9778797760259332","2","CatBoost 😸","all","MUL_TEXT_WINE_REVIEW","2026-04-15T15:28:22.000Z","true"
"light_MUL_TEXT_WINE_REVIEW_1","0.9732241795715496","1","LightGBM 💡","ft","MUL_TEXT_WINE_REVIEW","2026-04-15T15:24:48.000Z","true"
"light_MUL_TEXT_WINE_REVIEW_1","0.964156933548568","1","LightGBM 💡","all","MUL_TEXT_WINE_REVIEW","2026-04-15T15:24:04.000Z","true"
"cat_MUL_TEXT_WINE_REVIEW_1","0.9813593303272234","1","CatBoost 😸","ft","MUL_TEXT_WINE_REVIEW","2026-04-15T15:21:30.000Z","true"
"cat_MUL_TEXT_WINE_REVIEW_1","0.9762438899346246","1","CatBoost 😸","all","MUL_TEXT_WINE_REVIEW","2026-04-15T15:07:57.000Z","true"
"light_MUL_TEXT_WINE_REVIEW_0","0.9719736143448476","0","LightGBM 💡","ft","MUL_TEXT_WINE_REVIEW","2026-04-15T15:02:03.000Z","true"
"light_MUL_TEXT_WINE_REVIEW_0","0.9611690233897394","0","LightGBM 💡","all","MUL_TEXT_WINE_REVIEW","2026-04-15T14:59:10.000Z","true"
"cat_MUL_TEXT_WINE_REVIEW_0","0.9787280444502944","0","CatBoost 😸","ft","MUL_TEXT_WINE_REVIEW","2026-04-15T14:37:43.000Z","true"
"cat_MUL_TEXT_WINE_REVIEW_0","0.9739473221237014","0","CatBoost 😸","all","MUL_TEXT_WINE_REVIEW","2026-04-15T14:37:12.000Z","true"
"light_MUL_TEXT_SPOTIFY_GENRES_4","0.8934537870951419","4","LightGBM 💡","ft","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T14:33:13.000Z","true"
"light_MUL_TEXT_SPOTIFY_GENRES_4","0.8858355294202106","4","LightGBM 💡","all","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T14:20:21.000Z","true"
"cat_MUL_TEXT_SPOTIFY_GENRES_4","0.9633532687556496","4","CatBoost 😸","ft","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T14:14:08.000Z","true"
"cat_MUL_TEXT_SPOTIFY_GENRES_4","0.9631533317870032","4","CatBoost 😸","all","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T14:08:34.000Z","true"
"light_MUL_TEXT_SPOTIFY_GENRES_3","0.8982535853799555","3","LightGBM 💡","ft","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T14:07:33.000Z","true"
"light_MUL_TEXT_SPOTIFY_GENRES_3","0.8867562760502365","3","LightGBM 💡","all","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T14:07:25.000Z","true"
"cat_MUL_TEXT_SPOTIFY_GENRES_3","0.9642959661060052","3","CatBoost 😸","ft","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T14:07:15.000Z","true"
"cat_MUL_TEXT_SPOTIFY_GENRES_3","0.9623510827197992","3","CatBoost 😸","all","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T14:07:01.000Z","true"
"light_MUL_TEXT_SPOTIFY_GENRES_2","0.8939049120957209","2","LightGBM 💡","ft","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T14:05:04.000Z","true"
"light_MUL_TEXT_SPOTIFY_GENRES_2","0.8825864588526088","2","LightGBM 💡","all","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T13:59:49.000Z","true"
"cat_MUL_TEXT_SPOTIFY_GENRES_2","0.9619107120805492","2","CatBoost 😸","ft","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T13:57:37.000Z","true"
"cat_MUL_TEXT_SPOTIFY_GENRES_2","0.9584397691297822","2","CatBoost 😸","all","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T13:54:14.000Z","true"
"light_MUL_TEXT_SPOTIFY_GENRES_1","0.8879860114917283","1","LightGBM 💡","ft","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T13:53:36.000Z","true"
