"Name","test_score","pca_components","model","fold","multimodal_state","User","Hostname","dataset_name","Created","Runtime"
"tabpfnv2p5_REG_TEXT_VIDEO_GAMES_SALES_3","0.44696232700570304","60","TabPFN-v2p5 🇩🇪","3","ft","","n305","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T23:17:05.000Z","1095"
"tabpfnv2_REG_TEXT_VIDEO_GAMES_SALES_3","0.3106909751917172","60","TabPFN-v2 🤯","3","ft","","n306","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T23:07:08.000Z","1116"
"tabm_REG_TEXT_VIDEO_GAMES_SALES_3","0.42648025226673103","60","TabM Ⓜ️","3","ft","","n309","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T22:59:52.000Z","1195"
"cat_REG_TEXT_VIDEO_GAMES_SALES_3","0.4458140040762608","60","CatBoost 😸","3","ft","","n305","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T22:54:12.000Z","1194"
"tabpfnv2p5_REG_TEXT_VIDEO_GAMES_SALES_1","0.4946782353433298","60","TabPFN-v2p5 🇩🇪","1","ft","","n305","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T22:53:01.000Z","1841"
"light_REG_TEXT_VIDEO_GAMES_SALES_3","0.4496960665306037","60","LightGBM 💡","3","ft","","n305","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T22:46:36.000Z","4804"
"tabpfnv2p5_REG_TEXT_VIDEO_GAMES_SALES_2","0.3592085088756427","60","TabPFN-v2p5 🇩🇪","2","ft","","n309","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T22:37:22.000Z","1327"
"tabpfnv2_REG_TEXT_VIDEO_GAMES_SALES_2","0.24270506221844468","60","TabPFN-v2 🤯","2","ft","","n306","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T22:32:19.000Z","1350"
"tabm_REG_TEXT_VIDEO_GAMES_SALES_2","0.5780894531557266","60","TabM Ⓜ️","2","ft","","n306","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T22:28:31.000Z","937"
"cat_REG_TEXT_VIDEO_GAMES_SALES_2","0.3941724289889028","60","CatBoost 😸","2","ft","","n309","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T22:18:17.000Z","968"
"light_REG_TEXT_VIDEO_GAMES_SALES_2","0.3666681747039062","60","LightGBM 💡","2","ft","","n306","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T22:11:12.000Z","930"
"tabpfnv2_REG_TEXT_VIDEO_GAMES_SALES_1","0.3532528595517025","60","TabPFN-v2 🤯","1","ft","","n305","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T21:55:49.000Z","1860"
"tabm_REG_TEXT_VIDEO_GAMES_SALES_1","0.593936783720867","60","TabM Ⓜ️","1","ft","","n309","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T21:50:40.000Z","1147"
"cat_REG_TEXT_VIDEO_GAMES_SALES_1","0.38303498339962216","60","CatBoost 😸","1","ft","","n306","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T21:49:04.000Z","1176"
"light_REG_TEXT_VIDEO_GAMES_SALES_1","0.4880685286580678","60","LightGBM 💡","1","ft","","n305","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T21:29:26.000Z","1134"
"tabpfnv2p5_REG_TEXT_VIDEO_GAMES_SALES_0","0.47214736083803777","60","TabPFN-v2p5 🇩🇪","0","ft","","n309","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T21:26:04.000Z","1463"
"tabpfnv2_REG_TEXT_VIDEO_GAMES_SALES_0","0.3347207667247032","60","TabPFN-v2 🤯","0","ft","","n306","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T21:24:44.000Z","1485"
"tabm_REG_TEXT_VIDEO_GAMES_SALES_0","0.5911964515702464","60","TabM Ⓜ️","0","ft","","n309","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T21:19:11.000Z","5587"
"cat_REG_TEXT_VIDEO_GAMES_SALES_0","0.4870694026159552","60","CatBoost 😸","0","ft","","n309","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T17:58:17.000Z","1654"
"light_REG_TEXT_VIDEO_GAMES_SALES_0","0.5188794728787633","60","LightGBM 💡","0","ft","","n305","REG_TEXT_VIDEO_GAMES_SALES","2026-04-13T17:53:22.000Z","1599"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_4","0.8197171122254397","60","TabPFN-v2p5 🇩🇪","4","ft","","n305","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T17:32:53.000Z","1551"
"tabpfnv2_REG_TEXT_VANCOUVER_SALARIES_4","0.7852576860795724","60","TabPFN-v2 🤯","4","ft","","n309","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T17:28:53.000Z","1566"
"tabm_REG_TEXT_VANCOUVER_SALARIES_4","0.8103420094624769","60","TabM Ⓜ️","4","ft","","n306","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T17:25:48.000Z","1354"
"cat_REG_TEXT_VANCOUVER_SALARIES_4","0.8150006131955614","60","CatBoost 😸","4","ft","","n309","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T17:09:55.000Z","1388"
"light_REG_TEXT_VANCOUVER_SALARIES_4","0.7931900409911545","60","LightGBM 💡","4","ft","","n306","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T17:03:21.000Z","1343"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_3","0.8026450666955472","60","TabPFN-v2p5 🇩🇪","3","ft","","n309","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T16:59:21.000Z","1597"
"tabpfnv2_REG_TEXT_VANCOUVER_SALARIES_3","0.7715439222805349","60","TabPFN-v2 🤯","3","ft","","n305","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T16:56:02.000Z","1567"
"tabm_REG_TEXT_VANCOUVER_SALARIES_3","0.7915346454173222","60","TabM Ⓜ️","3","ft","","n309","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T16:44:26.000Z","1161"
"cat_REG_TEXT_VANCOUVER_SALARIES_3","0.7930394600858617","60","CatBoost 😸","3","ft","","n305","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T16:39:20.000Z","1171"
"light_REG_TEXT_VANCOUVER_SALARIES_3","0.7811363180079282","60","LightGBM 💡","3","ft","","n309","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T16:34:35.000Z","1133"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_2","0.7726234415392157","60","TabPFN-v2p5 🇩🇪","2","ft","","n309","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T16:32:13.000Z","1492"
"tabpfnv2_REG_TEXT_VANCOUVER_SALARIES_2","0.7531525356798441","60","TabPFN-v2 🤯","2","ft","","n305","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T16:29:18.000Z","1511"
"tabm_REG_TEXT_VANCOUVER_SALARIES_2","0.759948053307059","60","TabM Ⓜ️","2","ft","","n309","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T16:14:57.000Z","1504"
"cat_REG_TEXT_VANCOUVER_SALARIES_2","0.7608742682174807","60","CatBoost 😸","2","ft","","n309","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T16:08:57.000Z","1530"
"light_REG_TEXT_VANCOUVER_SALARIES_2","0.7596126270187449","60","LightGBM 💡","2","ft","","n305","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T16:03:59.000Z","1499"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_1","0.7793697559636543","60","TabPFN-v2p5 🇩🇪","1","ft","","n309","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T15:59:30.000Z","1990"
"tabpfnv2_REG_TEXT_VANCOUVER_SALARIES_1","0.7439213795537931","60","TabPFN-v2 🤯","1","ft","","n305","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T15:56:20.000Z","1970"
"tabm_REG_TEXT_VANCOUVER_SALARIES_1","0.7748506307566168","60","TabM Ⓜ️","1","ft","","n309","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T15:51:24.000Z","1407"
"cat_REG_TEXT_VANCOUVER_SALARIES_1","0.7819987891859199","60","CatBoost 😸","1","ft","","n309","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T15:44:59.000Z","1433"
"light_REG_TEXT_VANCOUVER_SALARIES_1","0.77004570112522","60","LightGBM 💡","1","ft","","n305","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T15:35:25.000Z","1392"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_0","0.8190242449412286","60","TabPFN-v2p5 🇩🇪","0","ft","","n309","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T15:31:32.000Z","1607"
"tabpfnv2_REG_TEXT_VANCOUVER_SALARIES_0","0.7815854858102753","60","TabPFN-v2 🤯","0","ft","","n305","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T15:26:00.000Z","1625"
"tabm_REG_TEXT_VANCOUVER_SALARIES_0","0.8016076163573478","60","TabM Ⓜ️","0","ft","","n305","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T15:21:06.000Z","1427"
"cat_REG_TEXT_VANCOUVER_SALARIES_0","0.7995490446318766","60","CatBoost 😸","0","ft","","n305","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T15:06:03.000Z","1430"
"light_REG_TEXT_VANCOUVER_SALARIES_0","0.7884737089110374","60","LightGBM 💡","0","ft","","n305","REG_TEXT_VANCOUVER_SALARIES","2026-04-13T14:57:17.000Z","1423"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_4","0.5078643665258107","60","TabPFN-v2p5 🇩🇪","4","ft","","n309","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T14:46:36.000Z","2982"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_4","0.48069535431969734","60","TabPFN-v2 🤯","4","ft","","n305","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T14:31:14.000Z","3093"
"tabm_REG_TEXT_ROTTEN_TOMATOES_4","0.47932991484526466","60","TabM Ⓜ️","4","ft","","n309","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T14:18:30.000Z","2887"
"cat_REG_TEXT_ROTTEN_TOMATOES_4","0.47488745636755847","60","CatBoost 😸","4","ft","","n309","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T14:11:59.000Z","3091"
"light_REG_TEXT_ROTTEN_TOMATOES_4","0.4607785038851102","60","LightGBM 💡","4","ft","","n305","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T14:06:34.000Z","3040"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_3","0.5537613754506611","60","TabPFN-v2p5 🇩🇪","3","ft","","n309","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T13:54:08.000Z","2485"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_3","0.5380902735221655","60","TabPFN-v2 🤯","3","ft","","n309","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T13:34:54.000Z","2610"
"tabm_REG_TEXT_ROTTEN_TOMATOES_3","0.5171873495224033","60","TabM Ⓜ️","3","ft","","n309","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T13:13:12.000Z","3524"
"cat_REG_TEXT_ROTTEN_TOMATOES_3","0.5324515538046599","60","CatBoost 😸","3","ft","","n305","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T13:06:04.000Z","3663"
"light_REG_TEXT_ROTTEN_TOMATOES_3","0.5107546226923938","60","LightGBM 💡","3","ft","","n309","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T12:58:18.000Z","3520"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_2","0.5817156508383587","60","TabPFN-v2p5 🇩🇪","2","ft","","n306","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T12:48:46.000Z","4142"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_2","0.5551516130929348","60","TabPFN-v2 🤯","2","ft","","n305","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T12:32:06.000Z","4261"
"tabm_REG_TEXT_ROTTEN_TOMATOES_2","0.5025050184376422","60","TabM Ⓜ️","2","ft","","n309","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T12:20:27.000Z","3097"
"cat_REG_TEXT_ROTTEN_TOMATOES_2","0.5150782656531512","60","CatBoost 😸","2","ft","","n305","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T12:14:07.000Z","3242"
"light_REG_TEXT_ROTTEN_TOMATOES_2","0.5001767518053318","60","LightGBM 💡","2","ft","","n309","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T12:07:44.000Z","3094"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_1","0.6158006349391021","60","TabPFN-v2p5 🇩🇪","1","ft","","n309","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T12:02:09.000Z","3194"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_1","0.5998388556716252","60","TabPFN-v2 🤯","1","ft","","n305","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T11:56:22.000Z","3423"
"tabm_REG_TEXT_ROTTEN_TOMATOES_1","0.5823964751777415","60","TabM Ⓜ️","1","ft","","n309","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T11:52:27.000Z","2461"
"cat_REG_TEXT_ROTTEN_TOMATOES_1","0.5692897826496132","60","CatBoost 😸","1","ft","","n305","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T11:38:31.000Z","2629"
"light_REG_TEXT_ROTTEN_TOMATOES_1","0.5502046417784391","60","LightGBM 💡","1","ft","","n309","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T11:18:35.000Z","2456"
"tabpfnv2p5_REG_TEXT_ROTTEN_TOMATOES_0","0.5850624680764607","60","TabPFN-v2p5 🇩🇪","0","ft","","n309","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T11:06:37.000Z","3661"
"tabpfnv2_REG_TEXT_ROTTEN_TOMATOES_0","0.5627878575533787","60","TabPFN-v2 🤯","0","ft","","n305","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T11:01:46.000Z","3794"
"tabm_REG_TEXT_ROTTEN_TOMATOES_0","0.508697657954591","60","TabM Ⓜ️","0","ft","","n305","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T10:54:36.000Z","3535"
"cat_REG_TEXT_ROTTEN_TOMATOES_0","0.5147276982033709","60","CatBoost 😸","0","ft","","n306","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T10:41:20.000Z","3682"
"light_REG_TEXT_ROTTEN_TOMATOES_0","0.4927849875223076","60","LightGBM 💡","0","ft","","n305","REG_TEXT_ROTTEN_TOMATOES","2026-04-13T10:04:08.000Z","3542"
"tabpfnv2p5_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8889070749282837","60","TabPFN-v2p5 🇩🇪","4","ft","","n309","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T09:55:00.000Z","7508"
"tabpfnv2_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8710506558418274","60","TabPFN-v2 🤯","4","ft","","n305","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T09:34:08.000Z","7677"
"tabm_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8815966844558716","60","TabM Ⓜ️","4","ft","","n309","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T09:18:10.000Z","5737"
"cat_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8766590503150584","60","CatBoost 😸","4","ft","","n309","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T09:06:57.000Z","9924"
"light_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8594237157903895","60","LightGBM 💡","4","ft","","n309","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T08:57:42.000Z","5736"
"tabpfnv2p5_REG_TEXT_SCIMAGOJR_IMPACT_3","0.8806466460227966","60","TabPFN-v2p5 🇩🇪","3","ft","","n309","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T08:50:46.000Z","8093"
"tabpfnv2_REG_TEXT_SCIMAGOJR_IMPACT_3","0.875097930431366","60","TabPFN-v2 🤯","3","ft","","n305","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T08:44:07.000Z","8252"
"tabm_REG_TEXT_SCIMAGOJR_IMPACT_3","0.8849834203720093","60","TabM Ⓜ️","3","ft","","n309","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T08:40:42.000Z","4471"
"cat_REG_TEXT_SCIMAGOJR_IMPACT_3","0.8528485247484745","60","CatBoost 😸","3","ft","","n306","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T08:32:33.000Z","4593"
"light_REG_TEXT_SCIMAGOJR_IMPACT_3","0.8600681950979256","60","LightGBM 💡","3","ft","","n305","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T08:19:35.000Z","4469"
"tabpfnv2p5_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8866659998893738","60","TabPFN-v2p5 🇩🇪","2","ft","","n305","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T07:46:56.000Z","4235"
"tabpfnv2_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8654830455780029","60","TabPFN-v2 🤯","2","ft","","n305","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T07:34:38.000Z","4440"
"tabm_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8722856640815735","60","TabM Ⓜ️","2","ft","","n305","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T07:27:56.000Z","4490"
"cat_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8598412426208217","60","CatBoost 😸","2","ft","","n309","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T07:21:54.000Z","4605"
"light_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8519906164314408","60","LightGBM 💡","2","ft","","n309","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T07:11:54.000Z","4479"
"tabpfnv2p5_REG_TEXT_SCIMAGOJR_IMPACT_1","0.901014506816864","60","TabPFN-v2p5 🇩🇪","1","ft","","n305","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T06:57:05.000Z","6382"
"tabpfnv2_REG_TEXT_SCIMAGOJR_IMPACT_1","0.8784142732620239","60","TabPFN-v2 🤯","1","ft","","n305","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T06:34:57.000Z","6644"
"tabm_REG_TEXT_SCIMAGOJR_IMPACT_1","0.8838614225387573","60","TabM Ⓜ️","1","ft","","n306","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T06:22:07.000Z","8380"
"cat_REG_TEXT_SCIMAGOJR_IMPACT_1","0.8797629012771113","60","CatBoost 😸","1","ft","","n305","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T06:03:53.000Z","4847"
"light_REG_TEXT_SCIMAGOJR_IMPACT_1","0.868234973949547","60","LightGBM 💡","1","ft","","n305","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T05:57:27.000Z","4722"
"tabpfnv2p5_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8979331851005554","60","TabPFN-v2p5 🇩🇪","0","ft","","n309","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T05:53:06.000Z","6101"
"tabpfnv2_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8991976380348206","60","TabPFN-v2 🤯","0","ft","","n309","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T05:41:20.000Z","6268"
"tabm_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8753398656845093","60","TabM Ⓜ️","0","ft","","n305","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T05:34:32.000Z","4944"
"cat_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8837759844108017","60","CatBoost 😸","0","ft","","n305","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T05:30:47.000Z","4989"
"light_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8833445766192568","60","LightGBM 💡","0","ft","","n306","REG_TEXT_SCIMAGOJR_IMPACT","2026-04-13T05:12:22.000Z","4942"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_4","0.9819960344928051","60","TabPFN-v2p5 🇩🇪","4","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T05:01:05.000Z","3667"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_4","0.9791991043794024","60","TabPFN-v2 🤯","4","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T04:51:14.000Z","3710"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_4","0.9729928417238216","60","TabM Ⓜ️","4","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T04:38:32.000Z","3647"
"cat_REG_TEXT_MONTGOMERY_SALARIES_4","0.9724738237901596","60","CatBoost 😸","4","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T04:34:09.000Z","3708"
